time,hvac_reaZonNor_V_flow_y
1321230,0.29574810219327247
1321260,0.29574809738731084
1321290,0.29574809456161777
1321320,0.2957480937294426
1321350,0.29574809487902987
1321380,0.2957480979939059
1321410,0.2957481030529788
1321440,0.2957481100363161
1321470,0.29574811892588243
1321500,0.295748129703394
1321530,0.29574814234978825
1321560,0.2957481568458033
1321590,0.29574817317220514
1321620,0.2957481913098356
1321650,0.2957482112395924
1321680,0.2957482329424837
1321710,0.29574825639949714
1321740,0.29574828159170374
1321770,0.2957483085002437
1321800,0.2957483371062504
1321830,0.2957483673909336
1321860,0.2957483993355237
1321890,0.2957484329213415
1321920,0.2957484681297006
1321950,0.29574850494198435
1321980,0.2957485433395826
1322010,0.29574858330394804
1322040,0.2957486248165886
1322070,0.2957486678589846
1322100,0.29574871241271355
1322130,0.29574875845933873
1322160,0.2957488059804864
1322190,0.2957488549577754
1322220,0.2957489053728944
1322250,0.2957489572075107
1322280,0.2957490104433545
1322310,0.2957490650621489
1322340,0.2957491210456656
1322370,0.2957491783756693
1322400,0.29574923703395944
1322430,0.2957492970023562
1322460,0.2957493582626661
1322490,0.2957494207967508
1322520,0.29574948458643074
1322550,0.2957495496136023
1322580,0.29574961586012755
1322610,0.29574968330788887
1322640,0.2957497519387692
1322670,0.2957498217346788
1322700,0.29574989267749346
1322730,0.29574996474915133
1322760,0.29575003793152815
1322790,0.2957501122065482
1322820,0.29575018755610805
1322850,0.2957502639621319
1322880,0.2957503414065233
1322910,0.2957504198711786
1322940,0.2957504993379877
1322970,0.2957505797888677
1323000,0.29575066120569443
1323030,0.29575074357035047
1323060,0.2957508268647183
1323090,0.2957509110706531
1323120,0.29575099617001654
1323150,0.2957510821446703
1323180,0.2957511689764694
1323210,0.295751256647137
1323240,0.2957513451385832
1323270,0.2957514344325798
1323300,0.29575152451091213
1323330,0.29575161535528266
1323360,0.2957517069476221
1323390,0.2957517992693208
1323420,0.29575189230266385
1323450,0.29575198602886765
1323480,0.29575208042973133
1323510,0.29575217548697125
1323540,0.2957522711821923
1323570,0.2957523674970343
1323600,0.29575246441308845
1323630,0.2957525619119527
1323660,0.2957526599751559
1323690,0.29575275858422667
1323720,0.29575285772068
1323750,0.2957529573659889
1323780,0.29575305750160585
1323810,0.2957531581089694
1323840,0.2957532591694486
1323870,0.2957533606644333
1323900,0.29575346257525115
1323930,0.2957535648832156
1323960,0.2957536675695917
1323990,0.29575377061565145
1324020,0.2957538740025766
1324050,0.29575397771155565
1324080,0.29575408172371515
1324110,0.29575418602017417
1324140,0.2957542905820104
1324170,0.2957543953902459
1324200,0.29575450042585455
1324230,0.2957546056698165
1324260,0.2957547111030084
1324290,0.2957548167063204
1324320,0.2957549224606151
1324350,0.29575502834662315
1324380,0.29575513434508227
1324410,0.2957552404367023
1324440,0.2957553466021237
1324470,0.2957554528219039
1324500,0.2957555590767174
1324530,0.2957556653469348
1324560,0.29575577161301575
1324590,0.29575587785539287
1324620,0.29575598405440795
1324650,0.2957560901903199
1324680,0.2957561962433808
1324710,0.295756302193759
1324740,0.2957564080215747
1324770,0.2957565137068578
1324800,0.29575661922970714
1324830,0.29575672616776233
1324860,0.29575683683708953
1324890,0.29575695173109506
1324920,0.2957570707900243
1324950,0.2957571939372192
1324980,0.295757321069293
1325010,0.2957574520660686
1325040,0.2957575868010293
1325070,0.2957577251349647
1325100,0.29575786694237355
1325130,0.29575801206571006
1325160,0.2957581603863637
1325190,0.2957583117349356
1325220,0.295758465990421
1325250,0.29575862298834255
1325280,0.29575878258884153
1325310,0.2957589446551823
1325340,0.29575910900686775
1325370,0.2957592755608559
1325400,0.2957594440774012
1325430,0.29575961454331323
1325460,0.29575978665244806
1325490,0.2957599604720909
1325520,0.2957601356205396
1325550,0.29576031226309274
1325580,0.29576048992566856
1325610,0.29576066889289393
1325640,0.29576084858596596
1325670,0.2957610294145655
1325700,0.2957612107064684
1325730,0.2957613929784356
1325760,0.2957615754812328
1325790,0.2957617588556989
1325820,0.29576194225956015
1325850,0.29576212640916033
1325880,0.29576231046424567
1325910,0.29576249517252706
1325940,0.29576267968716846
1325970,0.2957628647938601
1326000,0.2957630496505329
1326030,0.29576323507174923
1326060,0.2957634202230386
1326090,0.2957636059462826
1326120,0.29576379141418435
1326150,0.2957639774961171
1326180,0.29576416336858813
1326210,0.2957643499304923
1326240,0.2957645363562379
1326270,0.2957647235771786
1326300,0.2957649107587514
1326330,0.2957650988670268
1326360,0.2957652870518869
1326390,0.2957654763145466
1326420,0.2957656657845785
1326450,0.2957658564960201
1326480,0.29576604776345555
1326510,0.29576623990076856
1326540,0.29576643311261386
1326570,0.2957666274087752
1326600,0.29576682282719813
1326630,0.29576701947562384
1326660,0.2957672174102887
1326690,0.29576741669481027
1326720,0.29576761739058527
1326750,0.29576781954050907
1326780,0.29576802320043283
1326810,0.2957682284005793
1326840,0.2957684351736561
1326870,0.2957686435363844
1326900,0.29576885349713705
1326930,0.2957690650541124
1326960,0.295769278194066
1326990,0.29576949289178306
1327020,0.29576970910957173
1327050,0.2957699267968197
1327080,0.29577014588968786
1327110,0.29577036631072967
1327140,0.29577058796864797
1327170,0.2957708107581007
1327200,0.2957710467195822
1327230,0.2957713144656836
1327260,0.29577161379270034
1327290,0.2957719398236724
1327320,0.2957722866761451
1327350,0.29577264843068884
1327380,0.2957730194352249
1327410,0.2957733944849926
1327440,0.2957737689067515
1327470,0.29577413858959956
1327500,0.2957744999617854
1327530,0.29577485002996795
1327560,0.2957751863230687
1327590,0.29577550688911297
1327620,0.2957758102674239
1327650,0.295776095456969
1327680,0.2957763618797955
1327710,0.29577660934062355
1327740,0.29577683798345766
1327770,0.2957770482449024
1327800,0.29577724075632583
1327830,0.29577741647894873
1327860,0.2957775764385662
1327890,0.2957777217838394
1327920,0.2957778537317567
1327950,0.2957779735306548
1327980,0.2957780824256238
1328010,0.29577818162846525
1328040,0.29577827229284215
1328070,0.2957783554947912
1328100,0.29577843221874156
1328130,0.29577850334704886
1328160,0.2957785696561627
1328190,0.29577863181615327
1328220,0.2957786903939575
1328250,0.29577874586000763
1328280,0.29577879859683703
1328310,0.2957788489090732
1328340,0.29577889703464694
1328370,0.29577894313552966
1328400,0.2957789873518091
1328430,0.2957790297726634
1328460,0.29577907049305074
1328490,0.2957791095584875
1328520,0.2957791469981881
1328550,0.29577918282718246
1328580,0.2957792170466132
1328610,0.2957792496417743
1328640,0.29577928058320985
1328670,0.2957793098219557
1328700,0.29577933729106326
1328730,0.29577936290295326
1328760,0.2957793865480836
1328790,0.2957794081117682
1328820,0.29577942740128704
1328850,0.29577944422298547
1328880,0.2957794584536442
1328910,0.29577946981366554
1328940,0.295779478010788
1328970,0.2957794828365326
1329000,0.29577948385011466
1329030,0.2957794810778582
1329060,0.295779473857014
1329090,0.2957794619527724
1329120,0.29577944501290393
1329150,0.2957794226805619
1329180,0.29577939459654823
1329210,0.2957793604053676
1329240,0.2957793197604087
1329270,0.2957792723289975
1329300,0.29577921779781047
1329330,0.29577915587840486
1329360,0.29577908631270794
1329390,0.2957790088786785
1329420,0.2957789233956707
1329450,0.2957788297298186
1329480,0.29577872779912145
1329510,0.2957786175782517
1329540,0.29577849910305787
1329570,0.2957783724746017
1329600,0.29577823786279345
1329630,0.29577809550952033
1329660,0.2957779457311842
1329690,0.2957777889206787
1329720,0.2957776255487473
1329750,0.2957774561646069
1329780,0.29577728139608433
1329810,0.29577710194879014
1329840,0.29577691860485317
1329870,0.29577673222076156
1329900,0.2957765437245718
1329930,0.2957763541123681
1329960,0.2957761644441256
1329990,0.29577597583882337
1330020,0.29577578946880956
1330050,0.2957756065538595
1330080,0.29577542835424275
1330110,0.2957752561635268
1330140,0.29577509130078256
1330170,0.2957749351022786
1330200,0.29577478891282666
1330230,0.29577465407669856
1330260,0.29577453192836867
1330290,0.29577442378287533
1330320,0.29577433092794814
1330350,0.295774251935589
1330380,0.29577417727426814
1330410,0.295774104641868
1330440,0.29577403348532755
1330470,0.2957739636176518
1330500,0.2957738949778476
1330530,0.29577382754655
1330560,0.29577376131770544
1330590,0.2957736962877266
1330620,0.2957736324526312
1330650,0.2957735698067888
1330680,0.29577350834256283
1330710,0.29577344805031786
1330740,0.29577338891862137
1330770,0.2957733309341399
1330800,0.2957732740820138
1330830,0.2957732183458087
1330860,0.29577316370781365
1330890,0.29577311014900615
1330920,0.2957730576493796
1330950,0.2957730061878504
1330980,0.29577295574281914
1331010,0.29577290629154807
1331040,0.295772857811372
1331070,0.29577281027830377
1331100,0.29577276366928335
1331130,0.2957727179599854
1331160,0.2957726731265422
1331190,0.2957726291449931
1331220,0.2957725859919691
1331250,0.29577254364365635
1331280,0.2957725020771224
1331310,0.2957724612697548
1331340,0.29577242119951697
1331370,0.29577238184498994
1331400,0.2957723431855183
1331430,0.2957723052011893
1331460,0.29577226787298533
1331490,0.295772231182812
1331520,0.29577219511356
1331550,0.29577215964914755
1331580,0.29577212477459586
1331610,0.29577209047604364
1331640,0.29577205674077445
1331670,0.29577202355733484
1331700,0.2957719909154373
1331730,0.2957719588060916
1331760,0.29577192722155693
1331790,0.2957718961554177
1331820,0.29577186560252106
1331850,0.29577183555909525
1331880,0.295771806022666
1331910,0.2957717769921051
1331940,0.29577174846760307
1331970,0.29577172045073785
1332000,0.2957716929444337
1332030,0.295771665013451
1332060,0.2957716353733817
1332090,0.29577160360603644
1332120,0.29577156959975265
1332150,0.29577153328036626
1332180,0.29577149458068486
1332210,0.29577145343992217
1332240,0.29577140979297234
1332270,0.29577136356962636
1332300,0.29577131469933343
1332330,0.2957712631127631
1332360,0.29577120874147755
1332390,0.29577115151795635
1332420,0.2957710913760332
1332450,0.29577102825143076
1332480,0.29577096208223896
1332510,0.29577089280937974
1332540,0.2957708203770577
1332570,0.29577074473305914
1332600,0.29577066582920225
1332630,0.2957705836215736
1332660,0.2957704980708815
1332690,0.29577040914272695
1332720,0.2957703168077974
1332750,0.2957702210421241
1332780,0.29577012182728235
1332810,0.29577001915052425
1332840,0.29576991300491684
1332870,0.29576980338949466
1332900,0.2957696903093087
1332930,0.2957695737755302
1332960,0.29576945380548497
1332990,0.2957693304226678
1333020,0.29576920365681847
1333050,0.29576907354381743
1333080,0.2957689401257278
1333110,0.2957688034507465
1333140,0.29576866357311427
1333170,0.2957685205530943
1333200,0.2957683744568061
1333230,0.2957682253562602
1333260,0.29576807332912175
1333290,0.2957679184586419
1333320,0.29576776083353895
1333350,0.29576760054783235
1333380,0.2957674377007661
1333410,0.29576727239651757
1333440,0.2957671047442039
1333470,0.29576693485757055
1333500,0.2957667628549419
1333530,0.29576658885896495
1333560,0.2957664129964567
1333590,0.29576623539824415
1333620,0.2957660561989427
1333650,0.2957658755367826
1333680,0.29576569355347676
1333710,0.29576551039396426
1333740,0.295765326206237
1333770,0.29576514114120084
1333800,0.29576495535246716
1333830,0.29576476899613824
1333860,0.29576458223066804
1333890,0.29576439521666825
1333920,0.29576420811676923
1333950,0.2957640210953776
1333980,0.2957638343185506
1334010,0.29576364795386506
1334040,0.29576346217018806
1334070,0.29576327713754497
1334100,0.2957630930270088
1334130,0.2957629100105332
1334160,0.2957627282607448
1334190,0.2957076799953514
1334220,0.29564397115165303
1334250,0.29560214895784676
1334280,0.2955745909870917
1334310,0.2955551217628083
1334340,0.2955400338379327
1334370,0.2955274508620507
1334400,0.2955165413496399
1334430,0.2955069843961605
1334460,0.29549862316180114
1334490,0.2954913373167337
1334520,0.29548500336419475
1334550,0.2954794931187696
1334580,0.2954746838545801
1334610,0.29547046649162695
1334640,0.2954667484664787
1334670,0.29546345251270817
1334700,0.2954605146182438
1334730,0.2954578803558518
1334760,0.2954555021612275
1334790,0.2954533509879913
1334820,0.2954513852605096
1334850,0.2954495811323441
1334880,0.2954479163637527
1334910,0.2954463699872909
1334940,0.2954449259545228
1334970,0.29544357069051264
1335000,0.295442292337157
1335030,0.29544108062991886
1335060,0.2954399271712011
1335090,0.2954388250310997
1335120,0.2954377681454773
1335150,0.29543675140190445
1335180,0.29543577056068876
1335210,0.2954348220323544
1335240,0.295433902779987
1335270,0.29543301026612384
1335300,0.2954321423575456
1335330,0.2954312972598163
1335360,0.2954304734693671
1335390,0.2954296697499527
1335420,0.2954288850114531
1335450,0.2954281184125458
1335480,0.29542736923194945
1335510,0.2954266368768465
1335540,0.2954259208683892
1335570,0.2954252208209285
1335600,0.2954245364273988
1335630,0.29542386481125177
1335660,0.29542320218375756
1335690,0.2954225475577146
1335720,0.2954219011191383
1335750,0.295421263003266
1335780,0.2954206331416608
1335810,0.29542001135720314
1335840,0.2954193974395443
1335870,0.29541879120903536
1335900,0.29541819252431273
1335930,0.295417601218616
1335960,0.2954170170777944
1335990,0.2954164398689336
1336020,0.2954158693622766
1336050,0.29541530534099947
1336080,0.2954147476237861
1336110,0.2954141960551186
1336140,0.29541365053086505
1336170,0.29541311098640666
1336200,0.29541257739022186
1336230,0.29541204973032476
1336260,0.29541152800026416
1336290,0.29541101219277555
1336320,0.2954105023005786
1336350,0.29540999831966375
1336380,0.295409500251727
1336410,0.29540900810410603
1336440,0.2954085218890092
1336470,0.2954080416230584
1336500,0.29540756732793483
1336530,0.2954070990311977
1336560,0.29540663676656115
1336590,0.29540618057365764
1336620,0.2954057304973163
1336650,0.2954052865869312
1336680,0.29540484967620767
1336710,0.29540443558170476
1336740,0.2954040542018473
1336770,0.2954037044572435
1336800,0.2954033824956662
1336830,0.29540308365656465
1336860,0.29540280322194157
1336890,0.2954025362161365
1336920,0.2954022776171487
1336950,0.29540202237916624
1336980,0.29540176548493685
1337010,0.29540150212863536
1337040,0.29540122788317474
1337070,0.2954009387720565
1337100,0.29540063136560724
1337130,0.2954003029067324
1337160,0.29539995143656106
1337190,0.2953995759104306
1337220,0.2953991763124663
1337250,0.2953987537670624
1337280,0.29539831064421707
1337310,0.2953978506624466
1337340,0.29539737860744736
1337370,0.2953968951641028
1337400,0.29539639625564884
1337430,0.2953958774222174
1337460,0.29539533543722524
1337490,0.295394768259607
1337520,0.29539417497586756
1337550,0.29539355579308
1337580,0.2953929119289327
1337610,0.2953922454912742
1337640,0.2953915594110044
1337670,0.2953908573190457
1337700,0.29539014340152425
1337730,0.29538942229109166
1337760,0.2953886989745777
1337790,0.29538797869246003
1337820,0.2953872668322205
1337850,0.29538656882214287
1337880,0.29538589003110055
1337910,0.2953852356769969
1337940,0.2953846107418235
1337970,0.29538401989191665
1338000,0.29538345719968534
1338030,0.29538290541682505
1338060,0.29538235875137414
1338090,0.29538181674208924
1338120,0.2953812792094398
1338150,0.29538074598657965
1338180,0.2953802168675563
1338210,0.29537969171051626
1338240,0.2953791702898631
1338270,0.2953786524942303
1338300,0.2953781382755272
1338330,0.2953776275428403
1338360,0.2953771201775897
1338390,0.29537661607668336
1338420,0.29537611514931367
1338450,0.29537561729612444
1338480,0.2953751224017705
1338510,0.29537463036058076
1338540,0.2953741410920867
1338570,0.29537365454073283
1338600,0.2953731706757961
1338630,0.2953726894665255
1338660,0.29537221088431687
1338690,0.29537173489797647
1338720,0.2953712614753667
1338750,0.2953707905896248
1338780,0.29537032222066895
1338810,0.29536985635768026
1338840,0.2953693929959162
1338870,0.29536893213118703
1338900,0.2953684737551989
1338930,0.29536801785432276
1338960,0.2953675644125862
1338990,0.2953671134171744
1339020,0.29536666486329666
1339050,0.29536621875702146
1339080,0.2953657751153923
1339110,0.2953653339648694
1339140,0.2953648953394342
1339170,0.29536445927912147
1339200,0.29536402582925086
1339230,0.2953635948577306
1339260,0.29536317049725075
1339290,0.29536276009064405
1339320,0.2953623601209223
1339350,0.2953619623238817
1339380,0.29536155950823034
1339410,0.29536114785500917
1339440,0.2953607263022898
1339470,0.2953602954576525
1339500,0.29535985646551643
1339530,0.2953594106219644
1339560,0.29535895902337694
1339590,0.2953585024685421
1339620,0.29535804169813806
1339650,0.29535757712254457
1339680,0.29535710926385256
1339710,0.29535663840756005
1339740,0.29535616489597694
1339770,0.2953556889735453
1339800,0.2953552108178387
1339830,0.2953547306177151
1339860,0.2953542486578703
1339890,0.2953537653245391
1339920,0.2953532810925748
1339950,0.2953527964934581
1339980,0.29535231208941326
1340010,0.2953518284644611
1340040,0.2953513462016731
1340070,0.29535086588495335
1340100,0.2953503880907321
1340130,0.29534991338786126
1340160,0.2953494423351612
1340190,0.29534897548137207
1340220,0.2953485133641994
1340250,0.29534805651087476
1340280,0.29534760543778404
1340310,0.29534716065051037
1340340,0.2953467226453311
1340370,0.29534629192482137
1340400,0.2953458689107828
1340430,0.29534545412178176
1340460,0.2953450480018058
1340490,0.2953446509990484
1340520,0.2953442635556997
1340550,0.2953438861064268
1340580,0.2953435190797031
1340610,0.2953431628936992
1340640,0.29534281796832856
1340670,0.29534248470476515
1340700,0.2953421635112963
1340730,0.29534185477743985
1340760,0.29534155888480396
1340790,0.2953412762064905
1340820,0.2953410071109785
1340850,0.29534075196619514
1340880,0.29534051114085225
1340910,0.29534028500295695
1340940,0.29534007391677347
1340970,0.2953398782397584
1341000,0.29533969832066836
1341030,0.2953395398052011
1341060,0.2953394091473878
1341090,0.2953393073531589
1341120,0.2953392339518402
1341150,0.2953391880369246
1341180,0.29533916861921566
1341210,0.29533917472024745
1341240,0.29533920535902947
1341270,0.2953392595685801
1341300,0.29533933639368487
1341330,0.29533943489890324
1341360,0.2953395541782624
1341390,0.29533969336717675
1341420,0.29533985164986626
1341450,0.2953400282639858
1341480,0.2953402225033682
1341510,0.29534043372137286
1341540,0.29534066133478704
1341570,0.29534090482772224
1341600,0.2953411637488408
1341630,0.29534143773405824
1341660,0.29534172647368756
1341690,0.29534202973270246
1341720,0.29534234734471315
1341750,0.2953426792091678
1341780,0.2953430252884092
1341810,0.2953433856038654
1341840,0.2953437602319475
1341870,0.2953441492990876
1341900,0.29534455297674134
1341930,0.29534497147569033
1341960,0.295345405040199
1341990,0.2953458539417691
1342020,0.29534631847283893
1342050,0.2953467989403165
1342080,0.295347295659217
1342110,0.2953478089463339
1342140,0.2953483391140994
1342170,0.2953488864646378
1342200,0.2953494512842297
1342230,0.29535003383808706
1342260,0.29684995958659277
1342290,0.2967665469476361
1342320,0.2963227081090748
1342350,0.2960619386967975
1342380,0.2959491376221054
1342410,0.2959057599836113
1342440,0.29589028861833677
1342470,0.29588507372110034
1342500,0.2958836682892419
1342530,0.29588350874313507
1342560,0.29588387075732897
1342590,0.2958843997190607
1342620,0.2958850296898395
1342650,0.2958857156883181
1342680,0.2958863932240617
1342710,0.29588712174352916
1342740,0.29588785340449547
1342770,0.29588858489752623
1342800,0.2958893312409786
1342830,0.2958901245307283
1342860,0.29589094709633756
1342890,0.2958918112292506
1342920,0.2958927000328811
1342950,0.2958936023320676
1342980,0.29589451596451705
1343010,0.2958954423850236
1343040,0.2958963841596868
1343070,0.29589734340062895
1343100,0.2958983211477222
1343130,0.2958993174830034
1343160,0.2959003321399543
1343190,0.2959013645252671
1343220,0.2959024149827647
1343250,0.2959034825901745
1343280,0.2959045674677975
1343310,0.2959056693720581
1343340,0.29590678882280713
1343370,0.29590792533325994
1343400,0.29590908157228923
1343430,0.2959102503695185
1343460,0.29591143919246615
1343490,0.295912635262706
1343520,0.29591386899746414
1343550,0.2959151094933329
1343580,0.29591636837429025
1343610,0.29591764448376634
1343640,0.29591893781087736
1343670,0.2959202488271211
1343700,0.2959215778203045
1343730,0.29592292393489694
1343760,0.2959242870577723
1343790,0.2959256674341126
1343820,0.2959270649374153
1343850,0.2959284793845884
1343880,0.2959299106153047
1343910,0.2959313584525473
1343940,0.29593282270100996
1343970,0.29593430314789326
1344000,0.29593579956202853
1344030,0.29593731169194254
1344060,0.2959388392672841
1344090,0.2959403819988947
1344120,0.29594193957922493
1344150,0.2959435116821576
1344180,0.2959450979631981
1344210,0.2959466980595355
1344240,0.2959483115902097
1344270,0.29594993815630555
1344300,0.29595157733408445
1344330,0.2959532286400524
1344360,0.295954891547247
1344390,0.29595656541032617
1344420,0.2959582465016306
1344450,0.2959599334088976
1344480,0.29596162586734776
1344510,0.29596332341792186
1344540,0.29596502543722075
1344570,0.2959667312530871
1344600,0.2959684401034337
1344630,0.2959701512475082
1344660,0.2959718638921334
1344690,0.29597357724361567
1344720,0.29597529045130205
1344750,0.2959770026533837
1344780,0.2959787129456563
1344810,0.29598042038636074
1344840,0.29598212398391177
1344870,0.29598382270568646
1344900,0.29598551548740737
1344930,0.2959872012101588
1344960,0.2959888787327501
1344990,0.29599054688751725
1345020,0.29599220447861624
1345050,0.29599385027647196
1345080,0.295995483010573
1345110,0.295997101362855
1345140,0.29599870396308303
1345170,0.29600028938546563
1345200,0.29600185614603436
1345230,0.29600340270011366
1345260,0.2960049274394609
1345290,0.2960064286889415
1345320,0.2960079047023184
1345350,0.2960093536568549
1345380,0.29601077364748735
1345410,0.29601216268118924
1345440,0.29601351867230413
1345470,0.2960148394383293
1345500,0.296016122695133
1345530,0.2960173660510143
1345560,0.2960185669994675
1345590,0.2960197229110159
1345620,0.2960208310247742
1345650,0.29602188844029953
1345680,0.2960228921098715
1345710,0.29602383883094674
1345740,0.29602472523790696
1345770,0.29602554779238877
1345800,0.29602630277227576
1345830,0.29602698626017
1345860,0.29602759413261964
1345890,0.29602812205144746
1345920,0.29602856545822126
1345950,0.29602891957252375
1345980,0.29602917939556816
1346010,0.29602933972097845
1346040,0.2960293951552082
1346070,0.2960293401520019
1346100,0.2960291690648791
1346130,0.2960288762249003
1346160,0.2960284560503019
1346190,0.29602790319830313
1346220,0.29602721276841504
1346250,0.2960263805705831
1346280,0.2960254034664041
1346310,0.2960242795474605
1346340,0.29602300948545207
1346370,0.2960215960551833
1346400,0.2960200453012432
1346430,0.29601834719074294
1346460,0.2960164857396757
1346490,0.2960144694241998
1346520,0.29601231521848165
1346550,0.29601004661687386
1346580,0.296007694140675
1346610,0.2960052914793785
1346640,0.2960028761371425
1346670,0.2960004860266188
1346700,0.29599815518542605
1346730,0.2959959153568415
1346760,0.2959937928002637
1346790,0.2959918075981204
1346820,0.29598997323465376
1346850,0.29598829813703603
1346880,0.29598678554518526
1346910,0.2959854349776553
1346940,0.29598424290713077
1346970,0.29598320348334844
1347000,0.2959823096806581
1347030,0.2959815533968583
1347060,0.2959809261474975
1347090,0.2959804194298838
1347120,0.29598002488608893
1347150,0.2959797344332787
1347180,0.2959795403706303
1347210,0.2959794353888639
1347240,0.2959794126167452
1347270,0.2959794656161949
1347300,0.29597958834527405
1347330,0.2959797751607904
1347360,0.29598002081339614
1347390,0.29598032040127664
1347420,0.29598066936266204
1347450,0.2959810634405767
1347480,0.2959814986495491
1347510,0.295981971256606
1347540,0.29598247779748826
1347570,0.29598301509192376
1347600,0.2959835801756474
1347630,0.2959841704885097
1347660,0.29598478339224454
1347690,0.295985416576472
1347720,0.2959860679600559
1347750,0.29598673556710303
1347780,0.2959874175536938
1347810,0.2959881122241366
1347840,0.29598881800860216
1347870,0.2959895334466022
1347900,0.29599025718214417
1347930,0.2959909879586118
1347960,0.2959917246114137
1347990,0.2959924660615873
1348020,0.2959932113106858
1348050,0.29599395943588097
1348080,0.2959947095852305
1348110,0.29599546097342583
1348140,0.2959962128778445
1348170,0.295996964634908
1348200,0.29599771562848814
1348230,0.29599846532360635
1348260,0.2959992132065246
1348290,0.29599995881518887
1348320,0.2960007017346068
1348350,0.29600144159255715
1348380,0.2960021780569632
1348410,0.29600291083352787
1348440,0.296003639663915
1348470,0.29600436432385624
1348500,0.29600508462163766
1348530,0.29600580039659474
1348560,0.29600651151768265
1348590,0.29600721788231776
1348620,0.2960079194150041
1348650,0.29600861606631995
1348680,0.29600930781191914
1348710,0.2960099946516424
1348740,0.29601067660865743
1348770,0.29601135372859155
1348800,0.2960120260786091
1348830,0.2960126937464964
1348860,0.29601335683977936
1348890,0.2960140154846843
1348920,0.2960146698254362
1348950,0.2960153200234543
1348980,0.2960159662568449
1349010,0.29601660871977736
1349040,0.29601724762205334
1349070,0.2960178831885313
1349100,0.2960185156587379
1349130,0.29601914528632667
1349160,0.2960197723386896
1349190,0.2960203970964506
1349220,0.29602101985307755
1349250,0.2960216409144926
1349280,0.29602226059863607
1349310,0.29602287923509146
1349340,0.2960234971648009
1349370,0.2960241147396488
1349400,0.2960247323221499
1349430,0.2960253502851506
1349460,0.2960259690115239
1349490,0.29602658889392647
1349520,0.29602721033447926
1349550,0.2960278337445251
1349580,0.29602845954443413
1349610,0.2960290881633262
1349640,0.29602972003889044
1349670,0.2960303556171706
1349700,0.2960309953523981
1349730,0.29603163970681146
1349760,0.29603228915046964
1349790,0.2960329441611403
1349820,0.2960336052241405
1349850,0.2960342728322121
1349880,0.2960349474853825
1349910,0.29603562969091624
1349940,0.29603631996314855
1349970,0.2960370188234783
1350000,0.29603772684145874
1350030,0.29603845523852906
1350060,0.2960392158959647
1350090,0.2960400090004253
1350120,0.2960408327666211
1350150,0.2960416852659757
1350180,0.29604256483926916
1350210,0.296043470164726
1350240,0.29604440023078893
1350270,0.2960453542788967
1350300,0.29604633174842515
1350330,0.29604733223759033
1350360,0.2960483554812558
1350390,0.29604940134072805
1350420,0.29605046980085664
1350450,0.29605156097057783
1350480,0.29605267508482364
1350510,0.29605381250713736
1350540,0.29605497373240824
1350570,0.29605615939013485
1350600,0.2960573702482164
1350630,0.29605860721761723
1350660,0.2960598713579689
1350690,0.2960611638841707
1350720,0.2960624861744059
1350750,0.2960638397791927
1350780,0.2960652264323353
1350810,0.296066648063126
1350840,0.2960681068107738
1350870,0.29606960504080426
1350900,0.2960711453638624
1350930,0.2960727306576846
1350960,0.296074364092071
1350990,0.2960760491578832
1351020,0.29607778970051785
1351050,0.2960795899585314
1351080,0.29608145460860097
1351110,0.29608338881773233
1351140,0.2960853983045038
1351170,0.2960874894107987
1351200,0.29608966918638424
1351230,0.29609194548877577
1351260,0.2960943271014724
1351290,0.2960968238746058
1351320,0.29609944689238843
1351350,0.2961022086731074
1351380,0.2961051234081968
1351410,0.2961082072481191
1351440,0.2961114786432042
1351470,0.2961149587477928
1351500,0.29611867189341456
1351530,0.2961226461304489
1351560,0.29612691382232176
1351590,0.2961315122436789
1351620,0.2961364840682971
1351650,0.2961418775060559
1351680,0.2961477456153516
1351710,0.29615414391952355
1351740,0.2961611248646685
1351770,0.2961687215595465
1351800,0.29617695640990893
1351830,0.2961857746679004
1351860,0.29619504782277845
1351890,0.29620456121612704
1351920,0.29621404807210633
1351950,0.29622321741254554
1351980,0.29623186495702497
1352010,0.296239852918186
1352040,0.29624713015780596
1352070,0.2962537062459477
1352100,0.2962596249257002
1352130,0.2962649447136394
1352160,0.2962697273049628
1352190,0.29627403155883736
1352220,0.29627791085413047
1352250,0.29628141230548516
1352280,0.29628457692362115
1352310,0.29628744018788705
1352340,0.2962900327434585
1352370,0.2962923810863896
1352400,0.296294508182363
1352430,0.29629643400346484
1352460,0.2962981759840567
1352490,0.2962997494038692
1352520,0.29630116770852566
1352550,0.2963024427772693
1352580,0.2963035851468964
1352610,0.29630460419910704
1352640,0.2963055083177771
1352670,0.29630630502121097
1352700,0.2963070010738408
1352730,0.2963076025808267
1352760,0.2963081150684849
1352790,0.2963085435527789
1352820,0.29630889259815985
1352850,0.2963091663678897
1352880,0.2963093686675245
1352910,0.29630950298255504
1352940,0.2963095725108819
1352970,0.29630958019127196
1353000,0.29630952872796557
1353030,0.2963094206123213
1353060,0.2963092581416861
1353090,0.2963090434359478
1353120,0.296308778452139
1353150,0.2963084649971391
1353180,0.2963081047389621
1353210,0.2963076992165244
1353240,0.29630724984840645
1353270,0.29630675794027656
1353300,0.2963062246914944
1353330,0.29630565120079344
1353360,0.29630503847117773
1353390,0.2963043874139459
1353420,0.2963036988521868
1353450,0.2963029735234227
1353480,0.29630221208176594
1353510,0.29630141509934693
1353540,0.2963005830671952
