time,hvac_oveAhu_TSupSet_u
1270680,285.15
1270710,285.15
1270740,285.15
1270770,285.15
1270800,285.15
1270830,285.15
1270860,285.15
1270890,285.15
1270920,285.15
1270950,285.15
1270980,285.15
1271010,285.15
1271040,285.15
1271070,285.15
1271100,285.15
1271130,285.15
1271160,285.15
1271190,285.15
1271220,285.15
1271250,285.15
1271280,285.15
1271310,285.15
1271340,285.15
1271370,285.15
1271400,285.15
1271430,285.15
1271460,285.15
1271490,285.15
1271520,285.15
1271550,285.15
1271580,285.15
1271610,285.15
1271640,285.15
1271670,285.15
1271700,285.15
1271730,285.15
1271760,285.15
1271790,285.15
1271820,285.15
1271850,285.15
1271880,285.15
1271910,285.15
1271940,285.15
1271970,285.15
1272000,285.15
1272030,285.15
1272060,285.15
1272090,285.15
1272120,285.15
1272150,285.15
1272180,285.15
1272210,285.15
1272240,285.15
1272270,285.15
1272300,285.15
1272330,285.15
1272360,285.15
1272390,285.15
1272420,285.15
1272450,285.15
1272480,285.15
1272510,285.15
1272540,285.15
1272570,285.15
1272600,285.15
1272630,285.15
1272660,285.15
1272690,285.15
1272720,285.15
1272750,285.15
1272780,285.15
1272810,285.15
1272840,285.15
1272870,285.15
1272900,285.15
1272930,285.15
1272960,285.15
1272990,285.15
1273020,285.15
1273050,285.15
1273080,285.15
1273110,285.15
1273140,285.15
1273170,285.15
1273200,285.15
1273230,285.15
1273260,285.15
1273290,285.15
1273320,285.15
1273350,285.15
1273380,285.15
1273410,285.15
1273440,285.15
1273470,285.15
1273500,285.15
1273530,285.15
1273560,285.15
1273590,285.15
1273620,285.15
1273650,285.15
1273680,285.15
1273710,285.15
1273740,285.15
1273770,285.15
1273800,285.15
1273830,285.15
1273860,285.15
1273890,285.15
1273920,285.15
1273950,285.15
1273980,285.15
1274010,285.15
1274040,285.15
1274070,285.15
1274100,285.15
1274130,285.15
1274160,285.15
1274190,285.15
1274220,285.15
1274250,285.15
1274280,285.15
1274310,285.15
1274340,285.15
1274370,285.15
1274400,285.15
1274430,285.15
1274460,285.15
1274490,285.15
1274520,285.15
1274550,285.15
1274580,285.15
1274610,285.15
1274640,285.15
1274670,285.15
1274700,285.15
1274730,285.15
1274760,285.15
1274790,285.15
1274820,285.15
1274850,285.15
1274880,285.15
1274910,285.15
1274940,285.15
1274970,285.15
1275000,285.15
1275030,285.15
1275060,285.15
1275090,285.15
1275120,285.15
1275150,285.15
1275180,285.15
1275210,285.15
1275240,285.15
1275270,285.15
1275300,285.15
1275330,285.15
1275360,285.15
1275390,285.15
1275420,285.15
1275450,285.15
1275480,285.15
1275510,285.15
1275540,285.15
1275570,285.15
1275600,285.15
1275630,285.15
1275660,285.15
1275690,285.15
1275720,285.15
1275750,285.15
1275780,285.15
1275810,285.15
1275840,285.15
1275870,285.15
1275900,285.15
1275930,285.15
1275960,285.15
1275990,285.15
1276020,285.15
1276050,285.15
1276080,285.15
1276110,285.15
1276140,285.15
1276170,285.15
1276200,285.15
1276230,285.15
1276260,285.15
1276290,285.15
1276320,285.15
1276350,285.15
1276380,285.15
1276410,285.15
1276440,285.15
1276470,285.15
1276500,285.15
1276530,285.15
1276560,285.15
1276590,285.15
1276620,285.15
1276650,285.15
1276680,285.15
1276710,285.15
1276740,285.15
1276770,285.15
1276800,285.15
1276830,285.15
1276860,285.15
1276890,285.15
1276920,285.15
1276950,285.15
1276980,285.15
1277010,285.15
1277040,285.15
1277070,285.15
1277100,285.15
1277130,285.15
1277160,285.15
1277190,285.15
1277220,285.15
1277250,285.15
1277280,285.15
1277310,285.15
1277340,285.15
1277370,285.15
1277400,285.15
1277430,285.15
1277460,285.15
1277490,285.15
1277520,285.15
1277550,285.15
1277580,285.15
1277610,285.15
1277640,285.15
1277670,285.15
1277700,285.15
1277730,285.15
1277760,285.15
1277790,285.15
1277820,285.15
1277850,285.15
1277880,285.15
1277910,285.15
1277940,285.15
1277970,285.15
1278000,285.15
1278030,285.15
1278060,285.15
1278090,285.15
1278120,285.15
1278150,285.15
1278180,285.15
1278210,285.15
1278240,285.15
1278270,285.15
1278300,285.15
1278330,285.15
1278360,285.15
1278390,285.15
1278420,285.15
1278450,285.15
1278480,285.15
1278510,285.15
1278540,285.15
1278570,285.15
1278600,285.15
1278630,285.15
1278660,285.15
1278690,285.15
1278720,285.15
1278750,285.15
1278780,285.15
1278810,285.15
1278840,285.15
1278870,285.15
1278900,285.15
1278930,285.15
1278960,285.15
1278990,285.15
1279020,285.15
1279050,285.15
1279080,285.15
1279110,285.15
1279140,285.15
1279170,285.15
1279200,285.15
1279230,285.15
1279260,285.15
1279290,285.15
1279320,285.15
1279350,285.15
1279380,285.15
1279410,285.15
1279440,285.15
1279470,285.15
1279500,285.15
1279530,285.15
1279560,285.15
1279590,285.15
1279620,285.15
1279650,285.15
1279680,285.15
1279710,285.15
1279740,285.15
1279770,285.15
1279800,285.15
1279830,285.15
1279860,285.15
1279890,285.15
1279920,285.15
1279950,285.15
1279980,285.15
1280010,285.15
1280040,285.15
1280070,285.15
1280100,285.15
1280130,285.15
1280160,285.15
1280190,285.15
1280220,285.15
1280250,285.15
1280280,285.15
1280310,285.15
1280340,285.15
1280370,285.15
1280400,285.15
1280430,285.15
1280460,285.15
1280490,285.15
1280520,285.15
1280550,285.15
1280580,285.15
1280610,285.15
1280640,285.15
1280670,285.15
1280700,285.15
1280730,285.15
1280760,285.15
1280790,285.15
1280820,285.15
1280850,285.15
1280880,285.15
1280910,285.15
1280940,285.15
1280970,285.15
1281000,285.15
1281030,285.15
1281060,285.15
1281090,285.15
1281120,285.15
1281150,285.15
1281180,285.15
1281210,285.15
1281240,285.15
1281270,285.15
1281300,285.15
1281330,285.15
1281360,285.15
1281390,285.15
1281420,285.15
1281450,285.15
1281480,285.15
1281510,285.15
1281540,285.15
1281570,285.15
1281600,285.15
1281630,285.15
1281660,285.15
1281690,285.15
1281720,285.15
1281750,285.15
1281780,285.15
1281810,285.15
1281840,285.15
1281870,285.15
1281900,285.15
1281930,285.15
1281960,285.15
1281990,285.15
1282020,285.15
1282050,285.15
1282080,285.15
1282110,285.15
1282140,285.15
1282170,285.15
1282200,285.15
1282230,285.15
1282260,285.15
1282290,285.15
1282320,285.15
1282350,285.15
1282380,285.15
1282410,285.15
1282440,285.15
1282470,285.15
1282500,285.15
1282530,285.15
1282560,285.15
1282590,285.15
1282620,285.15
1282650,285.15
1282680,285.15
1282710,285.15
1282740,285.15
1282770,285.15
1282800,285.15
1282830,285.15
1282860,285.15
1282890,285.15
1282920,285.15
1282950,285.15
1282980,285.15
1283010,285.15
1283040,285.15
1283070,285.15
1283100,285.15
1283130,285.15
1283160,285.15
1283190,285.15
1283220,285.15
1283250,285.15
1283280,285.15
1283310,285.15
1283340,285.15
1283370,285.15
1283400,285.15
1283430,285.15
1283460,285.15
1283490,285.15
1283520,285.15
1283550,285.15
1283580,285.15
1283610,285.15
1283640,285.15
1283670,285.15
1283700,285.15
1283730,285.15
1283760,285.15
1283790,285.15
1283820,285.15
1283850,285.15
1283880,285.15
1283910,285.15
1283940,285.15
1283970,285.15
1284000,285.15
1284030,285.15
1284060,285.15
1284090,285.15
1284120,285.15
1284150,285.15
1284180,285.15
1284210,285.15
1284240,285.15
1284270,285.15
1284300,285.15
1284330,285.15
1284360,285.15
1284390,285.15
1284420,285.15
1284450,285.15
1284480,285.15
1284510,285.15
1284540,285.15
1284570,285.15
1284600,285.15
1284630,285.15
1284660,285.15
1284690,285.15
1284720,285.15
1284750,285.15
1284780,285.15
1284810,285.15
1284840,285.15
1284870,285.15
1284900,285.15
1284930,285.15
1284960,285.15
1284990,285.15
1285020,285.15
1285050,285.15
1285080,285.15
1285110,285.15
1285140,285.15
1285170,285.15
1285200,285.15
1285230,285.15
1285260,285.15
1285290,285.15
1285320,285.15
1285350,285.15
1285380,285.15
1285410,285.15
1285440,285.15
1285470,285.15
1285500,285.15
1285530,285.15
1285560,285.15
1285590,285.15
1285620,285.15
1285650,285.15
1285680,285.15
1285710,285.15
1285740,285.15
1285770,285.15
1285800,285.15
1285830,285.15
1285860,285.15
1285890,285.15
1285920,285.15
1285950,285.15
1285980,285.15
1286010,285.15
1286040,285.15
1286070,285.15
1286100,285.15
1286130,285.15
1286160,285.15
1286190,285.15
1286220,285.15
1286250,285.15
1286280,285.15
1286310,285.15
1286340,285.15
1286370,285.15
1286400,285.15
1286430,285.15
1286460,285.15
1286490,285.15
1286520,285.15
1286550,285.15
1286580,285.15
1286610,285.15
1286640,285.15
1286670,285.15
1286700,285.15
1286730,285.15
1286760,285.15
1286790,285.15
1286820,285.15
1286850,285.15
1286880,285.15
1286910,285.15
1286940,285.15
1286970,285.15
1287000,285.15
1287030,285.15
1287060,285.15
1287090,285.15
1287120,285.15
1287150,285.15
1287180,285.15
1287210,285.15
1287240,285.15
1287270,285.15
1287300,285.15
1287330,285.15
1287360,285.15
1287390,285.15
1287420,285.15
1287450,285.15
1287480,285.15
1287510,285.15
1287540,285.15
1287570,285.15
1287600,285.15
1287630,285.15
1287660,285.15
1287690,285.15
1287720,285.15
1287750,285.15
1287780,285.15
1287810,285.15
1287840,285.15
1287870,285.15
1287900,285.15
1287930,285.15
1287960,285.15
1287990,285.15
1288020,285.15
1288050,285.15
1288080,285.15
1288110,285.15
1288140,285.15
1288170,285.15
1288200,285.15
1288230,285.15
1288260,285.15
1288290,285.15
1288320,285.15
1288350,285.15
1288380,285.15
1288410,285.15
1288440,285.15
1288470,285.15
1288500,285.15
1288530,285.15
1288560,285.15
1288590,285.15
1288620,285.15
1288650,285.15
1288680,285.15
1288710,285.15
1288740,285.15
1288770,285.15
1288800,285.15
1288830,285.15
1288860,285.15
1288890,285.15
1288920,285.15
1288950,285.15
1288980,285.15
1289010,285.15
1289040,285.15
1289070,285.15
1289100,285.15
1289130,285.15
1289160,285.15
1289190,285.15
1289220,285.15
1289250,285.15
1289280,285.15
1289310,285.15
1289340,285.15
1289370,285.15
1289400,285.15
1289430,285.15
1289460,285.15
1289490,285.15
1289520,285.15
1289550,285.15
1289580,285.15
1289610,285.15
1289640,285.15
1289670,285.15
1289700,285.15
1289730,285.15
1289760,285.15
1289790,285.15
1289820,285.15
1289850,285.15
1289880,285.15
1289910,285.15
1289940,285.15
1289970,285.15
1290000,285.15
1290030,285.15
1290060,285.15
1290090,285.15
1290120,285.15
1290150,285.15
1290180,285.15
1290210,285.15
1290240,285.15
1290270,285.15
1290300,285.15
1290330,285.15
1290360,285.15
1290390,285.15
1290420,285.15
1290450,285.15
1290480,285.15
1290510,285.15
1290540,285.15
1290570,285.15
1290600,285.15
1290630,285.15
1290660,285.15
1290690,285.15
1290720,285.15
1290750,285.15
1290780,285.15
1290810,285.15
1290840,285.15
1290870,285.15
1290900,285.15
1290930,285.15
1290960,285.15
1290990,285.15
1291020,285.15
1291050,285.15
1291080,285.15
1291110,285.15
1291140,285.15
1291170,285.15
1291200,285.15
1291230,285.15
1291260,285.15
1291290,285.15
1291320,285.15
1291350,285.15
1291380,285.15
1291410,285.15
1291440,285.15
1291470,285.15
1291500,285.15
1291530,285.15
1291560,285.15
1291590,285.15
1291620,285.15
1291650,285.15
1291680,285.15
1291710,285.15
1291740,285.15
1291770,285.15
1291800,285.15
1291830,285.15
1291860,285.15
1291890,285.15
1291920,285.15
1291950,285.15
1291980,285.15
1292010,285.15
1292040,285.15
1292070,285.15
1292100,285.15
1292130,285.15
1292160,285.15
1292190,285.15
1292220,285.15
1292250,285.15
1292280,285.15
1292310,285.15
1292340,285.15
1292370,285.15
1292400,285.15
1292430,285.15
1292460,285.15
1292490,285.15
1292520,285.15
1292550,285.15
1292580,285.15
1292610,285.15
1292640,285.15
1292670,285.15
1292700,285.15
1292730,285.15
1292760,285.15
1292790,285.15
1292820,285.15
1292850,285.15
1292880,285.15
1292910,285.15
1292940,285.15
1292970,285.15
1293000,285.15
1293030,285.15
1293060,285.15
1293090,285.15
1293120,285.15
1293150,285.15
1293180,285.15
1293210,285.15
1293240,285.15
1293270,285.15
1293300,285.15
1293330,285.15
1293360,285.15
1293390,285.15
1293420,285.15
1293450,285.15
1293480,285.15
1293510,285.15
1293540,285.15
1293570,285.15
1293600,285.15
1293630,285.15
1293660,285.15
1293690,285.15
1293720,285.15
1293750,285.15
1293780,285.15
1293810,285.15
1293840,285.15
1293870,285.15
1293900,285.15
1293930,285.15
1293960,285.15
1293990,285.15
1294020,285.15
1294050,285.15
1294080,285.15
1294110,285.15
1294140,285.15
1294170,285.15
1294200,285.15
1294230,285.15
1294260,285.15
1294290,285.15
1294320,285.15
1294350,285.15
1294380,285.15
1294410,285.15
1294440,285.15
1294470,285.15
1294500,285.15
1294530,285.15
1294560,285.15
1294590,285.15
1294620,285.15
1294650,285.15
1294680,285.15
1294710,285.15
1294740,285.15
1294770,285.15
1294800,285.15
1294830,285.15
1294860,285.15
1294890,285.15
1294920,285.15
1294950,285.15
1294980,285.15
1295010,285.15
1295040,285.15
1295070,285.15
1295100,285.15
1295130,285.15
1295160,285.15
1295190,285.15
1295220,285.15
1295250,285.15
1295280,285.15
1295310,285.15
1295340,285.15
1295370,285.15
1295400,285.15
1295430,285.15
1295460,285.15
1295490,285.15
1295520,285.15
1295550,285.15
1295580,285.15
1295610,285.15
1295640,285.15
1295670,285.15
1295700,285.15
1295730,285.15
1295760,285.15
1295790,285.15
1295820,285.15
1295850,285.15
1295880,285.15
1295910,285.15
1295940,285.15
1295970,285.15
1296000,285.15
1296030,285.15
1296060,285.15
1296090,285.15
1296120,285.15
1296150,285.15
1296180,285.15
1296210,285.15
1296240,285.15
1296270,285.15
1296300,285.15
1296330,285.15
1296360,285.15
1296390,285.15
1296420,285.15
1296450,285.15
1296480,285.15
1296510,285.15
1296540,285.15
1296570,285.15
1296600,285.15
1296630,285.15
1296660,285.15
1296690,285.15
1296720,285.15
1296750,285.15
1296780,285.15
1296810,285.15
1296840,285.15
1296870,285.15
1296900,285.15
1296930,285.15
1296960,285.15
1296990,285.15
1297020,285.15
1297050,285.15
1297080,285.15
1297110,285.15
1297140,285.15
1297170,285.15
1297200,285.15
1297230,285.15
1297260,285.15
1297290,285.15
1297320,285.15
1297350,285.15
1297380,285.15
1297410,285.15
1297440,285.15
1297470,285.15
1297500,285.15
1297530,285.15
1297560,285.15
1297590,285.15
1297620,285.15
1297650,285.15
1297680,285.15
1297710,285.15
1297740,285.15
1297770,285.15
1297800,285.15
1297830,285.15
1297860,285.15
1297890,285.15
1297920,285.15
1297950,285.15
1297980,285.15
1298010,285.15
1298040,285.15
1298070,285.15
1298100,285.15
1298130,285.15
1298160,285.15
1298190,285.15
1298220,285.15
1298250,285.15
1298280,285.15
1298310,285.15
1298340,285.15
1298370,285.15
1298400,285.15
1298430,285.15
1298460,285.15
1298490,285.15
1298520,285.15
1298550,285.15
1298580,285.15
1298610,285.15
1298640,285.15
1298670,285.15
1298700,285.15
1298730,285.15
1298760,285.15
1298790,285.15
1298820,285.15
1298850,285.15
1298880,285.15
1298910,285.15
1298940,285.15
1298970,285.15
1299000,285.15
1299030,285.15
1299060,285.15
1299090,285.15
1299120,285.15
1299150,285.15
1299180,285.15
1299210,285.15
1299240,285.15
1299270,285.15
1299300,285.15
1299330,285.15
1299360,285.15
1299390,285.15
1299420,285.15
1299450,285.15
1299480,285.15
1299510,285.15
1299540,285.15
1299570,285.15
1299600,285.15
1299630,285.15
1299660,285.15
1299690,285.15
1299720,285.15
1299750,285.15
1299780,285.15
1299810,285.15
1299840,285.15
1299870,285.15
1299900,285.15
1299930,285.15
1299960,285.15
1299990,285.15
1300020,285.15
1300050,285.15
1300080,285.15
1300110,285.15
1300140,285.15
1300170,285.15
1300200,285.15
1300230,285.15
1300260,285.15
1300290,285.15
1300320,285.15
1300350,285.15
1300380,285.15
1300410,285.15
1300440,285.15
1300470,285.15
1300500,285.15
1300530,285.15
1300560,285.15
1300590,285.15
1300620,285.15
1300650,285.15
1300680,285.15
1300710,285.15
1300740,285.15
1300770,285.15
1300800,285.15
1300830,285.15
1300860,285.15
1300890,285.15
1300920,285.15
1300950,285.15
1300980,285.15
1301010,285.15
1301040,285.15
1301070,285.15
1301100,285.15
1301130,285.15
1301160,285.15
1301190,285.15
1301220,285.15
1301250,285.15
1301280,285.15
1301310,285.15
1301340,285.15
1301370,285.15
1301400,285.15
1301430,285.15
1301460,285.15
1301490,285.15
1301520,285.15
1301550,285.15
1301580,285.15
1301610,285.15
1301640,285.15
1301670,285.15
1301700,285.15
1301730,285.15
1301760,285.15
1301790,285.15
1301820,285.15
1301850,285.15
1301880,285.15
1301910,285.15
1301940,285.15
1301970,285.15
1302000,285.15
1302030,285.15
1302060,285.15
1302090,285.15
1302120,285.15
1302150,285.15
1302180,285.15
1302210,285.15
1302240,285.15
1302270,285.15
1302300,285.15
1302330,285.15
1302360,285.15
1302390,285.15
1302420,285.15
1302450,285.15
1302480,285.15
1302510,285.15
1302540,285.15
1302570,285.15
1302600,285.15
1302630,285.15
1302660,285.15
1302690,285.15
1302720,285.15
1302750,285.15
1302780,285.15
1302810,285.15
1302840,285.15
1302870,285.15
1302900,285.15
1302930,285.15
1302960,285.15
1302990,285.15
1303020,285.15
1303050,285.15
1303080,285.15
1303110,285.15
1303140,285.15
1303170,285.15
1303200,285.15
1303230,285.15
1303260,285.15
1303290,285.15
1303320,285.15
1303350,285.15
1303380,285.15
1303410,285.15
1303440,285.15
1303470,285.15
1303500,285.15
1303530,285.15
1303560,285.15
1303590,285.15
1303620,285.15
1303650,285.15
1303680,285.15
1303710,285.15
1303740,285.15
1303770,285.15
1303800,285.15
1303830,285.15
1303860,285.15
1303890,285.15
1303920,285.15
1303950,285.15
1303980,285.15
1304010,285.15
1304040,285.15
1304070,285.15
1304100,285.15
1304130,285.15
1304160,285.15
1304190,285.15
1304220,285.15
1304250,285.15
1304280,285.15
1304310,285.15
1304340,285.15
1304370,285.15
1304400,285.15
1304430,285.15
1304460,285.15
1304490,285.15
1304520,285.15
1304550,285.15
1304580,285.15
1304610,285.15
1304640,285.15
1304670,285.15
1304700,285.15
1304730,285.15
1304760,285.15
1304790,285.15
1304820,285.15
1304850,285.15
1304880,285.15
1304910,285.15
1304940,285.15
1304970,285.15
1305000,285.15
1305030,285.15
1305060,285.15
1305090,285.15
1305120,285.15
1305150,285.15
1305180,285.15
1305210,285.15
1305240,285.15
1305270,285.15
1305300,285.15
1305330,285.15
1305360,285.15
1305390,285.15
1305420,285.15
1305450,285.15
1305480,285.15
1305510,285.15
1305540,285.15
1305570,285.15
1305600,285.15
1305630,285.15
1305660,285.15
1305690,285.15
1305720,285.15
1305750,285.15
1305780,285.15
1305810,285.15
1305840,285.15
1305870,285.15
1305900,285.15
1305930,285.15
1305960,285.15
1305990,285.15
1306020,285.15
1306050,285.15
1306080,285.15
1306110,285.15
1306140,285.15
1306170,285.15
1306200,285.15
1306230,285.15
1306260,285.15
1306290,285.15
1306320,285.15
1306350,285.15
1306380,285.15
1306410,285.15
1306440,285.15
1306470,285.15
1306500,285.15
1306530,285.15
1306560,285.15
1306590,285.15
1306620,285.15
1306650,285.15
1306680,285.15
1306710,285.15
1306740,285.15
1306770,285.15
1306800,285.15
1306830,285.15
1306860,285.15
1306890,285.15
1306920,285.15
1306950,285.15
1306980,285.15
1307010,285.15
1307040,285.15
1307070,285.15
1307100,285.15
1307130,285.15
1307160,285.15
1307190,285.15
1307220,285.15
1307250,285.15
1307280,285.15
1307310,285.15
1307340,285.15
1307370,285.15
1307400,285.15
1307430,285.15
1307460,285.15
1307490,285.15
1307520,285.15
1307550,285.15
1307580,285.15
1307610,285.15
1307640,285.15
1307670,285.15
1307700,285.15
1307730,285.15
1307760,285.15
1307790,285.15
1307820,285.15
1307850,285.15
1307880,285.15
1307910,285.15
1307940,285.15
1307970,285.15
1308000,285.15
1308030,285.15
1308060,285.15
1308090,285.15
1308120,285.15
1308150,285.15
1308180,285.15
1308210,285.15
1308240,285.15
1308270,285.15
1308300,285.15
1308330,285.15
1308360,285.15
1308390,285.15
1308420,285.15
1308450,285.15
1308480,285.15
1308510,285.15
1308540,285.15
1308570,285.15
1308600,285.15
1308630,285.15
1308660,285.15
1308690,285.15
1308720,285.15
1308750,285.15
1308780,285.15
1308810,285.15
1308840,285.15
1308870,285.15
1308900,285.15
1308930,285.15
1308960,285.15
1308990,285.15
1309020,285.15
1309050,285.15
1309080,285.15
1309110,285.15
1309140,285.15
1309170,285.15
1309200,285.15
1309230,285.15
1309260,285.15
1309290,285.15
1309320,285.15
1309350,285.15
1309380,285.15
1309410,285.15
1309440,285.15
1309470,285.15
1309500,285.15
1309530,285.15
1309560,285.15
1309590,285.15
1309620,285.15
1309650,285.15
1309680,285.15
1309710,285.15
1309740,285.15
1309770,285.15
1309800,285.15
1309830,285.15
1309860,285.15
1309890,285.15
1309920,285.15
1309950,285.15
1309980,285.15
1310010,285.15
1310040,285.15
1310070,285.15
1310100,285.15
1310130,285.15
1310160,285.15
1310190,285.15
1310220,285.15
1310250,285.15
1310280,285.15
1310310,285.15
1310340,285.15
1310370,285.15
1310400,285.15
1310430,285.15
1310460,285.15
1310490,285.15
1310520,285.15
1310550,285.15
1310580,285.15
1310610,285.15
1310640,285.15
1310670,285.15
1310700,285.15
1310730,285.15
1310760,285.15
1310790,285.15
1310820,285.15
1310850,285.15
1310880,285.15
1310910,285.15
1310940,285.15
1310970,285.15
1311000,285.15
1311030,285.15
1311060,285.15
1311090,285.15
1311120,285.15
1311150,285.15
1311180,285.15
1311210,285.15
1311240,285.15
1311270,285.15
1311300,285.15
1311330,285.15
1311360,285.15
1311390,285.15
1311420,285.15
1311450,285.15
1311480,285.15
1311510,285.15
1311540,285.15
1311570,285.15
1311600,285.15
1311630,285.15
1311660,285.15
1311690,285.15
1311720,285.15
1311750,285.15
1311780,285.15
1311810,285.15
1311840,285.15
1311870,285.15
1311900,285.15
1311930,285.15
1311960,285.15
1311990,285.15
1312020,285.15
1312050,285.15
1312080,285.15
1312110,285.15
1312140,285.15
1312170,285.15
1312200,285.15
1312230,285.15
1312260,285.15
1312290,285.15
1312320,285.15
1312350,285.15
1312380,285.15
1312410,285.15
1312440,285.15
1312470,285.15
1312500,285.15
1312530,285.15
1312560,285.15
1312590,285.15
1312620,285.15
1312650,285.15
1312680,285.15
1312710,285.15
1312740,285.15
1312770,285.15
1312800,285.15
1312830,285.15
1312860,285.15
1312890,285.15
1312920,285.15
1312950,285.15
1312980,285.15
1313010,285.15
1313040,285.15
1313070,285.15
1313100,285.15
1313130,285.15
1313160,285.15
1313190,285.15
1313220,285.15
1313250,285.15
1313280,285.15
1313310,285.15
1313340,285.15
1313370,285.15
1313400,285.15
1313430,285.15
1313460,285.15
1313490,285.15
1313520,285.15
1313550,285.15
1313580,285.15
1313610,285.15
1313640,285.15
1313670,285.15
1313700,285.15
1313730,285.15
1313760,285.15
1313790,285.15
1313820,285.15
1313850,285.15
1313880,285.15
1313910,285.15
1313940,285.15
1313970,285.15
1314000,285.15
1314030,285.15
1314060,285.15
1314090,285.15
1314120,285.15
1314150,285.15
1314180,285.15
1314210,285.15
1314240,285.15
1314270,285.15
1314300,285.15
1314330,285.15
1314360,285.15
1314390,285.15
1314420,285.15
1314450,285.15
1314480,285.15
1314510,285.15
1314540,285.15
1314570,285.15
1314600,285.15
1314630,285.15
1314660,285.15
1314690,285.15
1314720,285.15
1314750,285.15
1314780,285.15
1314810,285.15
1314840,285.15
1314870,285.15
1314900,285.15
1314930,285.15
1314960,285.15
1314990,285.15
1315020,285.15
1315050,285.15
1315080,285.15
1315110,285.15
1315140,285.15
1315170,285.15
1315200,285.15
1315230,285.15
1315260,285.15
1315290,285.15
1315320,285.15
1315350,285.15
1315380,285.15
1315410,285.15
1315440,285.15
1315470,285.15
1315500,285.15
1315530,285.15
1315560,285.15
1315590,285.15
1315620,285.15
1315650,285.15
1315680,285.15
1315710,285.15
1315740,285.15
1315770,285.15
1315800,285.15
1315830,285.15
1315860,285.15
1315890,308.15
1315920,308.15
1315950,308.15
1315980,308.15
1316010,308.15
1316040,308.15
1316070,308.15
1316100,308.15
1316130,308.15
1316160,308.15
1316190,308.15
1316220,308.15
1316250,308.15
1316280,308.15
1316310,308.15
1316340,308.15
1316370,308.15
1316400,285.15
1316430,285.15
1316460,285.15
1316490,285.15
1316520,285.15
1316550,285.15
1316580,285.15
1316610,285.15
1316640,285.15
1316670,285.15
1316700,285.15
1316730,285.15
1316760,285.15
1316790,285.15
1316820,285.15
1316850,285.15
1316880,285.15
1316910,285.15
1316940,285.15
1316970,285.15
1317000,285.15
1317030,285.15
1317060,285.15
1317090,285.15
1317120,285.15
1317150,285.15
1317180,285.15
1317210,285.15
1317240,285.15
1317270,285.15
1317300,285.15
1317330,285.15
1317360,285.15
1317390,285.15
1317420,285.15
1317450,285.15
1317480,285.15
1317510,285.15
1317540,285.15
1317570,285.15
1317600,285.15
1317630,285.15
1317660,285.15
1317690,285.15
1317720,285.15
1317750,285.15
1317780,285.15
1317810,285.15
1317840,285.15
1317870,285.15
1317900,285.15
1317930,285.15
1317960,285.15
1317990,285.15
1318020,285.15
1318050,285.15
1318080,285.15
1318110,285.15
1318140,285.15
1318170,285.15
1318200,285.15
1318230,285.15
1318260,285.15
1318290,285.15
1318320,285.15
1318350,285.15
1318380,285.15
1318410,285.15
1318440,285.15
1318470,285.15
1318500,285.15
1318530,285.15
1318560,285.15
1318590,285.15
1318620,285.15
1318650,285.15
1318680,285.15
1318710,285.15
1318740,285.15
1318770,285.15
1318800,285.15
1318830,285.15
1318860,285.15
1318890,285.15
1318920,285.15
1318950,285.15
1318980,285.15
1319010,285.15
1319040,285.15
1319070,285.15
1319100,285.15
1319130,285.15
1319160,285.15
1319190,285.15
1319220,285.15
1319250,285.15
1319280,285.15
1319310,285.15
1319340,285.15
1319370,285.15
1319400,285.15
1319430,285.15
1319460,285.15
1319490,285.15
1319520,285.15
1319550,285.15
1319580,285.15
1319610,285.15
1319640,285.15
1319670,285.15
1319700,285.15
1319730,285.15
1319760,285.15
1319790,285.15
1319820,285.15
1319850,285.15
1319880,285.15
1319910,285.15
1319940,285.15
1319970,285.15
1320000,285.15
1320030,285.15
1320060,285.15
1320090,285.15
1320120,285.15
1320150,285.15
1320180,285.15
1320210,285.15
1320240,285.15
1320270,285.15
1320300,285.15
1320330,285.15
1320360,285.15
1320390,285.15
1320420,285.15
1320450,285.15
1320480,285.15
1320510,285.15
1320540,285.15
1320570,285.15
1320600,285.15
1320630,285.15
1320660,285.15
1320690,285.15
1320720,285.15
1320750,285.15
1320780,285.15
1320810,285.15
1320840,285.15
1320870,285.15
1320900,285.15
1320930,285.15
1320960,285.15
1320990,285.15
1321020,285.15
1321050,285.15
1321080,285.15
1321110,285.15
1321140,285.15
1321170,285.15
1321200,285.15
1321230,285.15
1321260,285.15
1321290,285.15
1321320,285.15
1321350,285.15
1321380,285.15
1321410,285.15
1321440,285.15
1321470,285.15
1321500,285.15
1321530,285.15
1321560,285.15
1321590,285.15
1321620,285.15
1321650,285.15
1321680,285.15
1321710,285.15
1321740,285.15
1321770,285.15
1321800,285.15
1321830,285.15
1321860,285.15
1321890,285.15
1321920,285.15
1321950,285.15
1321980,285.15
1322010,285.15
1322040,285.15
1322070,285.15
1322100,285.15
1322130,285.15
1322160,285.15
1322190,285.15
1322220,285.15
1322250,285.15
1322280,285.15
1322310,285.15
1322340,285.15
1322370,285.15
1322400,285.15
1322430,285.15
1322460,285.15
1322490,285.15
1322520,285.15
1322550,285.15
1322580,285.15
1322610,285.15
1322640,285.15
1322670,285.15
1322700,285.15
1322730,285.15
1322760,285.15
1322790,285.15
1322820,285.15
1322850,285.15
1322880,285.15
1322910,285.15
1322940,285.15
1322970,285.15
1323000,285.15
1323030,285.15
1323060,285.15
