timestamp,UpperCO2[sou]
12182580,894.0
12182610,894.0
12182640,894.0
12182670,894.0
12182700,894.0
12182730,894.0
12182760,894.0
12182790,894.0
12182820,894.0
12182850,894.0
12182880,894.0
12182910,894.0
12182940,894.0
12182970,894.0
12183000,894.0
12183030,894.0
12183060,894.0
12183090,894.0
12183120,894.0
12183150,894.0
12183180,894.0
12183210,894.0
12183240,894.0
12183270,894.0
12183300,894.0
12183330,894.0
12183360,894.0
12183390,894.0
12183420,894.0
12183450,894.0
12183480,894.0
12183510,894.0
12183540,894.0
12183570,894.0
12183600,894.0
12183630,894.0
12183660,894.0
12183690,894.0
12183720,894.0
12183750,894.0
12183780,894.0
12183810,894.0
12183840,894.0
12183870,894.0
12183900,894.0
12183930,894.0
12183960,894.0
12183990,894.0
12184020,894.0
12184050,894.0
12184080,894.0
12184110,894.0
12184140,894.0
12184170,894.0
12184200,894.0
12184230,894.0
12184260,894.0
12184290,894.0
12184320,894.0
12184350,894.0
12184380,894.0
12184410,894.0
12184440,894.0
12184470,894.0
12184500,894.0
12184530,894.0
12184560,894.0
12184590,894.0
12184620,894.0
12184650,894.0
12184680,894.0
12184710,894.0
12184740,894.0
12184770,894.0
12184800,894.0
12184830,894.0
12184860,894.0
12184890,894.0
12184920,894.0
12184950,894.0
12184980,894.0
12185010,894.0
12185040,894.0
12185070,894.0
12185100,894.0
12185130,894.0
12185160,894.0
12185190,894.0
12185220,894.0
12185250,894.0
12185280,894.0
12185310,894.0
12185340,894.0
12185370,894.0
12185400,894.0
12185430,894.0
12185460,894.0
12185490,894.0
12185520,894.0
12185550,894.0
12185580,894.0
12185610,894.0
12185640,894.0
12185670,894.0
12185700,894.0
12185730,894.0
12185760,894.0
12185790,894.0
12185820,894.0
12185850,894.0
12185880,894.0
12185910,894.0
12185940,894.0
12185970,894.0
12186000,894.0
12186030,894.0
12186060,894.0
12186090,894.0
12186120,894.0
12186150,894.0
12186180,894.0
12186210,894.0
12186240,894.0
12186270,894.0
12186300,894.0
12186330,894.0
12186360,894.0
12186390,894.0
12186420,894.0
12186450,894.0
12186480,894.0
12186510,894.0
12186540,894.0
12186570,894.0
12186600,894.0
12186630,894.0
12186660,894.0
12186690,894.0
12186720,894.0
12186750,894.0
12186780,894.0
12186810,894.0
12186840,894.0
12186870,894.0
12186900,894.0
12186930,894.0
12186960,894.0
12186990,894.0
12187020,894.0
12187050,894.0
12187080,894.0
12187110,894.0
12187140,894.0
12187170,894.0
12187200,894.0
12187230,894.0
12187260,894.0
12187290,894.0
12187320,894.0
12187350,894.0
12187380,894.0
12187410,894.0
12187440,894.0
12187470,894.0
12187500,894.0
12187530,894.0
12187560,894.0
12187590,894.0
12187620,894.0
12187650,894.0
12187680,894.0
12187710,894.0
12187740,894.0
12187770,894.0
12187800,894.0
12187830,894.0
12187860,894.0
12187890,894.0
12187920,894.0
12187950,894.0
12187980,894.0
12188010,894.0
12188040,894.0
12188070,894.0
12188100,894.0
12188130,894.0
12188160,894.0
12188190,894.0
12188220,894.0
12188250,894.0
12188280,894.0
12188310,894.0
12188340,894.0
12188370,894.0
12188400,894.0
12188430,894.0
12188460,894.0
12188490,894.0
12188520,894.0
12188550,894.0
12188580,894.0
12188610,894.0
12188640,894.0
12188670,894.0
12188700,894.0
12188730,894.0
12188760,894.0
12188790,894.0
12188820,894.0
12188850,894.0
12188880,894.0
12188910,894.0
12188940,894.0
12188970,894.0
12189000,894.0
12189030,894.0
12189060,894.0
12189090,894.0
12189120,894.0
12189150,894.0
12189180,894.0
12189210,894.0
12189240,894.0
12189270,894.0
12189300,894.0
12189330,894.0
12189360,894.0
12189390,894.0
12189420,894.0
12189450,894.0
12189480,894.0
12189510,894.0
12189540,894.0
12189570,894.0
12189600,894.0
12189630,894.0
12189660,894.0
12189690,894.0
12189720,894.0
12189750,894.0
12189780,894.0
12189810,894.0
12189840,894.0
12189870,894.0
12189900,894.0
12189930,894.0
12189960,894.0
12189990,894.0
12190020,894.0
12190050,894.0
12190080,894.0
12190110,894.0
12190140,894.0
12190170,894.0
12190200,894.0
12190230,894.0
12190260,894.0
12190290,894.0
12190320,894.0
12190350,894.0
12190380,894.0
12190410,894.0
12190440,894.0
12190470,894.0
12190500,894.0
12190530,894.0
12190560,894.0
12190590,894.0
12190620,894.0
12190650,894.0
12190680,894.0
12190710,894.0
12190740,894.0
12190770,894.0
12190800,894.0
12190830,894.0
12190860,894.0
12190890,894.0
12190920,894.0
12190950,894.0
12190980,894.0
12191010,894.0
12191040,894.0
12191070,894.0
12191100,894.0
12191130,894.0
12191160,894.0
12191190,894.0
12191220,894.0
12191250,894.0
12191280,894.0
12191310,894.0
12191340,894.0
12191370,894.0
12191400,894.0
12191430,894.0
12191460,894.0
12191490,894.0
12191520,894.0
12191550,894.0
12191580,894.0
12191610,894.0
12191640,894.0
12191670,894.0
12191700,894.0
12191730,894.0
12191760,894.0
12191790,894.0
12191820,894.0
12191850,894.0
12191880,894.0
12191910,894.0
12191940,894.0
12191970,894.0
12192000,894.0
12192030,894.0
12192060,894.0
12192090,894.0
12192120,894.0
12192150,894.0
12192180,894.0
12192210,894.0
12192240,894.0
12192270,894.0
12192300,894.0
12192330,894.0
12192360,894.0
12192390,894.0
12192420,894.0
12192450,894.0
12192480,894.0
12192510,894.0
12192540,894.0
12192570,894.0
12192600,894.0
12192630,894.0
12192660,894.0
12192690,894.0
12192720,894.0
12192750,894.0
12192780,894.0
12192810,894.0
12192840,894.0
12192870,894.0
12192900,894.0
12192930,894.0
12192960,894.0
12192990,894.0
12193020,894.0
12193050,894.0
12193080,894.0
12193110,894.0
12193140,894.0
12193170,894.0
12193200,894.0
12193230,894.0
12193260,894.0
12193290,894.0
12193320,894.0
12193350,894.0
12193380,894.0
12193410,894.0
12193440,894.0
12193470,894.0
12193500,894.0
12193530,894.0
12193560,894.0
12193590,894.0
12193620,894.0
12193650,894.0
12193680,894.0
12193710,894.0
12193740,894.0
12193770,894.0
12193800,894.0
12193830,894.0
12193860,894.0
12193890,894.0
12193920,894.0
12193950,894.0
12193980,894.0
12194010,894.0
12194040,894.0
12194070,894.0
12194100,894.0
12194130,894.0
12194160,894.0
12194190,894.0
12194220,894.0
12194250,894.0
12194280,894.0
12194310,894.0
12194340,894.0
12194370,894.0
12194400,894.0
12194430,894.0
12194460,894.0
12194490,894.0
12194520,894.0
12194550,894.0
12194580,894.0
12194610,894.0
12194640,894.0
12194670,894.0
12194700,894.0
12194730,894.0
12194760,894.0
12194790,894.0
12194820,894.0
12194850,894.0
12194880,894.0
12194910,894.0
12194940,894.0
12194970,894.0
12195000,894.0
12195030,894.0
12195060,894.0
12195090,894.0
12195120,894.0
12195150,894.0
12195180,894.0
12195210,894.0
12195240,894.0
12195270,894.0
12195300,894.0
12195330,894.0
12195360,894.0
12195390,894.0
12195420,894.0
12195450,894.0
12195480,894.0
12195510,894.0
12195540,894.0
12195570,894.0
12195600,894.0
12195630,894.0
12195660,894.0
12195690,894.0
12195720,894.0
12195750,894.0
12195780,894.0
12195810,894.0
12195840,894.0
12195870,894.0
12195900,894.0
12195930,894.0
12195960,894.0
12195990,894.0
12196020,894.0
12196050,894.0
12196080,894.0
12196110,894.0
12196140,894.0
12196170,894.0
12196200,894.0
12196230,894.0
12196260,894.0
12196290,894.0
12196320,894.0
12196350,894.0
12196380,894.0
12196410,894.0
12196440,894.0
12196470,894.0
12196500,894.0
12196530,894.0
12196560,894.0
12196590,894.0
12196620,894.0
12196650,894.0
12196680,894.0
12196710,894.0
12196740,894.0
12196770,894.0
12196800,894.0
12196830,894.0
12196860,894.0
12196890,894.0
12196920,894.0
12196950,894.0
12196980,894.0
12197010,894.0
12197040,894.0
12197070,894.0
12197100,894.0
12197130,894.0
12197160,894.0
12197190,894.0
12197220,894.0
12197250,894.0
12197280,894.0
12197310,894.0
12197340,894.0
12197370,894.0
12197400,894.0
12197430,894.0
12197460,894.0
12197490,894.0
12197520,894.0
12197550,894.0
12197580,894.0
12197610,894.0
12197640,894.0
12197670,894.0
12197700,894.0
12197730,894.0
12197760,894.0
12197790,894.0
12197820,894.0
12197850,894.0
12197880,894.0
12197910,894.0
12197940,894.0
12197970,894.0
12198000,894.0
12198030,894.0
12198060,894.0
12198090,894.0
12198120,894.0
12198150,894.0
12198180,894.0
12198210,894.0
12198240,894.0
12198270,894.0
12198300,894.0
12198330,894.0
12198360,894.0
12198390,894.0
12198420,894.0
12198450,894.0
12198480,894.0
12198510,894.0
12198540,894.0
12198570,894.0
12198600,894.0
12198630,894.0
12198660,894.0
12198690,894.0
12198720,894.0
12198750,894.0
12198780,894.0
12198810,894.0
12198840,894.0
12198870,894.0
12198900,894.0
12198930,894.0
12198960,894.0
12198990,894.0
12199020,894.0
12199050,894.0
12199080,894.0
12199110,894.0
12199140,894.0
12199170,894.0
12199200,894.0
12199230,894.0
12199260,894.0
12199290,894.0
12199320,894.0
12199350,894.0
12199380,894.0
12199410,894.0
12199440,894.0
12199470,894.0
12199500,894.0
12199530,894.0
12199560,894.0
12199590,894.0
12199620,894.0
12199650,894.0
12199680,894.0
12199710,894.0
12199740,894.0
12199770,894.0
12199800,894.0
12199830,894.0
12199860,894.0
12199890,894.0
12199920,894.0
12199950,894.0
12199980,894.0
12200010,894.0
12200040,894.0
12200070,894.0
12200100,894.0
12200130,894.0
12200160,894.0
12200190,894.0
12200220,894.0
12200250,894.0
12200280,894.0
12200310,894.0
12200340,894.0
12200370,894.0
12200400,894.0
12200430,894.0
12200460,894.0
12200490,894.0
12200520,894.0
12200550,894.0
12200580,894.0
12200610,894.0
12200640,894.0
12200670,894.0
12200700,894.0
12200730,894.0
12200760,894.0
12200790,894.0
12200820,894.0
12200850,894.0
12200880,894.0
12200910,894.0
12200940,894.0
12200970,894.0
12201000,894.0
12201030,894.0
12201060,894.0
12201090,894.0
12201120,894.0
12201150,894.0
12201180,894.0
12201210,894.0
12201240,894.0
12201270,894.0
12201300,894.0
12201330,894.0
12201360,894.0
12201390,894.0
12201420,894.0
12201450,894.0
12201480,894.0
12201510,894.0
12201540,894.0
12201570,894.0
12201600,894.0
12201630,894.0
12201660,894.0
12201690,894.0
12201720,894.0
12201750,894.0
12201780,894.0
12201810,894.0
12201840,894.0
12201870,894.0
12201900,894.0
12201930,894.0
12201960,894.0
12201990,894.0
12202020,894.0
12202050,894.0
12202080,894.0
12202110,894.0
12202140,894.0
12202170,894.0
12202200,894.0
12202230,894.0
12202260,894.0
12202290,894.0
12202320,894.0
12202350,894.0
12202380,894.0
12202410,894.0
12202440,894.0
12202470,894.0
12202500,894.0
12202530,894.0
12202560,894.0
12202590,894.0
12202620,894.0
12202650,894.0
12202680,894.0
12202710,894.0
12202740,894.0
12202770,894.0
12202800,894.0
12202830,894.0
12202860,894.0
12202890,894.0
12202920,894.0
12202950,894.0
12202980,894.0
12203010,894.0
12203040,894.0
12203070,894.0
12203100,894.0
12203130,894.0
12203160,894.0
12203190,894.0
12203220,894.0
12203250,894.0
12203280,894.0
12203310,894.0
12203340,894.0
12203370,894.0
12203400,894.0
12203430,894.0
12203460,894.0
12203490,894.0
12203520,894.0
12203550,894.0
12203580,894.0
12203610,894.0
12203640,894.0
12203670,894.0
12203700,894.0
12203730,894.0
12203760,894.0
12203790,894.0
12203820,894.0
12203850,894.0
12203880,894.0
12203910,894.0
12203940,894.0
12203970,894.0
12204000,894.0
12204030,894.0
12204060,894.0
12204090,894.0
12204120,894.0
12204150,894.0
12204180,894.0
12204210,894.0
12204240,894.0
12204270,894.0
12204300,894.0
12204330,894.0
12204360,894.0
12204390,894.0
12204420,894.0
12204450,894.0
12204480,894.0
12204510,894.0
12204540,894.0
12204570,894.0
12204600,894.0
12204630,894.0
12204660,894.0
12204690,894.0
12204720,894.0
12204750,894.0
12204780,894.0
12204810,894.0
12204840,894.0
12204870,894.0
12204900,894.0
12204930,894.0
12204960,894.0
12204990,894.0
12205020,894.0
12205050,894.0
12205080,894.0
12205110,894.0
12205140,894.0
12205170,894.0
12205200,894.0
12205230,894.0
12205260,894.0
12205290,894.0
12205320,894.0
12205350,894.0
12205380,894.0
12205410,894.0
12205440,894.0
12205470,894.0
12205500,894.0
12205530,894.0
12205560,894.0
12205590,894.0
12205620,894.0
12205650,894.0
12205680,894.0
12205710,894.0
12205740,894.0
12205770,894.0
12205800,894.0
12205830,894.0
12205860,894.0
12205890,894.0
12205920,894.0
12205950,894.0
12205980,894.0
12206010,894.0
12206040,894.0
12206070,894.0
12206100,894.0
12206130,894.0
12206160,894.0
12206190,894.0
12206220,894.0
12206250,894.0
12206280,894.0
12206310,894.0
12206340,894.0
12206370,894.0
12206400,894.0
12206430,894.0
12206460,894.0
12206490,894.0
12206520,894.0
12206550,894.0
12206580,894.0
12206610,894.0
12206640,894.0
12206670,894.0
12206700,894.0
12206730,894.0
12206760,894.0
12206790,894.0
12206820,894.0
12206850,894.0
12206880,894.0
12206910,894.0
12206940,894.0
12206970,894.0
12207000,894.0
12207030,894.0
12207060,894.0
12207090,894.0
12207120,894.0
12207150,894.0
12207180,894.0
12207210,894.0
12207240,894.0
12207270,894.0
12207300,894.0
12207330,894.0
12207360,894.0
12207390,894.0
12207420,894.0
12207450,894.0
12207480,894.0
12207510,894.0
12207540,894.0
12207570,894.0
12207600,894.0
12207630,894.0
12207660,894.0
12207690,894.0
12207720,894.0
12207750,894.0
12207780,894.0
12207810,894.0
12207840,894.0
12207870,894.0
12207900,894.0
12207930,894.0
12207960,894.0
12207990,894.0
12208020,894.0
12208050,894.0
12208080,894.0
12208110,894.0
12208140,894.0
12208170,894.0
12208200,894.0
12208230,894.0
12208260,894.0
12208290,894.0
12208320,894.0
12208350,894.0
12208380,894.0
12208410,894.0
12208440,894.0
12208470,894.0
12208500,894.0
12208530,894.0
12208560,894.0
12208590,894.0
12208620,894.0
12208650,894.0
12208680,894.0
12208710,894.0
12208740,894.0
12208770,894.0
12208800,894.0
12208830,894.0
12208860,894.0
12208890,894.0
12208920,894.0
12208950,894.0
12208980,894.0
12209010,894.0
12209040,894.0
12209070,894.0
12209100,894.0
12209130,894.0
12209160,894.0
12209190,894.0
12209220,894.0
12209250,894.0
12209280,894.0
12209310,894.0
12209340,894.0
12209370,894.0
12209400,894.0
12209430,894.0
12209460,894.0
12209490,894.0
12209520,894.0
12209550,894.0
12209580,894.0
12209610,894.0
12209640,894.0
12209670,894.0
12209700,894.0
12209730,894.0
12209760,894.0
12209790,894.0
12209820,894.0
12209850,894.0
12209880,894.0
12209910,894.0
12209940,894.0
12209970,894.0
12210000,894.0
12210030,894.0
12210060,894.0
12210090,894.0
12210120,894.0
12210150,894.0
12210180,894.0
12210210,894.0
12210240,894.0
12210270,894.0
12210300,894.0
12210330,894.0
12210360,894.0
12210390,894.0
12210420,894.0
12210450,894.0
12210480,894.0
12210510,894.0
12210540,894.0
12210570,894.0
12210600,894.0
12210630,894.0
12210660,894.0
12210690,894.0
12210720,894.0
12210750,894.0
12210780,894.0
12210810,894.0
12210840,894.0
12210870,894.0
12210900,894.0
12210930,894.0
12210960,894.0
12210990,894.0
12211020,894.0
12211050,894.0
12211080,894.0
12211110,894.0
12211140,894.0
12211170,894.0
12211200,894.0
12211230,894.0
12211260,894.0
12211290,894.0
12211320,894.0
12211350,894.0
12211380,894.0
12211410,894.0
12211440,894.0
12211470,894.0
12211500,894.0
12211530,894.0
12211560,894.0
12211590,894.0
12211620,894.0
12211650,894.0
12211680,894.0
12211710,894.0
12211740,894.0
12211770,894.0
12211800,894.0
12211830,894.0
12211860,894.0
12211890,894.0
12211920,894.0
12211950,894.0
12211980,894.0
12212010,894.0
12212040,894.0
12212070,894.0
12212100,894.0
12212130,894.0
12212160,894.0
12212190,894.0
12212220,894.0
12212250,894.0
12212280,894.0
12212310,894.0
12212340,894.0
12212370,894.0
12212400,894.0
12212430,894.0
12212460,894.0
12212490,894.0
12212520,894.0
12212550,894.0
12212580,894.0
12212610,894.0
12212640,894.0
12212670,894.0
12212700,894.0
12212730,894.0
12212760,894.0
12212790,894.0
12212820,894.0
12212850,894.0
12212880,894.0
12212910,894.0
12212940,894.0
12212970,894.0
12213000,894.0
12213030,894.0
12213060,894.0
12213090,894.0
12213120,894.0
12213150,894.0
12213180,894.0
12213210,894.0
12213240,894.0
12213270,894.0
12213300,894.0
12213330,894.0
12213360,894.0
12213390,894.0
12213420,894.0
12213450,894.0
12213480,894.0
12213510,894.0
12213540,894.0
12213570,894.0
12213600,894.0
12213630,894.0
12213660,894.0
12213690,894.0
12213720,894.0
12213750,894.0
12213780,894.0
12213810,894.0
12213840,894.0
12213870,894.0
12213900,894.0
12213930,894.0
12213960,894.0
12213990,894.0
12214020,894.0
12214050,894.0
12214080,894.0
12214110,894.0
12214140,894.0
12214170,894.0
12214200,894.0
12214230,894.0
12214260,894.0
12214290,894.0
12214320,894.0
12214350,894.0
12214380,894.0
12214410,894.0
12214440,894.0
12214470,894.0
12214500,894.0
12214530,894.0
12214560,894.0
12214590,894.0
12214620,894.0
12214650,894.0
12214680,894.0
12214710,894.0
12214740,894.0
12214770,894.0
12214800,894.0
12214830,894.0
12214860,894.0
12214890,894.0
12214920,894.0
12214950,894.0
12214980,894.0
12215010,894.0
12215040,894.0
12215070,894.0
12215100,894.0
12215130,894.0
12215160,894.0
12215190,894.0
12215220,894.0
12215250,894.0
12215280,894.0
12215310,894.0
12215340,894.0
12215370,894.0
12215400,894.0
12215430,894.0
12215460,894.0
12215490,894.0
12215520,894.0
12215550,894.0
12215580,894.0
12215610,894.0
12215640,894.0
12215670,894.0
12215700,894.0
12215730,894.0
12215760,894.0
12215790,894.0
12215820,894.0
12215850,894.0
12215880,894.0
12215910,894.0
12215940,894.0
12215970,894.0
12216000,894.0
12216030,894.0
12216060,894.0
12216090,894.0
12216120,894.0
12216150,894.0
12216180,894.0
12216210,894.0
12216240,894.0
12216270,894.0
12216300,894.0
12216330,894.0
12216360,894.0
12216390,894.0
12216420,894.0
12216450,894.0
12216480,894.0
12216510,894.0
12216540,894.0
12216570,894.0
12216600,894.0
12216630,894.0
12216660,894.0
12216690,894.0
12216720,894.0
12216750,894.0
12216780,894.0
12216810,894.0
12216840,894.0
12216870,894.0
12216900,894.0
12216930,894.0
12216960,894.0
12216990,894.0
12217020,894.0
12217050,894.0
12217080,894.0
12217110,894.0
12217140,894.0
12217170,894.0
12217200,894.0
12217230,894.0
12217260,894.0
12217290,894.0
12217320,894.0
12217350,894.0
12217380,894.0
12217410,894.0
12217440,894.0
12217470,894.0
12217500,894.0
12217530,894.0
12217560,894.0
12217590,894.0
12217620,894.0
12217650,894.0
12217680,894.0
12217710,894.0
12217740,894.0
12217770,894.0
12217800,894.0
12217830,894.0
12217860,894.0
12217890,894.0
12217920,894.0
12217950,894.0
12217980,894.0
12218010,894.0
12218040,894.0
12218070,894.0
12218100,894.0
12218130,894.0
12218160,894.0
12218190,894.0
12218220,894.0
12218250,894.0
12218280,894.0
12218310,894.0
12218340,894.0
12218370,894.0
12218400,894.0
12218430,894.0
12218460,894.0
12218490,894.0
12218520,894.0
12218550,894.0
12218580,894.0
12218610,894.0
12218640,894.0
12218670,894.0
12218700,894.0
12218730,894.0
12218760,894.0
12218790,894.0
12218820,894.0
12218850,894.0
12218880,894.0
12218910,894.0
12218940,894.0
12218970,894.0
12219000,894.0
12219030,894.0
12219060,894.0
12219090,894.0
12219120,894.0
12219150,894.0
12219180,894.0
12219210,894.0
12219240,894.0
12219270,894.0
12219300,894.0
12219330,894.0
12219360,894.0
12219390,894.0
12219420,894.0
12219450,894.0
12219480,894.0
12219510,894.0
12219540,894.0
12219570,894.0
12219600,894.0
12219630,894.0
12219660,894.0
12219690,894.0
12219720,894.0
12219750,894.0
12219780,894.0
12219810,894.0
12219840,894.0
12219870,894.0
12219900,894.0
12219930,894.0
12219960,894.0
12219990,894.0
12220020,894.0
12220050,894.0
12220080,894.0
12220110,894.0
12220140,894.0
12220170,894.0
12220200,894.0
12220230,894.0
12220260,894.0
12220290,894.0
12220320,894.0
12220350,894.0
12220380,894.0
12220410,894.0
12220440,894.0
12220470,894.0
12220500,894.0
12220530,894.0
12220560,894.0
12220590,894.0
12220620,894.0
12220650,894.0
12220680,894.0
12220710,894.0
12220740,894.0
12220770,894.0
12220800,894.0
12220830,894.0
12220860,894.0
12220890,894.0
12220920,894.0
12220950,894.0
12220980,894.0
12221010,894.0
12221040,894.0
12221070,894.0
12221100,894.0
12221130,894.0
12221160,894.0
12221190,894.0
12221220,894.0
12221250,894.0
12221280,894.0
12221310,894.0
12221340,894.0
12221370,894.0
12221400,894.0
12221430,894.0
12221460,894.0
12221490,894.0
12221520,894.0
12221550,894.0
12221580,894.0
12221610,894.0
12221640,894.0
12221670,894.0
12221700,894.0
12221730,894.0
12221760,894.0
12221790,894.0
12221820,894.0
12221850,894.0
12221880,894.0
12221910,894.0
12221940,894.0
12221970,894.0
12222000,894.0
12222030,894.0
12222060,894.0
12222090,894.0
12222120,894.0
12222150,894.0
12222180,894.0
12222210,894.0
12222240,894.0
12222270,894.0
12222300,894.0
12222330,894.0
12222360,894.0
12222390,894.0
12222420,894.0
12222450,894.0
12222480,894.0
12222510,894.0
12222540,894.0
12222570,894.0
12222600,894.0
12222630,894.0
12222660,894.0
12222690,894.0
12222720,894.0
12222750,894.0
12222780,894.0
12222810,894.0
12222840,894.0
12222870,894.0
12222900,894.0
12222930,894.0
12222960,894.0
12222990,894.0
12223020,894.0
12223050,894.0
12223080,894.0
12223110,894.0
12223140,894.0
12223170,894.0
12223200,894.0
12223230,894.0
12223260,894.0
12223290,894.0
12223320,894.0
12223350,894.0
12223380,894.0
12223410,894.0
12223440,894.0
12223470,894.0
12223500,894.0
12223530,894.0
12223560,894.0
12223590,894.0
12223620,894.0
12223650,894.0
12223680,894.0
12223710,894.0
12223740,894.0
12223770,894.0
12223800,894.0
12223830,894.0
12223860,894.0
12223890,894.0
12223920,894.0
12223950,894.0
12223980,894.0
12224010,894.0
12224040,894.0
12224070,894.0
12224100,894.0
12224130,894.0
12224160,894.0
12224190,894.0
12224220,894.0
12224250,894.0
12224280,894.0
12224310,894.0
12224340,894.0
12224370,894.0
12224400,894.0
12224430,894.0
12224460,894.0
12224490,894.0
12224520,894.0
12224550,894.0
12224580,894.0
12224610,894.0
12224640,894.0
12224670,894.0
12224700,894.0
12224730,894.0
12224760,894.0
12224790,894.0
12224820,894.0
12224850,894.0
12224880,894.0
12224910,894.0
12224940,894.0
12224970,894.0
12225000,894.0
12225030,894.0
12225060,894.0
12225090,894.0
12225120,894.0
12225150,894.0
12225180,894.0
12225210,894.0
12225240,894.0
12225270,894.0
12225300,894.0
12225330,894.0
12225360,894.0
12225390,894.0
12225420,894.0
12225450,894.0
12225480,894.0
12225510,894.0
12225540,894.0
12225570,894.0
12225600,894.0
12225630,894.0
12225660,894.0
12225690,894.0
12225720,894.0
12225750,894.0
12225780,894.0
12225810,894.0
12225840,894.0
12225870,894.0
12225900,894.0
12225930,894.0
12225960,894.0
12225990,894.0
12226020,894.0
12226050,894.0
12226080,894.0
12226110,894.0
12226140,894.0
12226170,894.0
12226200,894.0
12226230,894.0
12226260,894.0
12226290,894.0
12226320,894.0
12226350,894.0
12226380,894.0
12226410,894.0
12226440,894.0
12226470,894.0
12226500,894.0
12226530,894.0
12226560,894.0
12226590,894.0
12226620,894.0
12226650,894.0
12226680,894.0
12226710,894.0
12226740,894.0
12226770,894.0
12226800,894.0
12226830,894.0
12226860,894.0
12226890,894.0
12226920,894.0
12226950,894.0
12226980,894.0
12227010,894.0
12227040,894.0
12227070,894.0
12227100,894.0
12227130,894.0
12227160,894.0
12227190,894.0
12227220,894.0
12227250,894.0
12227280,894.0
12227310,894.0
12227340,894.0
12227370,894.0
12227400,894.0
12227430,894.0
12227460,894.0
12227490,894.0
12227520,894.0
12227550,894.0
12227580,894.0
12227610,894.0
12227640,894.0
12227670,894.0
12227700,894.0
12227730,894.0
12227760,894.0
12227790,894.0
12227820,894.0
12227850,894.0
12227880,894.0
12227910,894.0
12227940,894.0
12227970,894.0
12228000,894.0
12228030,894.0
12228060,894.0
12228090,894.0
12228120,894.0
12228150,894.0
12228180,894.0
12228210,894.0
12228240,894.0
12228270,894.0
12228300,894.0
12228330,894.0
12228360,894.0
12228390,894.0
12228420,894.0
12228450,894.0
12228480,894.0
12228510,894.0
12228540,894.0
12228570,894.0
12228600,894.0
12228630,894.0
12228660,894.0
12228690,894.0
12228720,894.0
12228750,894.0
12228780,894.0
12228810,894.0
12228840,894.0
12228870,894.0
12228900,894.0
12228930,894.0
12228960,894.0
12228990,894.0
12229020,894.0
12229050,894.0
12229080,894.0
12229110,894.0
12229140,894.0
12229170,894.0
12229200,894.0
12229230,894.0
12229260,894.0
12229290,894.0
12229320,894.0
12229350,894.0
12229380,894.0
12229410,894.0
12229440,894.0
12229470,894.0
12229500,894.0
12229530,894.0
12229560,894.0
12229590,894.0
12229620,894.0
12229650,894.0
12229680,894.0
12229710,894.0
12229740,894.0
12229770,894.0
12229800,894.0
12229830,894.0
12229860,894.0
12229890,894.0
12229920,894.0
12229950,894.0
12229980,894.0
12230010,894.0
12230040,894.0
12230070,894.0
12230100,894.0
12230130,894.0
12230160,894.0
12230190,894.0
12230220,894.0
12230250,894.0
12230280,894.0
12230310,894.0
12230340,894.0
12230370,894.0
12230400,894.0
12230430,894.0
12230460,894.0
12230490,894.0
12230520,894.0
12230550,894.0
12230580,894.0
12230610,894.0
12230640,894.0
12230670,894.0
12230700,894.0
12230730,894.0
12230760,894.0
12230790,894.0
12230820,894.0
12230850,894.0
12230880,894.0
12230910,894.0
12230940,894.0
12230970,894.0
12231000,894.0
12231030,894.0
12231060,894.0
12231090,894.0
12231120,894.0
12231150,894.0
12231180,894.0
12231210,894.0
12231240,894.0
12231270,894.0
12231300,894.0
12231330,894.0
12231360,894.0
12231390,894.0
12231420,894.0
12231450,894.0
12231480,894.0
12231510,894.0
12231540,894.0
12231570,894.0
12231600,894.0
12231630,894.0
12231660,894.0
12231690,894.0
12231720,894.0
12231750,894.0
12231780,894.0
12231810,894.0
12231840,894.0
12231870,894.0
12231900,894.0
12231930,894.0
12231960,894.0
12231990,894.0
12232020,894.0
12232050,894.0
12232080,894.0
12232110,894.0
12232140,894.0
12232170,894.0
12232200,894.0
12232230,894.0
12232260,894.0
12232290,894.0
12232320,894.0
12232350,894.0
12232380,894.0
12232410,894.0
12232440,894.0
12232470,894.0
12232500,894.0
12232530,894.0
12232560,894.0
12232590,894.0
12232620,894.0
12232650,894.0
12232680,894.0
12232710,894.0
12232740,894.0
12232770,894.0
12232800,894.0
12232830,894.0
12232860,894.0
12232890,894.0
12232920,894.0
12232950,894.0
12232980,894.0
12233010,894.0
12233040,894.0
12233070,894.0
12233100,894.0
12233130,894.0
12233160,894.0
12233190,894.0
12233220,894.0
12233250,894.0
12233280,894.0
12233310,894.0
12233340,894.0
12233370,894.0
12233400,894.0
12233430,894.0
12233460,894.0
12233490,894.0
12233520,894.0
12233550,894.0
12233580,894.0
12233610,894.0
12233640,894.0
12233670,894.0
12233700,894.0
12233730,894.0
12233760,894.0
12233790,894.0
12233820,894.0
12233850,894.0
12233880,894.0
12233910,894.0
12233940,894.0
12233970,894.0
12234000,894.0
12234030,894.0
12234060,894.0
12234090,894.0
12234120,894.0
12234150,894.0
12234180,894.0
12234210,894.0
12234240,894.0
12234270,894.0
12234300,894.0
12234330,894.0
12234360,894.0
12234390,894.0
12234420,894.0
12234450,894.0
12234480,894.0
12234510,894.0
12234540,894.0
12234570,894.0
12234600,894.0
12234630,894.0
12234660,894.0
12234690,894.0
12234720,894.0
12234750,894.0
12234780,894.0
12234810,894.0
12234840,894.0
12234870,894.0
12234900,894.0
12234930,894.0
12234960,894.0
12234990,894.0
