time,hvac_reaZonNor_V_flow_y
12197190,8.026667832545468e-10
12197220,8.867269482701455e-10
12197250,9.578547812059859e-10
12197280,1.0091530377736079e-09
12197310,1.035879862366982e-09
12197340,1.0535540541823478e-09
12197370,1.0617445353258144e-09
12197400,1.0729525609290404e-09
12197430,1.1143360304577986e-09
12197460,1.1876192554353867e-09
12197490,1.315218280561197e-09
12197520,1.5117897512175531e-09
12197550,1.7708675024685263e-09
12197580,2.138576858800311e-09
12197610,2.6041408797139877e-09
12197640,3.163248792488566e-09
12197670,3.804261503278444e-09
12197700,4.510798063408392e-09
12197730,5.260011357465125e-09
12197760,6.023019179913128e-09
12197790,6.770939323088116e-09
12197820,7.480924665840943e-09
12197850,8.135732095671314e-09
12197880,8.731912988316887e-09
12197910,9.277226742552095e-09
12197940,9.784605691955134e-09
12197970,1.0274741573576367e-08
12198000,1.2278392077436205e-08
12198030,7.521447585062141e-09
12198060,3.3792198902346227e-09
12198090,5.681176136194572e-09
12198120,4.826779742734016e-09
12198150,3.6745084458545313e-09
12198180,2.4989589000880164e-09
12198210,1.3367727435585535e-09
12198240,3.5175961348508987e-10
12198270,-2.7804528270500065e-10
12198300,-3.896944733070202e-10
12198330,1.344963226000059e-10
12198360,1.3622063478095369e-09
12198390,3.300763951366544e-09
12198420,5.9049060064736664e-09
12198450,9.082813009797667e-09
12198480,1.2697402311325312e-08
12198510,1.6572363186865018e-08
12198540,2.0494743271398826e-08
12198570,2.4251159070191265e-08
12198600,2.7694613029981902e-08
12198630,3.0832864569507914e-08
12198660,3.388576356411383e-08
12198690,3.718912004505828e-08
12198720,4.097916515816849e-08
12198750,4.519899693780776e-08
12198780,4.95300488068621e-08
12198810,5.622556859664361e-08
12198840,6.992482679511876e-08
12198870,-2.4959451985022517e-09
12198900,-6.219601871130014e-09
12198930,-1.23801455185412e-08
12198960,-1.679654465089187e-08
12198990,-2.0717633848611952e-08
12199020,-2.368646990323081e-08
12199050,-2.49029714068646e-08
12199080,-2.4602938775956406e-08
12199110,-2.2584196751097468e-08
12199140,-1.8969172074625718e-08
12199170,-1.3985474406656451e-08
12199200,-7.777946104675712e-09
12199230,-9.337156239738355e-10
12199260,6.299778500827491e-09
12199290,1.3630265681915154e-08
12199320,2.090945549678895e-08
12199350,2.7853698856590022e-08
12199380,3.435479543455032e-08
12199410,4.035799849371906e-08
12199440,4.581244087286873e-08
12199470,5.071165637723645e-08
12199500,5.507245696485886e-08
12199530,5.891553423526569e-08
12199560,6.225338923781348e-08
12199590,6.50735203932036e-08
12199620,6.732721541518406e-08
12199650,6.892437831973724e-08
12199680,6.973827124793942e-08
12199710,6.96236197599673e-08
12199740,6.815063684018626e-08
12199770,6.601465259120845e-08
12199800,6.224315083571709e-08
12199830,5.7568965907570613e-08
12199860,5.2120559073665366e-08
12199890,5.3291811918720126e-08
12199920,4.185570169904596e-08
12199950,2.5575110219969647e-08
12199980,1.4215292694905988e-08
12200010,1.7113874699148367e-09
12200040,-7.020999327636402e-09
12200070,-9.413923894233135e-09
12200100,-7.484409826902325e-09
12200130,-7.282664210072439e-09
12200160,-9.162172385630119e-09
12200190,-8.615131703224365e-09
12200220,-7.999980442698478e-09
12200250,-7.086521969223681e-09
12200280,-5.826475364780893e-09
12200310,-4.307780935124458e-09
12200340,-2.600273611764987e-09
12200370,-7.556829572475932e-10
12200400,1.172537157379865e-09
12200430,3.285690530571357e-09
12200460,5.3686683654542685e-09
12200490,7.229640167498441e-09
12200520,8.91300718192692e-09
12200550,1.03226386066479e-08
12200580,1.1369731972116972e-08
12200610,1.1957294263092429e-08
12200640,1.1977555438340088e-08
12200670,1.1317572473441545e-08
12200700,9.967861520205183e-09
12200730,1.3574707881476971e-08
12200760,8.771184192660399e-09
12200790,-1.8838194918639136e-09
12200820,-1.6712107919669208e-08
12200850,-2.7330467502740336e-08
12200880,-4.5392710830627397e-08
12200910,-5.4870854771017096e-08
12200940,-4.9139209169004465e-08
12200970,-5.747628032447384e-08
12201000,-6.356526737871252e-08
12201030,-6.682205898402003e-08
12201060,-6.882742518391561e-08
12201090,-6.964689110361638e-08
12201120,-6.937960601611565e-08
12201150,-6.839285026407715e-08
12201180,-6.639650835978314e-08
12201210,-6.371733888583475e-08
12201240,-6.046052556743887e-08
12201270,-5.6646329468863566e-08
12201300,-5.226526714555404e-08
12201330,-4.728716331502328e-08
12201360,-4.168184262756942e-08
12201390,-3.544499435286692e-08
12201420,-2.8599034500888488e-08
12201450,-2.1219401576587065e-08
12201480,-1.3429814700864467e-08
12201510,-5.418654601418624e-09
12201540,2.56146741912916e-09
12201570,1.0193278319852561e-08
12201600,1.709915398815343e-08
12201630,2.286655273261316e-08
12201660,2.709241624945649e-08
12201690,2.9448693505928706e-08
12201720,2.9764245722447513e-08
12201750,2.8103302851665834e-08
12201780,2.4824952673645445e-08
12201810,2.0258538831372487e-08
12201840,1.5808515343018327e-08
12201870,3.2902077927417175e-08
12201900,-1.821178056948561e-08
12201930,-7.115383544291919e-08
12201960,-4.071321002615066e-08
12201990,-5.101813295441263e-08
12202020,-4.672544634603798e-08
12202050,-4.2497423482325626e-08
12202080,-3.844528231583846e-08
12202110,-3.467679211998525e-08
12202140,-3.1009175492556934e-08
12202170,-2.710446703707002e-08
12202200,-2.2944561416842496e-08
12202230,-1.8847594140619123e-08
12202260,-1.4185484353454588e-08
12202290,-9.983766507876935e-09
12202320,-6.252355159114123e-09
12202350,-3.145576038073633e-09
12202380,-7.776646746309143e-10
12202410,7.88441623299634e-10
12202440,1.5441213244185653e-09
12202470,1.5380862387982743e-09
12202500,8.875895670010064e-10
12202530,-2.388172026246846e-10
12202560,-1.6346477056343416e-09
12202590,-3.092984491254795e-09
12202620,-4.437516647926227e-09
12202650,-5.5471112569812355e-09
12202680,-5.942409639950788e-09
12202710,-5.7579081647935486e-09
12202740,-1.3240558737023103e-08
12202770,-1.3825099834218689e-08
12202800,-1.0504506260455933e-08
12202830,-1.0404064744091628e-08
12202860,-9.865648137459856e-09
12202890,-9.214720265126539e-09
12202920,-8.489647063791676e-09
12202950,-7.691721770271141e-09
12202980,-6.839911809876756e-09
12203010,-5.962668315931949e-09
12203040,-5.096201818361351e-09
12203070,-4.275860688316123e-09
12203100,-3.5305271283935653e-09
12203130,-2.885203640969938e-09
12203160,-2.3493739289734573e-09
12203190,-1.929935230271807e-09
12203220,-1.621283528686037e-09
12203250,-1.4152283428801878e-09
12203280,-1.2953887149030414e-09
12203310,-1.2415039877167626e-09
12203340,-1.2328824271630896e-09
12203370,-1.2488322995790896e-09
12203400,-1.2669375606587164e-09
12203430,-1.2738347996315177e-09
12203460,-1.2578849170617717e-09
12203490,-1.2134839024110682e-09
12203520,-1.1427871449099791e-09
12203550,-1.051398655772907e-09
12203580,-9.470778348480808e-10
12203610,-8.375840818136194e-10
12203640,-7.259349408982804e-10
12203670,-6.216141226022211e-10
12203700,-5.24190549003478e-10
12203730,-4.349574532160672e-10
12203760,-3.5607022387402506e-10
12203790,-2.875288608637271e-10
12203820,-2.2372935331848798e-10
12203850,-1.6768924544407193e-10
12203880,-1.2458147020624669e-10
12203910,-8.449123928070667e-11
12203940,-4.8711785901171584e-11
12203970,-2.0260654310521772e-11
12204000,2.155388756363889e-12
12204030,0.279076645060737
12204060,0.3618060469415591
12204090,0.37605748057016086
12204120,0.36728357438573245
12204150,0.35347931308295993
12204180,0.340761117008825
12204210,0.33038258868778775
12204240,0.3219957185887272
12204270,0.3149876075927998
12204300,0.3088807713696715
12204330,0.30389898904567375
12204360,0.3000590717697242
12204390,0.29662658826203364
12204420,0.29333287090996896
12204450,0.2901167875899463
12204480,0.28696743431136307
12204510,0.2838835641202244
12204540,0.28086609980772614
12204570,0.27791638593812223
12204600,0.2750349243815391
12204630,0.2722222821855822
12204660,0.26947834037563373
12204690,0.266802862815635
12204720,0.2641950769637261
12204750,0.26159938788916065
12204780,0.2581872779281434
12204810,0.25521108239744866
12204840,0.2528171289367878
12204870,0.2507627638314379
12204900,0.24874726769014366
12204930,0.24699031986519732
12204960,0.2454915490026636
12204990,0.24411529550668037
12205020,0.24278849453522247
12205050,0.24146951865528551
12205080,0.24012989822396716
12205110,0.23874596373036083
12205140,0.23730397547298857
12205170,0.23578711937852023
12205200,0.23418566343324757
12205230,0.23249327272525716
12205260,0.23068637023234645
12205290,0.22870279426357945
12205320,0.2264528131209236
12205350,0.22374900635015335
12205380,0.2211776618844522
12205410,0.21875757640015406
12205440,0.2163989137014554
12205470,0.21405245714259621
12205500,0.21170049677563896
12205530,0.20934208616564923
12205560,0.206963763461192
12205590,0.2045868946397885
12205620,0.20222753983190692
12205650,0.19989104133066074
12205680,0.19758353128244197
12205710,0.1953115920337459
12205740,0.19308335660831352
12205770,0.1909159670662672
12205800,0.18881600403796012
12205830,0.18676477499568248
12205860,0.18576560686769067
12205890,0.18548466569822658
12205920,0.18538823103627486
12205950,0.18535720307232098
12205980,0.18534879291435372
12206010,0.18534819583679044
12206040,0.18535001002378548
12206070,0.1853524870868893
12206100,0.18535537430192028
12206130,0.18535799259367589
12206160,0.18536109797695277
12206190,0.1853640109759372
12206220,0.18536687986486522
12206250,0.1853696599716808
12206280,0.18537237950900162
12206310,0.18537500810058338
12206340,0.18537752143503078
12206370,0.18536350916564207
12206400,0.18533994659641845
12206430,0.1853255899319718
12206460,0.18531895736503762
12206490,0.18531613929613916
12206520,0.1853149848572192
12206550,0.1853143819651568
12206580,0.18531404888616912
12206610,0.1853136952147243
12206640,0.18531335314961225
12206670,0.1853128860983101
12206700,0.18531247460631925
12206730,0.18531194886230876
12206760,0.18531135888426706
12206790,0.18531074683549983
12206820,0.18531002473549207
12206850,0.18530929149689962
12206880,0.1853084931758642
12206910,0.18530766594121992
12206940,0.18530678512980867
12206970,0.18530586642316768
12207000,0.1853049091534965
12207030,0.18530391375346447
12207060,0.185302881720023
12207090,0.1853018150457446
12207120,0.18530071533606654
12207150,0.18529958395211774
12207180,0.18529842229281673
12207210,0.18529723175489132
12207240,0.18529601368215667
12207270,0.1852947693692298
12207300,0.18529350007203604
12207330,0.18529220700831947
12207360,0.1852908913579441
12207390,0.18528955426337174
12207420,0.1852881968297029
12207450,0.18528682012464678
12207480,0.18528542517912408
12207510,0.18528401298768113
12207540,0.18528258450922086
12207570,0.18528114066716017
12207600,0.18527968235117445
12207630,0.18527821087028684
12207660,0.18527672819636298
12207690,0.1852752370571796
12207720,0.18527374103164262
12207750,0.18527224358979663
12207780,0.1852707469558487
12207810,0.1852692516200805
12207840,0.18526775696301595
12207870,0.18526626224865275
12207900,0.18526476715612358
12207930,0.18526327181310445
12207960,0.18526177658183388
12207990,0.18526028186204987
12208020,0.1852587880069524
12208050,0.18525729531645896
12208080,0.18525580404837608
12208110,0.18525431441916965
12208140,0.18525282659563333
12208170,0.18525134068775706
12208200,0.18524985674869685
12208230,0.18524837478311756
12208260,0.18524689476234932
12208290,0.18524541664424893
12208320,0.1852439403960085
12208350,0.1852424660175847
12208380,0.1852409935636228
12208410,0.1852395231622624
12208440,0.18523805502899854
12208470,0.18523658947545202
12208500,0.18523512691243552
12208530,0.18523366784815773
12208560,0.18523221288185907
12208590,0.18523076269350133
12208620,0.18522931803048
12208650,0.18522787969133236
12208680,0.18522644850745865
12208710,0.1852250253225246
12208740,0.18522361097031398
12208770,0.18522220625150762
12208800,0.1852208119097429
12208830,0.18521942860749513
12208860,0.1852180569023761
12208890,0.18521669722591055
12208920,0.18521534986652605
12208950,0.18521401495747183
12208980,0.18521269247030542
12209010,0.18521138221437156
12209040,0.18521008384297857
12209070,0.1852087968668108
12209100,0.18520752067421495
12209130,0.18520625455717027
12209160,0.1852049977414034
12209190,0.18520374941803877
12209220,0.18520250877439515
12209250,0.1852012750217475
12209280,0.18520004741774942
12209310,0.18519882528291412
12209340,0.18519760801024734
12209370,0.18519639507104776
12209400,0.1851951889481941
12209430,0.18519400776485329
12209460,0.18519281902728751
12209490,0.1851915903365777
12209520,0.18519031290547955
12209550,0.18518899436345465
12209580,0.18518768001564226
12209610,0.18518637110716077
12209640,0.18518505617107864
12209670,0.1851837333905151
12209700,0.18518240197335067
12209730,0.18518106106075594
12209760,0.18517971021747615
12209790,0.18517834936607735
12209820,0.18517697867527988
12209850,0.1851755985425223
12209880,0.18517420961731257
12209910,0.1851728128022625
12209940,0.18517140923054376
12209970,0.18517000023290936
12210000,0.18516858729840083
12210030,0.1851671720306536
12210060,0.18516575610210317
12210090,0.18516434120783257
12210120,0.18516292902019899
12210150,0.18516152114595452
12210180,0.18516011908628563
12210210,0.18515872419505944
12210240,0.1851573376550634
12210270,0.1851559604609291
12210300,0.18515459340330667
12210330,0.185153237058208
12210360,0.18515189178227034
12210390,0.1851505577131906
12210420,0.18514923477560755
12210450,0.18514792269439662
12210480,0.18514662100695195
12210510,0.18514532907875778
12210540,0.18514404612693883
12210570,0.1851427712452543
12210600,0.18514150343050592
12210630,0.18514024160987266
12210660,0.18513898466852247
12210690,0.18513773147632312
12210720,0.18513648094698154
12210750,0.18513523378607652
12210780,0.1851339954585531
12210810,0.1851327756487012
12210840,0.18513158124574913
12210870,0.1851304097555243
12210900,0.18512925036522546
12210930,0.1851280908074517
12210960,0.18512692317611315
12210990,0.18512574504145524
12211020,0.18512455721948332
12211050,0.1851233611976035
12211080,0.18512215786384553
12211110,0.1851209474428659
12211140,0.1851197298686959
12211170,0.1851185050616779
12211200,0.18511727299892347
12211230,0.18511592818065453
12211260,0.1851143001491591
12211290,0.1851123071726743
12211320,0.1851100096032897
12211350,0.18510752829214236
12211380,0.185104951536109
12211410,0.18510230906797284
12211440,0.18509959696478268
12211470,0.18509680728708405
12211500,0.1850939397932485
12211530,0.1850909997644075
12211560,0.1850879930924427
12211590,0.1850849241670889
12211620,0.1850817962097335
12211650,0.18507861211583362
12211680,0.18507537483164632
12211710,0.185072087316588
12211740,0.18506875241258725
12211770,0.18506537278347907
12211800,0.1850619509215502
12211830,0.18505848917056988
12211860,0.1850549897394734
12211890,0.18505145470758827
12211920,0.1850478860303068
12211950,0.1850442855486483
12211980,0.18504065500017156
12212010,0.18503699602860207
12212040,0.18503331019115216
12212070,0.1850295989641687
12212100,0.18502586374826505
12212130,0.1850221058732007
12212160,0.18501832660265952
12212190,0.18501452713869124
12212220,0.18501070862589328
12212250,0.18500687215517936
12212280,0.18500301876723269
12212310,0.18499914945578716
12212340,0.1849952651705303
12212370,0.18499136681985548
12212400,0.1849874552734627
12212430,0.18498353136456672
12212460,0.18497959589220261
12212490,0.18497564962302096
12212520,0.18497169329332477
12212550,0.1849677276102894
12212580,0.18496375325421083
12212610,0.18495977088155144
12212640,0.1849557811187977
12212670,0.1849517845753358
12212700,0.1849477818353497
12212730,0.18494377346165689
12212760,0.1849397599986163
12212790,0.18493574197049564
12212820,0.18493171988304033
12212850,0.18492769422490551
12212880,0.1849236654677142
12212910,0.18491963406685363
12212940,0.18491560046232733
12212970,0.18491156507891296
12213000,0.184907528327513
12213030,0.18490349060487798
12213060,0.1848994522899281
12213090,0.18489541374279217
12213120,0.18489137530397365
12213150,0.18488733729707735
12213180,0.18488330003265446
12213210,0.18487926381133063
12213240,0.1848752289251483
12213270,0.18487119565777052
12213300,0.18486716428437452
12213330,0.18486313507168253
12213360,0.18485910827824087
12213390,0.18485497173442728
12213420,0.18484819403141797
12213450,0.18484031794820513
12213480,0.18483296299548865
12213510,0.18482605402597177
12213540,0.1848193670224321
12213570,0.18481274874773276
12213600,0.18480614533447373
12213630,0.18479952543720213
12213660,0.1847928748791422
12213690,0.18478619789296075
12213720,0.18477949364278326
12213750,0.1847727646097966
12213780,0.18476601389135125
12213810,0.18475924420954382
12213840,0.18475245811678193
12213870,0.1847456579355661
12213900,0.18473884562809964
12213930,0.18473202323506446
12213960,0.1847251925155085
12213990,0.18471835505176376
12214020,0.1847115124770131
12214050,0.18470466590218046
12214080,0.18469781796277374
12214110,0.18469096147520195
12214140,0.1846841182130041
12214170,0.1846772742774018
12214200,0.18467042087714228
12214230,0.18466357841577183
12214260,0.18465673781695005
12214290,0.18464990194191833
12214320,0.1846430718291371
12214350,0.18463624798752112
12214380,0.18466464451011436
12214410,0.18473037056334815
12214440,0.18481770705174017
12214470,0.18492123892102372
12214500,0.1850373753090854
12214530,0.1851634402454465
12214560,0.18529630338353864
12214590,0.18543211176828958
12214620,0.1855738184972462
12214650,0.18459300623475805
12214680,0.18519069427142748
12214710,0.18555803804363988
12214740,0.18582934469918477
12214770,0.18606230313356784
12214800,0.18627650466413057
12214830,0.18647942353311278
12214860,0.1866743814793015
12214890,0.1868622158372112
12214920,0.18704323047292876
12214950,0.1872177724548756
12214980,0.1873861111453372
12215010,0.18754865404227833
12215040,0.18770553416405172
12215070,0.18785700318177492
12215100,0.18800323134118554
12215130,0.18814433767913227
12215160,0.18828046499079323
12215190,0.18841162829877056
12215220,0.18853820457485704
12215250,0.188660076808991
12215280,0.1887773835926546
12215310,0.1888902664061105
12215340,0.18899882288342515
12215370,0.18910316425720666
12215400,0.18920341285456635
12215430,0.18929970170365656
12215460,0.1893921321283011
12215490,0.1894808271619472
12215520,0.18956591630422107
12215550,0.1896475316246215
12215580,0.1897258034149572
12215610,0.18980086222695638
12215640,0.18987283879794037
12215670,0.18994186314091074
12215700,0.19000806452291838
12215730,0.1900715710362233
12215760,0.19013250899623405
12215790,0.19019100255782992
12215820,0.19024717338869399
12215850,0.19030114034336307
12215880,0.19035301917427686
12215910,0.19040292228640712
12215940,0.19045095852457503
12215970,0.19049723299112672
12216000,0.190541846895707
12216030,0.19058489743558257
12216060,0.19062647770379113
12216090,0.1906666766233887
12216120,0.19070557890647913
12216150,0.1907432650359442
12216180,0.19077981126809682
12216210,0.190815289654735
12216240,0.19084976808268636
12216270,0.1908833103292731
12216300,0.19091597613212505
12216330,0.1909478212718045
12216360,0.19097889766578086
12216390,0.19100925347229436
12216420,0.1910389332029852
12216450,0.19106797784266064
12216480,0.19109642497544263
12216510,0.19112430891574395
12216540,0.19115166084327415
12216570,0.19117850894102592
12216600,0.19120487853523702
12216630,0.19123079223670522
12216660,0.19125627008363716
12216690,0.19128132968614595
12216720,0.19130598637233867
12216750,0.1913302533338621
12216780,0.19135414169657236
12216810,0.1913776609231004
12216840,0.19140081857381752
12216870,0.19142362066075025
12216900,0.19144607171765776
12216930,0.19146817491565277
12216960,0.1914899321781825
12216990,0.19151134429061425
12217020,0.19153241100462404
12217050,0.19155313113731168
12217080,0.19157350266558093
12217110,0.19159352281561864
12217140,0.19161318814745906
12217170,0.1916324946347227
12217200,0.1916514377398745
12217230,0.1916700124145913
12217260,0.19168821308248818
12217290,0.19170603393129748
12217320,0.191723469041186
12217350,0.19174051241297133
12217380,0.1917571580305318
12217410,0.19177339991375042
12217440,0.19178923214977273
12217470,0.19180464892083646
12217500,0.19181964453119196
12217530,0.19183421342999482
12217560,0.19184835023075864
12217590,0.19186204972758814
12217620,0.19187530690850232
12217650,0.1918881169657106
12217680,0.19190047530372364
12217710,0.1919123775452928
12217740,0.19192381953530127
12217770,0.1919347973431869
12217800,0.19194530726375889
12217830,0.1919553458167105
12217860,0.19196490974495373
12217890,0.19197399601199439
12217920,0.19198260179846055
12217950,0.1919907244976917
12217980,0.19201499000984462
12218010,0.1921007321225232
12218040,0.192229884860594
12218070,0.19238516192665595
12218100,0.19256021346135385
12218130,0.19275289183426816
12218160,0.19296149107936728
12218190,0.19318453853189582
12218220,0.19342070781833787
12218250,0.1936687629642538
12218280,0.19392753862352585
12218310,0.19419593513159536
12218340,0.1944729183581585
12218370,0.194757520850258
12218400,0.19504884212784634
12218430,0.19534604650211299
12218460,0.1956483607518299
12218490,0.19595507085150693
12218520,0.19626551670889048
12218550,0.19657908702140423
12218580,0.19689521450585443
12218610,0.19721337174245016
12218640,0.19753306830009495
12218670,0.19785384944600176
12218700,0.19817529600883424
12218730,0.1984970245129614
12218760,0.19881868679241088
12218790,0.19913996877311738
12218820,0.19946058860321147
12218850,0.19978029452167612
12218880,0.2000988627775425
12218910,0.20041609570517452
12218940,0.2007318199373125
12218970,0.20104588470136794
12219000,0.20135816015548236
12219030,0.20166853576745403
12219060,0.20197691875480808
12219090,0.20228323259943629
12219120,0.20258741564238109
12219150,0.2028894197578751
12219180,0.20318920910418173
12219210,0.20348675894891038
12219240,0.20378205456787968
12219270,0.20407509021565734
12219300,0.20436586816633123
12219330,0.2046543978221483
12219360,0.20494069488749178
12219390,0.20522478060566043
12219420,0.20550668105560574
12219450,0.20578642650575937
12219480,0.20606405082217438
12219510,0.20633959092818946
12219540,0.20661308631262842
12219570,0.20688457858373974
12219600,0.2071541110661825
12219630,0.20742172843828013
12219660,0.2076874764068231
12219690,0.2079514014171935
12219720,0.20821355039574996
12219750,0.2084739705228156
12219780,0.20873270903329658
12219810,0.2089898130448927
12219840,0.20924532941978613
12219870,0.20949930466751804
12219900,0.209751784883763
12219930,0.21000281570630153
12219960,0.21025244227074275
12219990,0.21050070915326022
12220020,0.21074766031080663
12220050,0.2109933390252547
12220080,0.21123778785728373
12220110,0.2114809989435675
12220140,0.21172310052833654
12220170,0.21196411236871984
12220200,0.21220406321480706
12220230,0.21244298695277058
12220260,0.21268091972780057
12220290,0.21291789783276804
12220320,0.21315395699684875
12220350,0.21338913215642538
12220380,0.2136234573961529
12220410,0.213856965950078
12220440,0.2140896902229429
12220470,0.21432166181742918
12220500,0.214552911563845
12220530,0.21478346955193656
12220560,0.21501336516480313
12220590,0.2152426271150375
12220620,0.2154712834828931
12220650,0.21569936175624443
12220680,0.21592688887192582
12220710,0.21615389125777723
12220740,0.2163803948750836
12220770,0.21660642526086404
12220800,0.21683200756960472
12220830,0.21705716661469648
12220860,0.21728192690874792
12220890,0.21750631270317866
12220920,0.21773034802659974
12220950,0.21795405672210064
12220980,0.21817746250982153
12221010,0.21840059017339677
12221040,0.2186234671127548
12221070,0.21884612345569254
12221100,0.21906859041708504
12221130,0.21929089790953774
12221160,0.21951307247387802
12221190,0.21973513603376127
12221220,0.219957105473389
12221250,0.220178992820337
12221280,0.22040080581396704
12221310,0.22062254871853676
12221340,0.22084422340999424
12221370,0.22106583161211787
12221400,0.2212873775369473
12221430,0.2215088696052758
12221460,0.22173032090678602
12221490,0.22195174888053185
12221520,0.22217317479700263
12221550,0.22239462335082316
12221580,0.2226161224076627
12221610,0.22283770282699503
12221640,0.22305939827478072
12221670,0.22328124498009586
12221700,0.22350328142977116
12221730,0.22372554801910324
12221760,0.22394808668375552
12221790,0.2241709405353795
12221820,0.22439415351707162
12221850,0.22461777008782152
12221880,0.22484183494013288
12221910,0.22506639275155985
12221940,0.22529148796936188
12221970,0.22551716437416947
12222000,0.22574346592110087
12222030,0.22597043218050844
12222060,0.2261981010229123
12222090,0.22642650949047086
12222120,0.22665568855083576
12222150,0.2268856598766345
12222180,0.22711643354316616
12222210,0.2273480068558463
12222240,0.22758036461696346
12222270,0.22781348071156854
12222300,0.2280473205152723
12222330,0.22828184350792244
12222360,0.22851700559858057
12222390,0.22875276088457921
12222420,0.22898906278015338
12222450,0.2292258646482422
12222480,0.22946312014486042
12222510,0.22970078345000194
12222540,0.229938809481788
12222570,0.23017715412597411
12222600,0.23041577447676775
12222630,0.2306546290746369
12222660,0.2308936781273438
12222690,0.23113288370699606
12222720,0.23137220992027607
12222750,0.23161162305208535
12222780,0.23185109168420903
12222810,0.23209058678969643
12222840,0.23233008180363085
12222870,0.23256955266960833
12222900,0.23280897786138977
12222930,0.2330483383778134
12222960,0.23328761771057943
12222990,0.23352680178406168
12223020,0.2337658788673981
12223050,0.23400483946057873
12223080,0.23424367615701924
12223110,0.23448238348664843
12223140,0.2347209577445333
12223170,0.2349593968107051
12223200,0.23519769996709514
12223230,0.23543586771766126
12223260,0.23567390161653365
12223290,0.23591180410876797
12223320,0.23614957838641712
12223350,0.23638722826178046
12223380,0.2366247580582412
12223410,0.2368621725180965
12223440,0.23709947672616874
12223470,0.23733667604706665
12223500,0.2375737760738297
12223530,0.23781078258583963
12223560,0.2380477015136123
12223590,0.23828453890879317
12223620,0.23852130091744822
12223650,0.23875799375571316
12223680,0.23899462368666552
12223710,0.23923119699786594
12223740,0.23946771997910177
12223770,0.23970419875026486
12223800,0.23994063985560588
12223830,0.24017704925873126
12223860,0.24041343305126994
12223890,0.2406497971866006
12223920,0.24088614746551992
12223950,0.24112248951079399
12223980,0.24135882873900588
12224010,0.2415951703325435
12224040,0.24183151921024315
12224070,0.2420678799961239
12224100,0.2423042569858243
12224130,0.24254065411059625
12224160,0.24277707489857606
12224190,0.24301352243357977
12224220,0.24324999931158134
12224250,0.24348650759550797
12224280,0.24372304876888234
12224310,0.2439596236895682
12224340,0.2441962325448233
12224370,0.24443287480861503
12224400,0.24466954920285122
12224430,0.244906253663613
12224460,0.2451429853135218
12224490,0.2453797403626061
12224520,0.24561651446450156
12224550,0.24585330202734426
12224580,0.24609009684031208
12224610,0.24632689180402056
12224640,0.24656367894445128
12224670,0.24680044969858472
12224700,0.24703719447322756
12224730,0.2472739372840051
12224760,0.24751069963398334
12224790,0.24774740545908716
12224820,0.24798397912014342
12224850,0.24822037157872948
12224880,0.2484565721073378
12224910,0.2486926042774831
12224940,0.2489284763098201
12224970,0.24916419739424134
12225000,0.24939979240722113
12225030,0.24963528660501513
12225060,0.24987069485850952
12225090,0.25010601603520427
12225120,0.2503412343749916
12225150,0.25057629670401765
12225180,0.2508111615760404
12225210,0.25104581387091135
12225240,0.25128024281072336
12225270,0.2515144397763281
12225300,0.25174839689463147
12225330,0.25198210665208903
12225360,0.2522155616766938
12225390,0.2524487546426746
12225420,0.25268167825738386
12225450,0.25291432530104163
12225480,0.253146688681818
12225510,0.253378761484985
12225540,0.2536105370088059
12225570,0.25384200891818565
12225600,0.2540731707770923
12225630,0.2541644075149623
12225660,0.2539401856271286
12225690,0.25356367567601684
12225720,0.2531243220569143
12225750,0.2526574627447271
12225780,0.25217764620496363
12225810,0.2516931926786171
12225840,0.2512101757938211
12225870,0.2507336168817251
12225900,0.250267747791282
12225930,0.24981626216827515
12225960,0.24938223758482986
12225990,0.24896832245126926
12226020,0.24857662254896043
12226050,0.2482088573839779
12226080,0.24786624955010944
12226110,0.24754979736510502
12226140,0.24726000833158518
12226170,0.2469970491140932
12226200,0.24676104637702384
12226230,0.24655183771056582
12226260,0.24636902455068121
12226290,0.24621210345810926
12226320,0.24608040425625058
12226350,0.24597702756719816
12226380,0.24591755214214334
12226410,0.24588862246406187
12226440,0.24588623083369116
12226470,0.24590752845095085
12226500,0.24595024153793754
12226530,0.24601249138965756
12226560,0.24609256470312027
12226590,0.2461889107305023
12226620,0.24630005873793412
12226650,0.24642464863984812
12226680,0.2465614002976102
12226710,0.24670912849200358
12226740,0.24686672243633273
12226770,0.24703311864498662
12226800,0.2472072933687105
12226830,0.24738840885364216
12226860,0.24757553314931957
12226890,0.24776799148612647
12226920,0.24796491261215017
12226950,0.24816578104241252
12226980,0.2483698016967389
12227010,0.24857659482846955
12227040,0.24878543533797112
12227070,0.2489960612434826
12227100,0.24920780832011125
12227130,0.2494205322531927
12227160,0.24963360416976962
12227190,0.2498470102502777
12227220,0.250060119969277
12227250,0.2502730717792907
12227280,0.2504852674692943
12227310,0.25069671439931607
12227340,0.250907231114138
12227370,0.2511166140466255
12227400,0.25132478080892384
12227430,0.25153160933396435
12227460,0.251737008608715
12227490,0.2519409188905989
12227520,0.2521432776745366
12227550,0.25234404505543956
12227580,0.25254319608913967
12227610,0.2527407122588445
12227640,0.2529365886519282
12227670,0.2531308299420683
12227700,0.25332344774194726
12227730,0.25351446205211703
12227760,0.253703899297862
12227790,0.25389179116925265
12227820,0.25407817455149634
12227850,0.25426309043597767
12227880,0.2544465831770649
12227910,0.2546287001019081
12227940,0.2548094907890176
