time,hvac_oveAhu_yCoo_u
6962250,0.0
6962280,0.0
6962310,0.0
6962340,0.0
6962370,0.0
6962400,0.0
6962430,0.5970059237796155
6962460,0.5970059237796155
6962490,0.5970059237796155
6962520,0.5970059237796155
6962550,0.5970059237796155
6962580,0.5970059237796155
6962610,0.5970059237796155
6962640,0.5970059237796155
6962670,0.5970059237796155
6962700,0.5970059237796155
6962730,0.5970059237796155
6962760,0.5970059237796155
6962790,0.5970059237796155
6962820,0.5970059237796155
6962850,0.5970059237796155
6962880,0.5970059237796155
6962910,0.5970059237796155
6962940,0.5970059237796155
6962970,0.5970059237796155
6963000,0.5970059237796155
6963030,0.0
6963060,0.0
6963090,0.0
6963120,0.0
6963150,0.0
6963180,0.0
6963210,0.0
6963240,0.0
6963270,0.0
6963300,0.0
6963330,0.0
6963360,0.0
6963390,0.0
6963420,0.0
6963450,0.0
6963480,0.0
6963510,0.0
6963540,0.0
6963570,0.0
6963600,0.0
6963630,0.5969917991908102
6963660,0.5969917991908102
6963690,0.5969917991908102
6963720,0.5969917991908102
6963750,0.5969917991908102
6963780,0.5969917991908102
6963810,0.5969917991908102
6963840,0.5969917991908102
6963870,0.5969917991908102
6963900,0.5969917991908102
6963930,0.5969917991908102
6963960,0.5969917991908102
6963990,0.5969917991908102
6964020,0.5969917991908102
6964050,0.5969917991908102
6964080,0.5969917991908102
6964110,0.5969917991908102
6964140,0.5969917991908102
6964170,0.5969917991908102
6964200,0.5969917991908102
6964230,0.0
6964260,0.0
6964290,0.0
6964320,0.0
6964350,0.0
6964380,0.0
6964410,0.0
6964440,0.0
6964470,0.0
6964500,0.0
6964530,0.0
6964560,0.0
6964590,0.0
6964620,0.0
6964650,0.0
6964680,0.0
6964710,0.0
6964740,0.0
6964770,0.0
6964800,0.0
6964830,0.5969862131620751
6964860,0.5969862131620751
6964890,0.5969862131620751
6964920,0.5969862131620751
6964950,0.5969862131620751
6964980,0.5969862131620751
6965010,0.5969862131620751
6965040,0.5969862131620751
6965070,0.5969862131620751
6965100,0.5969862131620751
6965130,0.5969862131620751
6965160,0.5969862131620751
6965190,0.5969862131620751
6965220,0.5969862131620751
6965250,0.5969862131620751
6965280,0.5969862131620751
6965310,0.5969862131620751
6965340,0.5969862131620751
6965370,0.5969862131620751
6965400,0.5969862131620751
6965430,0.0
6965460,0.0
6965490,0.0
6965520,0.0
6965550,0.0
6965580,0.0
6965610,0.0
6965640,0.0
6965670,0.0
6965700,0.0
6965730,0.0
6965760,0.0
6965790,0.0
6965820,0.0
6965850,0.0
6965880,0.0
6965910,0.0
6965940,0.0
6965970,0.0
6966000,0.0
6966030,0.5969829129571806
6966060,0.5969829129571806
6966090,0.5969829129571806
6966120,0.5969829129571806
6966150,0.5969829129571806
6966180,0.5969829129571806
6966210,0.5969829129571806
6966240,0.5969829129571806
6966270,0.5969829129571806
6966300,0.5969829129571806
6966330,0.5969829129571806
6966360,0.5969829129571806
6966390,0.5969829129571806
6966420,0.5969829129571806
6966450,0.5969829129571806
6966480,0.5969829129571806
6966510,0.5969829129571806
6966540,0.5969829129571806
6966570,0.5969829129571806
6966600,0.5969829129571806
6966630,0.0
6966660,0.0
6966690,0.0
6966720,0.0
6966750,0.0
6966780,0.0
6966810,0.0
6966840,0.0
6966870,0.0
6966900,0.0
6966930,0.0
6966960,0.0
6966990,0.0
6967020,0.0
6967050,0.0
6967080,0.0
6967110,0.0
6967140,0.0
6967170,0.0
6967200,0.0
6967230,0.5969826656946299
6967260,0.5969826656946299
6967290,0.5969826656946299
6967320,0.5969826656946299
6967350,0.5969826656946299
6967380,0.5969826656946299
6967410,0.5969826656946299
6967440,0.5969826656946299
6967470,0.5969826656946299
6967500,0.5969826656946299
6967530,0.5969826656946299
6967560,0.5969826656946299
6967590,0.5969826656946299
6967620,0.5969826656946299
6967650,0.5969826656946299
6967680,0.5969826656946299
6967710,0.5969826656946299
6967740,0.5969826656946299
6967770,0.5969826656946299
6967800,0.5969826656946299
6967830,0.0
6967860,0.0
6967890,0.0
6967920,0.0
6967950,0.0
6967980,0.0
6968010,0.0
6968040,0.0
6968070,0.0
6968100,0.0
6968130,0.0
6968160,0.0
6968190,0.0
6968220,0.0
6968250,0.0
6968280,0.0
6968310,0.0
6968340,0.0
6968370,0.0
6968400,0.0
6968430,0.5969831718877524
6968460,0.5969831718877524
6968490,0.5969831718877524
6968520,0.5969831718877524
6968550,0.5969831718877524
6968580,0.5969831718877524
6968610,0.5969831718877524
6968640,0.5969831718877524
6968670,0.5969831718877524
6968700,0.5969831718877524
6968730,0.5969831718877524
6968760,0.5969831718877524
6968790,0.5969831718877524
6968820,0.5969831718877524
6968850,0.5969831718877524
6968880,0.5969831718877524
6968910,0.5969831718877524
6968940,0.5969831718877524
6968970,0.5969831718877524
6969000,0.5969831718877524
6969030,0.0
6969060,0.0
6969090,0.0
6969120,0.0
6969150,0.0
6969180,0.0
6969210,0.0
6969240,0.0
6969270,0.0
6969300,0.0
6969330,0.0
6969360,0.0
6969390,0.0
6969420,0.0
6969450,0.0
6969480,0.0
6969510,0.0
6969540,0.0
6969570,0.0
6969600,0.0
6969630,0.5969833278256919
6969660,0.5969833278256919
6969690,0.5969833278256919
6969720,0.5969833278256919
6969750,0.5969833278256919
6969780,0.5969833278256919
6969810,0.5969833278256919
6969840,0.5969833278256919
6969870,0.5969833278256919
6969900,0.5969833278256919
6969930,0.5969833278256919
6969960,0.5969833278256919
6969990,0.5969833278256919
6970020,0.5969833278256919
6970050,0.5969833278256919
6970080,0.5969833278256919
6970110,0.5969833278256919
6970140,0.5969833278256919
6970170,0.5969833278256919
6970200,0.5969833278256919
6970230,0.0
6970260,0.0
6970290,0.0
6970320,0.0
6970350,0.0
6970380,0.0
6970410,0.0
6970440,0.0
6970470,0.0
6970500,0.0
6970530,0.0
6970560,0.0
6970590,0.0
6970620,0.0
6970650,0.0
6970680,0.0
6970710,0.0
6970740,0.0
6970770,0.0
6970800,0.0
6970830,0.5964464865480016
6970860,0.5964464865480016
6970890,0.5964464865480016
6970920,0.5964464865480016
6970950,0.5964464865480016
6970980,0.5964464865480016
6971010,0.5964464865480016
6971040,0.5964464865480016
6971070,0.5964464865480016
6971100,0.5964464865480016
6971130,0.5964464865480016
6971160,0.5964464865480016
6971190,0.5964464865480016
6971220,0.5964464865480016
6971250,0.5964464865480016
6971280,0.5964464865480016
6971310,0.5964464865480016
6971340,0.5964464865480016
6971370,0.5964464865480016
6971400,0.5964464865480016
6971430,0.0
6971460,0.0
6971490,0.0
6971520,0.0
6971550,0.0
6971580,0.0
6971610,0.0
6971640,0.0
6971670,0.0
6971700,0.0
6971730,0.0
6971760,0.0
6971790,0.0
6971820,0.0
6971850,0.0
6971880,0.0
6971910,0.0
6971940,0.0
6971970,0.0
6972000,0.0
6972030,0.5950960272526734
6972060,0.5950960272526734
6972090,0.5950960272526734
6972120,0.5950960272526734
6972150,0.5950960272526734
6972180,0.5950960272526734
6972210,0.5950960272526734
6972240,0.5950960272526734
6972270,0.5950960272526734
6972300,0.5950960272526734
6972330,0.5950960272526734
6972360,0.5950960272526734
6972390,0.5950960272526734
6972420,0.5950960272526734
6972450,0.5950960272526734
6972480,0.5950960272526734
6972510,0.5950960272526734
6972540,0.5950960272526734
6972570,0.5950960272526734
6972600,0.5950960272526734
6972630,0.0
6972660,0.0
6972690,0.0
6972720,0.0
6972750,0.0
6972780,0.0
6972810,0.0
6972840,0.0
6972870,0.0
6972900,0.0
6972930,0.0
6972960,0.0
6972990,0.0
6973020,0.0
6973050,0.0
6973080,0.0
6973110,0.0
6973140,0.0
6973170,0.0
6973200,0.0
6973230,0.5934375364379039
6973260,0.5934375364379039
6973290,0.5934375364379039
6973320,0.5934375364379039
6973350,0.5934375364379039
6973380,0.5934375364379039
6973410,0.5934375364379039
6973440,0.5934375364379039
6973470,0.5934375364379039
6973500,0.5934375364379039
6973530,0.5934375364379039
6973560,0.5934375364379039
6973590,0.5934375364379039
6973620,0.5934375364379039
6973650,0.5934375364379039
6973680,0.5934375364379039
6973710,0.5934375364379039
6973740,0.5934375364379039
6973770,0.5934375364379039
6973800,0.5934375364379039
6973830,0.5704950449627739
6973860,0.5704950449627739
6973890,0.5704950449627739
6973920,0.5704950449627739
6973950,0.5704950449627739
6973980,0.5704950449627739
6974010,0.5704950449627739
6974040,0.5704950449627739
6974070,0.5704950449627739
6974100,0.5704950449627739
6974130,0.5704950449627739
6974160,0.5704950449627739
6974190,0.5704950449627739
6974220,0.5704950449627739
6974250,0.5704950449627739
6974280,0.5704950449627739
6974310,0.5704950449627739
6974340,0.5704950449627739
6974370,0.5704950449627739
6974400,0.5704950449627739
6974430,0.5704948750127591
6974460,0.5704948750127591
6974490,0.5704948750127591
6974520,0.5704948750127591
6974550,0.5704948750127591
6974580,0.5704948750127591
6974610,0.5704948750127591
6974640,0.5704948750127591
6974670,0.5704948750127591
6974700,0.5704948750127591
6974730,0.5704948750127591
6974760,0.5704948750127591
6974790,0.5704948750127591
6974820,0.5704948750127591
6974850,0.5704948750127591
6974880,0.5704948750127591
6974910,0.5704948750127591
6974940,0.5704948750127591
6974970,0.5704948750127591
6975000,0.5704948750127591
6975030,0.570493724014555
6975060,0.570493724014555
6975090,0.570493724014555
6975120,0.570493724014555
6975150,0.570493724014555
6975180,0.570493724014555
6975210,0.570493724014555
6975240,0.570493724014555
6975270,0.570493724014555
6975300,0.570493724014555
6975330,0.570493724014555
6975360,0.570493724014555
6975390,0.570493724014555
6975420,0.570493724014555
6975450,0.570493724014555
6975480,0.570493724014555
6975510,0.570493724014555
6975540,0.570493724014555
6975570,0.570493724014555
6975600,0.570493724014555
6975630,0.5704935895994894
6975660,0.5704935895994894
6975690,0.5704935895994894
6975720,0.5704935895994894
6975750,0.5704935895994894
6975780,0.5704935895994894
6975810,0.5704935895994894
6975840,0.5704935895994894
6975870,0.5704935895994894
6975900,0.5704935895994894
6975930,0.5704935895994894
6975960,0.5704935895994894
6975990,0.5704935895994894
6976020,0.5704935895994894
6976050,0.5704935895994894
6976080,0.5704935895994894
6976110,0.5704935895994894
6976140,0.5704935895994894
6976170,0.5704935895994894
6976200,0.5704935895994894
6976230,0.5704931313327105
6976260,0.5704931313327105
6976290,0.5704931313327105
6976320,0.5704931313327105
6976350,0.5704931313327105
6976380,0.5704931313327105
6976410,0.5704931313327105
6976440,0.5704931313327105
6976470,0.5704931313327105
6976500,0.5704931313327105
6976530,0.5704931313327105
6976560,0.5704931313327105
6976590,0.5704931313327105
6976620,0.5704931313327105
6976650,0.5704931313327105
6976680,0.5704931313327105
6976710,0.5704931313327105
6976740,0.5704931313327105
6976770,0.5704931313327105
6976800,0.5704931313327105
6976830,0.5704915124064049
6976860,0.5704915124064049
6976890,0.5704915124064049
6976920,0.5704915124064049
6976950,0.5704915124064049
6976980,0.5704915124064049
6977010,0.5704915124064049
6977040,0.5704915124064049
6977070,0.5704915124064049
6977100,0.5704915124064049
6977130,0.5704915124064049
6977160,0.5704915124064049
6977190,0.5704915124064049
6977220,0.5704915124064049
6977250,0.5704915124064049
6977280,0.5704915124064049
6977310,0.5704915124064049
6977340,0.5704915124064049
6977370,0.5704915124064049
6977400,0.5704915124064049
6977430,0.5704927164617626
6977460,0.5704927164617626
6977490,0.5704927164617626
6977520,0.5704927164617626
6977550,0.5704927164617626
6977580,0.5704927164617626
6977610,0.5704927164617626
6977640,0.5704927164617626
6977670,0.5704927164617626
6977700,0.5704927164617626
6977730,0.5704927164617626
6977760,0.5704927164617626
6977790,0.5704927164617626
6977820,0.5704927164617626
6977850,0.5704927164617626
6977880,0.5704927164617626
6977910,0.5704927164617626
6977940,0.5704927164617626
6977970,0.5704927164617626
6978000,0.5704927164617626
6978030,0.570494722923708
6978060,0.570494722923708
6978090,0.570494722923708
6978120,0.570494722923708
6978150,0.570494722923708
6978180,0.570494722923708
6978210,0.570494722923708
6978240,0.570494722923708
6978270,0.570494722923708
6978300,0.570494722923708
6978330,0.570494722923708
6978360,0.570494722923708
6978390,0.570494722923708
6978420,0.570494722923708
6978450,0.570494722923708
6978480,0.570494722923708
6978510,0.570494722923708
6978540,0.570494722923708
6978570,0.570494722923708
6978600,0.570494722923708
6978630,0.5704928449138196
6978660,0.5704928449138196
6978690,0.5704928449138196
6978720,0.5704928449138196
6978750,0.5704928449138196
6978780,0.5704928449138196
6978810,0.5704928449138196
6978840,0.5704928449138196
6978870,0.5704928449138196
6978900,0.5704928449138196
6978930,0.5704928449138196
6978960,0.5704928449138196
6978990,0.5704928449138196
6979020,0.5704928449138196
6979050,0.5704928449138196
6979080,0.5704928449138196
6979110,0.5704928449138196
6979140,0.5704928449138196
6979170,0.5704928449138196
6979200,0.5704928449138196
6979230,0.5704816291411685
6979260,0.5704816291411685
6979290,0.5704816291411685
6979320,0.5704816291411685
6979350,0.5704816291411685
6979380,0.5704816291411685
6979410,0.5704816291411685
6979440,0.5704816291411685
6979470,0.5704816291411685
6979500,0.5704816291411685
6979530,0.5704816291411685
6979560,0.5704816291411685
6979590,0.5704816291411685
6979620,0.5704816291411685
6979650,0.5704816291411685
6979680,0.5704816291411685
6979710,0.5704816291411685
6979740,0.5704816291411685
6979770,0.5704816291411685
6979800,0.5704816291411685
6979830,0.5704816392105766
6979860,0.5704816392105766
6979890,0.5704816392105766
6979920,0.5704816392105766
6979950,0.5704816392105766
6979980,0.5704816392105766
6980010,0.5704816392105766
6980040,0.5704816392105766
6980070,0.5704816392105766
6980100,0.5704816392105766
6980130,0.5704816392105766
6980160,0.5704816392105766
6980190,0.5704816392105766
6980220,0.5704816392105766
6980250,0.5704816392105766
6980280,0.5704816392105766
6980310,0.5704816392105766
6980340,0.5704816392105766
6980370,0.5704816392105766
6980400,0.5704816392105766
6980430,0.5704784938806914
6980460,0.5704784938806914
6980490,0.5704784938806914
6980520,0.5704784938806914
6980550,0.5704784938806914
6980580,0.5704784938806914
6980610,0.5704784938806914
6980640,0.5704784938806914
6980670,0.5704784938806914
6980700,0.5704784938806914
6980730,0.5704784938806914
6980760,0.5704784938806914
6980790,0.5704784938806914
6980820,0.5704784938806914
6980850,0.5704784938806914
6980880,0.5704784938806914
6980910,0.5704784938806914
6980940,0.5704784938806914
6980970,0.5704784938806914
6981000,0.5704784938806914
6981030,0.5704784824171644
6981060,0.5704784824171644
6981090,0.5704784824171644
6981120,0.5704784824171644
6981150,0.5704784824171644
6981180,0.5704784824171644
6981210,0.5704784824171644
6981240,0.5704784824171644
6981270,0.5704784824171644
6981300,0.5704784824171644
6981330,0.5704784824171644
6981360,0.5704784824171644
6981390,0.5704784824171644
6981420,0.5704784824171644
6981450,0.5704784824171644
6981480,0.5704784824171644
6981510,0.5704784824171644
6981540,0.5704784824171644
6981570,0.5704784824171644
6981600,0.5704784824171644
6981630,0.5704801684488217
6981660,0.5704801684488217
6981690,0.5704801684488217
6981720,0.5704801684488217
6981750,0.5704801684488217
6981780,0.5704801684488217
6981810,0.5704801684488217
6981840,0.5704801684488217
6981870,0.5704801684488217
6981900,0.5704801684488217
6981930,0.5704801684488217
6981960,0.5704801684488217
6981990,0.5704801684488217
6982020,0.5704801684488217
6982050,0.5704801684488217
6982080,0.5704801684488217
6982110,0.5704801684488217
6982140,0.5704801684488217
6982170,0.5704801684488217
6982200,0.5704801684488217
6982230,0.5704805618740157
6982260,0.5704805618740157
6982290,0.5704805618740157
6982320,0.5704805618740157
6982350,0.5704805618740157
6982380,0.5704805618740157
6982410,0.5704805618740157
6982440,0.5704805618740157
6982470,0.5704805618740157
6982500,0.5704805618740157
6982530,0.5704805618740157
6982560,0.5704805618740157
6982590,0.5704805618740157
6982620,0.5704805618740157
6982650,0.5704805618740157
6982680,0.5704805618740157
6982710,0.5704805618740157
6982740,0.5704805618740157
6982770,0.5704805618740157
6982800,0.5704805618740157
6982830,0.5704984912196592
6982860,0.5704984912196592
6982890,0.5704984912196592
6982920,0.5704984912196592
6982950,0.5704984912196592
6982980,0.5704984912196592
6983010,0.5704984912196592
6983040,0.5704984912196592
6983070,0.5704984912196592
6983100,0.5704984912196592
6983130,0.5704984912196592
6983160,0.5704984912196592
6983190,0.5704984912196592
6983220,0.5704984912196592
6983250,0.5704984912196592
6983280,0.5704984912196592
6983310,0.5704984912196592
6983340,0.5704984912196592
6983370,0.5704984912196592
6983400,0.5704984912196592
6983430,0.5705012851219563
6983460,0.5705012851219563
6983490,0.5705012851219563
6983520,0.5705012851219563
6983550,0.5705012851219563
6983580,0.5705012851219563
6983610,0.5705012851219563
6983640,0.5705012851219563
6983670,0.5705012851219563
6983700,0.5705012851219563
6983730,0.5705012851219563
6983760,0.5705012851219563
6983790,0.5705012851219563
6983820,0.5705012851219563
6983850,0.5705012851219563
6983880,0.5705012851219563
6983910,0.5705012851219563
6983940,0.5705012851219563
6983970,0.5705012851219563
6984000,0.5705012851219563
6984030,0.5705017796733304
6984060,0.5705017796733304
6984090,0.5705017796733304
6984120,0.5705017796733304
6984150,0.5705017796733304
6984180,0.5705017796733304
6984210,0.5705017796733304
6984240,0.5705017796733304
6984270,0.5705017796733304
6984300,0.5705017796733304
6984330,0.5705017796733304
6984360,0.5705017796733304
6984390,0.5705017796733304
6984420,0.5705017796733304
6984450,0.5705017796733304
6984480,0.5705017796733304
6984510,0.5705017796733304
6984540,0.5705017796733304
6984570,0.5705017796733304
6984600,0.5705017796733304
6984630,0.5705173760727216
6984660,0.5705173760727216
6984690,0.5705173760727216
6984720,0.5705173760727216
6984750,0.5705173760727216
6984780,0.5705173760727216
6984810,0.5705173760727216
6984840,0.5705173760727216
6984870,0.5705173760727216
6984900,0.5705173760727216
6984930,0.5705173760727216
6984960,0.5705173760727216
6984990,0.5705173760727216
6985020,0.5705173760727216
6985050,0.5705173760727216
6985080,0.5705173760727216
6985110,0.5705173760727216
6985140,0.5705173760727216
6985170,0.5705173760727216
6985200,0.5705173760727216
6985230,0.5705428326259522
6985260,0.5705428326259522
6985290,0.5705428326259522
6985320,0.5705428326259522
6985350,0.5705428326259522
6985380,0.5705428326259522
6985410,0.5705428326259522
6985440,0.5705428326259522
6985470,0.5705428326259522
6985500,0.5705428326259522
6985530,0.5705428326259522
6985560,0.5705428326259522
6985590,0.5705428326259522
6985620,0.5705428326259522
6985650,0.5705428326259522
6985680,0.5705428326259522
6985710,0.5705428326259522
6985740,0.5705428326259522
6985770,0.5705428326259522
6985800,0.5705428326259522
6985830,0.5705448475817998
6985860,0.5705448475817998
6985890,0.5705448475817998
6985920,0.5705448475817998
6985950,0.5705448475817998
6985980,0.5705448475817998
6986010,0.5705448475817998
6986040,0.5705448475817998
6986070,0.5705448475817998
6986100,0.5705448475817998
6986130,0.5705448475817998
6986160,0.5705448475817998
6986190,0.5705448475817998
6986220,0.5705448475817998
6986250,0.5705448475817998
6986280,0.5705448475817998
6986310,0.5705448475817998
6986340,0.5705448475817998
6986370,0.5705448475817998
6986400,0.5705448475817998
6986430,0.5705426939572905
6986460,0.5705426939572905
6986490,0.5705426939572905
6986520,0.5705426939572905
6986550,0.5705426939572905
6986580,0.5705426939572905
6986610,0.5705426939572905
6986640,0.5705426939572905
6986670,0.5705426939572905
6986700,0.5705426939572905
6986730,0.5705426939572905
6986760,0.5705426939572905
6986790,0.5705426939572905
6986820,0.5705426939572905
6986850,0.5705426939572905
6986880,0.5705426939572905
6986910,0.5705426939572905
6986940,0.5705426939572905
6986970,0.5705426939572905
6987000,0.5705426939572905
6987030,0.5705275948335002
6987060,0.5705275948335002
6987090,0.5705275948335002
6987120,0.5705275948335002
6987150,0.5705275948335002
6987180,0.5705275948335002
6987210,0.5705275948335002
6987240,0.5705275948335002
6987270,0.5705275948335002
6987300,0.5705275948335002
6987330,0.5705275948335002
6987360,0.5705275948335002
6987390,0.5705275948335002
6987420,0.5705275948335002
6987450,0.5705275948335002
6987480,0.5705275948335002
6987510,0.5705275948335002
6987540,0.5705275948335002
6987570,0.5705275948335002
6987600,0.5705275948335002
6987630,0.5705269429629536
6987660,0.5705269429629536
6987690,0.5705269429629536
6987720,0.5705269429629536
6987750,0.5705269429629536
6987780,0.5705269429629536
6987810,0.5705269429629536
6987840,0.5705269429629536
6987870,0.5705269429629536
6987900,0.5705269429629536
6987930,0.5705269429629536
6987960,0.5705269429629536
6987990,0.5705269429629536
6988020,0.5705269429629536
6988050,0.5705269429629536
6988080,0.5705269429629536
6988110,0.5705269429629536
6988140,0.5705269429629536
6988170,0.5705269429629536
6988200,0.5705269429629536
6988230,0.5705270641894351
6988260,0.5705270641894351
6988290,0.5705270641894351
6988320,0.5705270641894351
6988350,0.5705270641894351
6988380,0.5705270641894351
6988410,0.5705270641894351
6988440,0.5705270641894351
6988470,0.5705270641894351
6988500,0.5705270641894351
6988530,0.5705270641894351
6988560,0.5705270641894351
6988590,0.5705270641894351
6988620,0.5705270641894351
6988650,0.5705270641894351
6988680,0.5705270641894351
6988710,0.5705270641894351
6988740,0.5705270641894351
6988770,0.5705270641894351
6988800,0.5705270641894351
6988830,0.5705268947603848
6988860,0.5705268947603848
6988890,0.5705268947603848
6988920,0.5705268947603848
6988950,0.5705268947603848
6988980,0.5705268947603848
6989010,0.5705268947603848
6989040,0.5705268947603848
6989070,0.5705268947603848
6989100,0.5705268947603848
6989130,0.5705268947603848
6989160,0.5705268947603848
6989190,0.5705268947603848
6989220,0.5705268947603848
6989250,0.5705268947603848
6989280,0.5705268947603848
6989310,0.5705268947603848
6989340,0.5705268947603848
6989370,0.5705268947603848
6989400,0.5705268947603848
6989430,0.5705269024493879
6989460,0.5705269024493879
6989490,0.5705269024493879
6989520,0.5705269024493879
6989550,0.5705269024493879
6989580,0.5705269024493879
6989610,0.5705269024493879
6989640,0.5705269024493879
6989670,0.5705269024493879
6989700,0.5705269024493879
6989730,0.5705269024493879
6989760,0.5705269024493879
6989790,0.5705269024493879
6989820,0.5705269024493879
6989850,0.5705269024493879
6989880,0.5705269024493879
6989910,0.5705269024493879
6989940,0.5705269024493879
6989970,0.5705269024493879
6990000,0.5705269024493879
6990030,0.5705265658650436
6990060,0.5705265658650436
6990090,0.5705265658650436
6990120,0.5705265658650436
6990150,0.5705265658650436
6990180,0.5705265658650436
6990210,0.5705265658650436
6990240,0.5705265658650436
6990270,0.5705265658650436
6990300,0.5705265658650436
6990330,0.5705265658650436
6990360,0.5705265658650436
6990390,0.5705265658650436
6990420,0.5705265658650436
6990450,0.5705265658650436
6990480,0.5705265658650436
6990510,0.5705265658650436
6990540,0.5705265658650436
6990570,0.5705265658650436
6990600,0.5705265658650436
6990630,0.5705259001388123
6990660,0.5705259001388123
6990690,0.5705259001388123
6990720,0.5705259001388123
6990750,0.5705259001388123
6990780,0.5705259001388123
6990810,0.5705259001388123
6990840,0.5705259001388123
6990870,0.5705259001388123
6990900,0.5705259001388123
6990930,0.5705259001388123
6990960,0.5705259001388123
6990990,0.5705259001388123
6991020,0.5705259001388123
6991050,0.5705259001388123
6991080,0.5705259001388123
6991110,0.5705259001388123
6991140,0.5705259001388123
6991170,0.5705259001388123
6991200,0.5705259001388123
6991230,0.5705300445367103
6991260,0.5705300445367103
6991290,0.5705300445367103
6991320,0.5705300445367103
6991350,0.5705300445367103
6991380,0.5705300445367103
6991410,0.5705300445367103
6991440,0.5705300445367103
6991470,0.5705300445367103
6991500,0.5705300445367103
6991530,0.5705300445367103
6991560,0.5705300445367103
6991590,0.5705300445367103
6991620,0.5705300445367103
6991650,0.5705300445367103
6991680,0.5705300445367103
6991710,0.5705300445367103
6991740,0.5705300445367103
6991770,0.5705300445367103
6991800,0.5705300445367103
6991830,0.5705295497573789
6991860,0.5705295497573789
6991890,0.5705295497573789
6991920,0.5705295497573789
6991950,0.5705295497573789
6991980,0.5705295497573789
6992010,0.5705295497573789
6992040,0.5705295497573789
6992070,0.5705295497573789
6992100,0.5705295497573789
6992130,0.5705295497573789
6992160,0.5705295497573789
6992190,0.5705295497573789
6992220,0.5705295497573789
6992250,0.5705295497573789
6992280,0.5705295497573789
6992310,0.5705295497573789
6992340,0.5705295497573789
6992370,0.5705295497573789
6992400,0.5705295497573789
6992430,0.5705296195013692
6992460,0.5705296195013692
6992490,0.5705296195013692
6992520,0.5705296195013692
6992550,0.5705296195013692
6992580,0.5705296195013692
6992610,0.5705296195013692
6992640,0.5705296195013692
6992670,0.5705296195013692
6992700,0.5705296195013692
6992730,0.5705296195013692
6992760,0.5705296195013692
6992790,0.5705296195013692
6992820,0.5705296195013692
6992850,0.5705296195013692
6992880,0.5705296195013692
6992910,0.5705296195013692
6992940,0.5705296195013692
6992970,0.5705296195013692
6993000,0.5705296195013692
6993030,0.5705298488293061
6993060,0.5705298488293061
6993090,0.5705298488293061
6993120,0.5705298488293061
6993150,0.5705298488293061
6993180,0.5705298488293061
6993210,0.5705298488293061
6993240,0.5705298488293061
6993270,0.5705298488293061
6993300,0.5705298488293061
6993330,0.5705298488293061
6993360,0.5705298488293061
6993390,0.5705298488293061
6993420,0.5705298488293061
6993450,0.5705298488293061
6993480,0.5705298488293061
6993510,0.5705298488293061
6993540,0.5705298488293061
6993570,0.5705298488293061
6993600,0.5705298488293061
6993630,0.5705301830350132
6993660,0.5705301830350132
6993690,0.5705301830350132
6993720,0.5705301830350132
6993750,0.5705301830350132
6993780,0.5705301830350132
6993810,0.5705301830350132
6993840,0.5705301830350132
6993870,0.5705301830350132
6993900,0.5705301830350132
6993930,0.5705301830350132
6993960,0.5705301830350132
6993990,0.5705301830350132
6994020,0.5705301830350132
6994050,0.5705301830350132
6994080,0.5705301830350132
6994110,0.5705301830350132
6994140,0.5705301830350132
6994170,0.5705301830350132
6994200,0.5705301830350132
6994230,0.5705305720539522
6994260,0.5705305720539522
6994290,0.5705305720539522
6994320,0.5705305720539522
6994350,0.5705305720539522
6994380,0.5705305720539522
6994410,0.5705305720539522
6994440,0.5705305720539522
6994470,0.5705305720539522
6994500,0.5705305720539522
6994530,0.5705305720539522
6994560,0.5705305720539522
6994590,0.5705305720539522
6994620,0.5705305720539522
6994650,0.5705305720539522
6994680,0.5705305720539522
6994710,0.5705305720539522
6994740,0.5705305720539522
6994770,0.5705305720539522
6994800,0.5705305720539522
6994830,0.5705305579192868
6994860,0.5705305579192868
6994890,0.5705305579192868
6994920,0.5705305579192868
6994950,0.5705305579192868
6994980,0.5705305579192868
6995010,0.5705305579192868
6995040,0.5705305579192868
6995070,0.5705305579192868
6995100,0.5705305579192868
6995130,0.5705305579192868
6995160,0.5705305579192868
6995190,0.5705305579192868
6995220,0.5705305579192868
6995250,0.5705305579192868
6995280,0.5705305579192868
6995310,0.5705305579192868
6995340,0.5705305579192868
6995370,0.5705305579192868
6995400,0.5705305579192868
6995430,0.5705304052717894
6995460,0.5705304052717894
6995490,0.5705304052717894
6995520,0.5705304052717894
6995550,0.5705304052717894
6995580,0.5705304052717894
6995610,0.5705304052717894
6995640,0.5705304052717894
6995670,0.5705304052717894
6995700,0.5705304052717894
6995730,0.5705304052717894
6995760,0.5705304052717894
6995790,0.5705304052717894
6995820,0.5705304052717894
6995850,0.5705304052717894
6995880,0.5705304052717894
6995910,0.5705304052717894
6995940,0.5705304052717894
6995970,0.5705304052717894
6996000,0.5705304052717894
6996030,0.5705303894562797
6996060,0.5705303894562797
6996090,0.5705303894562797
6996120,0.5705303894562797
6996150,0.5705303894562797
6996180,0.5705303894562797
6996210,0.5705303894562797
6996240,0.5705303894562797
6996270,0.5705303894562797
6996300,0.5705303894562797
6996330,0.5705303894562797
6996360,0.5705303894562797
6996390,0.5705303894562797
6996420,0.5705303894562797
6996450,0.5705303894562797
6996480,0.5705303894562797
6996510,0.5705303894562797
6996540,0.5705303894562797
6996570,0.5705303894562797
6996600,0.5705303894562797
6996630,0.5705210812191461
6996660,0.5705210812191461
6996690,0.5705210812191461
6996720,0.5705210812191461
