time,hvac_oveZonActWes_yReaHea_u
6935010,0.0
6935040,0.0
6935070,0.0
6935100,0.0
6935130,0.0
6935160,0.0
6935190,0.0
6935220,0.0
6935250,0.0
6935280,0.0
6935310,0.0
6935340,0.0
6935370,0.0
6935400,0.0
6935430,0.0
6935460,0.0
6935490,0.0
6935520,0.0
6935550,0.0
6935580,0.0
6935610,0.0
6935640,0.0
6935670,0.0
6935700,0.0
6935730,0.0
6935760,0.0
6935790,0.0
6935820,0.0
6935850,0.0
6935880,0.0
6935910,0.0
6935940,0.0
6935970,0.0
6936000,0.0
6936030,0.0
6936060,0.0
6936090,0.0
6936120,0.0
6936150,0.0
6936180,0.0
6936210,0.0
6936240,0.0
6936270,0.0
6936300,0.0
6936330,0.0
6936360,0.0
6936390,0.0
6936420,0.0
6936450,0.0
6936480,0.0
6936510,0.0
6936540,0.0
6936570,0.0
6936600,0.0
6936630,0.0
6936660,0.0
6936690,0.0
6936720,0.0
6936750,0.0
6936780,0.0
6936810,0.0
6936840,0.0
6936870,0.0
6936900,0.0
6936930,0.0
6936960,0.0
6936990,0.0
6937020,0.0
6937050,0.0
6937080,0.0
6937110,0.0015696988585241559
6937140,0.007993156472305089
6937170,0.012019548486709216
6937200,0.015297406521873483
6937230,0.018373226651099993
6937260,0.02129435582103551
6937290,0.024049199136928146
6937320,0.02663266992458406
6937350,0.029046887605452536
6937380,0.031296445167104656
6937410,0.033387111337279014
6937440,0.03532519190347393
6937470,0.03711965118067528
6937500,0.038777183494912826
6937530,0.040305564504661884
6937560,0.04171199739052298
6937590,0.04300383242847619
6937620,0.04418813539686052
6937650,0.0452714572735573
6937680,0.04626010590406006
6937710,0.04716014003018526
6937740,0.0479771865790883
6937770,0.0487166885128882
6937800,0.04938392732341447
6937830,0.0499840077247877
6937860,0.05052179999084139
6937890,0.05100190998451341
6937920,0.051428624465783425
6937950,0.05180595776140705
6937980,0.0521376065753681
6938010,0.05242698813048333
6938040,0.05267721778931663
6938070,0.05289122312405412
6938100,0.0530715980892067
6938130,0.0532207427798733
6938160,0.05334083886890107
6938190,0.05343384531091773
6938220,0.05350156125937013
6938250,0.05354562991106397
6938280,0.05356755019921067
6938310,0.05356868160429249
6938340,0.053550297292518846
6938370,0.05351356203815374
6938400,0.05345955662707686
6938430,0.05338928863734917
6938460,0.05330368400713512
6938490,0.053203620390684714
6938520,0.053089899866182184
6938550,0.05296333718521652
6938580,0.052824594242632174
6938610,0.05267426109059339
6938640,0.05251302421388167
6938670,0.05234146532112078
6938700,0.052160117537414015
6938730,0.05196948651056906
6938760,0.051770048638819385
6938790,0.051562247507551374
6938820,0.051346496624627695
6938850,0.05112318197162173
6938880,0.05089266400349083
6938910,0.05065527926820148
6938940,0.05041134183086735
6938970,0.05016114459293628
6939000,0.04990496053323485
6939030,0.04964304388414265
6939060,0.049375631229741174
6939090,0.04910294249873286
6939120,0.04882518185208726
6939150,0.04854253848581763
6939180,0.04825518737359279
6939210,0.04796328996504285
6939240,0.04766699483961158
6939270,0.04736643828437352
6939300,0.04706174480249757
6939330,0.04675302760445498
6939360,0.04644038912221897
6939390,0.046123921531971895
6939420,0.04580276822204035
6939450,0.045469773359376936
6939480,0.04513468785015625
6939510,0.044814749388694744
6939540,0.04455998988199739
6939570,0.04445228505724097
6939600,0.044582081554050156
6939630,0.0450211437173169
6939660,0.045807390625367275
6939690,0.04694312110600462
6939720,0.04840422647362991
6939750,0.050150064489758533
6939780,0.052133844243647774
6939810,0.05431023238404206
6939840,0.056639151766281204
6939870,0.059086427066139646
6939900,0.061623512009202366
6939930,0.0642270647627517
6939960,0.0668773540564169
6939990,0.0695584036342521
6940020,0.07225592561186406
6940050,0.07495626554531368
6940080,0.07764761545205853
6940110,0.08032009617689914
6940140,0.08296472062677358
6940170,0.08557359362417093
6940200,0.08813998344145778
6940230,0.0906582168568961
6940260,0.09312355839054177
6940290,0.09553209846006105
6940320,0.09788065447370158
6940350,0.10016668428310087
6940380,0.10238821092275593
6940410,0.10454375730384148
6940440,0.10663228917811947
6940470,0.10865316462241394
6940500,0.11060608858961671
6940530,0.11249107154584526
6940560,0.11430839164963524
6940590,0.11605856021152554
6940620,0.11774229029356215
6940650,0.1193604683173693
6940680,0.1209141285109144
6940710,0.12240442998267967
6940740,0.1238326361900633
6940770,0.1252000965697752
6940800,0.1265082301149432
6940830,0.12773157404466823
6940860,0.12884394771663316
6940890,0.12984111711082647
6940920,0.13072239424177662
6940950,0.13148747345425815
6940980,0.13213636611495952
6941010,0.1326695242898543
6941040,0.13308786432795788
6941070,0.1333926283818232
6941100,0.13358536709531157
6941130,0.13366791518572738
6941160,0.1336423169252061
6941190,0.13351083736235628
6941220,0.13327588184918165
6941250,0.13293998967536966
6941280,0.13250577651031423
6941310,0.13197592837580152
6941340,0.13135249567658358
6941370,0.1306365979995166
6941400,0.12983046694455858
6941430,0.12893716162928062
6941460,0.12795913669070139
6941490,0.12689948531669112
6941520,0.1257608289565903
6941550,0.12454603311792486
6941580,0.12325697674499528
6941610,0.12189638165494744
6941640,0.12046672566286495
6941670,0.11897029576559406
6941700,0.11740950901734665
6941730,0.11578614718838731
6941760,0.11410219978391921
6941790,0.11235963429428657
6941820,0.11056026372694124
6941850,0.10870577750136926
6941880,0.1067977651433665
6941910,0.1048377105541855
6941940,0.10282699496079213
6941970,0.10076691590659413
6942000,0.09865864057859083
6942030,0.09650323214073374
6942060,0.09430156447070216
6942090,0.09205432094987039
6942120,0.08976204042506683
6942150,0.08742515167181418
6942180,0.0850439875053896
6942210,0.08261880879366838
6942240,0.08014981350700792
6942270,0.07763715542907651
6942300,0.0750809489872368
6942330,0.07248129093612622
6942360,0.06983826981688851
6942390,0.06715196716788523
6942420,0.06442246370216916
6942450,0.06164983378743804
6942480,0.05883413820338803
6942510,0.05597541700724943
6942540,0.053073687193867784
6942570,0.05012893991046068
6942600,0.04714113857608462
6942630,0.0441102176087336
6942660,0.04103608175483889
6942690,0.0379186058434161
6942720,0.03475763469674453
6942750,0.031552983181364805
6942780,0.02830443643617575
6942810,0.025011750184141347
6942840,0.02167465347887057
6942870,0.01829286591286043
6942900,0.014866252327514425
6942930,0.011528384490433669
6942960,0.008762539277165826
6942990,0.006820610400518096
6943020,0.005605577893617059
6943050,0.004887001470737196
6943080,0.00445396918191998
6943110,0.004165690999579565
6943140,0.003947545590187082
6943170,0.003760242012851187
6943200,0.003588318205557913
6943230,0.003423237945915247
6943260,0.003261691172752144
6943290,0.0031021766720204227
6943320,0.0029439680617490797
6943350,0.002786852860058283
6943380,0.0026307416977814904
6943410,0.0024756002879766812
6943440,0.0023217202337008913
6943470,0.0021735608387941758
6943500,0.0020369149059990565
6943530,0.001913125275058953
6943560,0.0017998306509954968
6943590,0.0016920380327417892
6943620,0.0015876911999626766
6943650,0.00148411420860085
6943680,0.00137911834669615
6943710,0.001271466302331939
6943740,0.0011590524055471714
6943770,0.0010398825853116572
6943800,0.0009111745013047434
6943830,0.0007692362390492479
6943860,0.0006084426438942251
6943890,0.00041936847306337844
6943920,0.0001993266897884489
6943950,0.0
6943980,0.0
6944010,0.0
6944040,0.0
6944070,0.0
6944100,0.0
6944130,0.0
6944160,0.0
6944190,0.0
6944220,0.0
6944250,0.0
6944280,0.0
6944310,0.0
6944340,0.0
6944370,0.0
6944400,0.0
6944430,0.0
6944460,0.0
6944490,0.0
6944520,0.0
6944550,0.0
6944580,0.0
6944610,0.0
6944640,0.0
6944670,0.0
6944700,0.0
6944730,0.0
6944760,0.0
6944790,0.0
6944820,0.0
6944850,0.0
6944880,0.0
6944910,0.0
6944940,0.0
6944970,0.0
6945000,0.0
6945030,0.0
6945060,0.0
6945090,0.0
6945120,0.0
6945150,0.0
6945180,0.0
6945210,0.0
6945240,0.0
6945270,0.0
6945300,0.0
6945330,0.0
6945360,0.0
6945390,0.0
6945420,0.0
6945450,0.0
6945480,0.0
6945510,0.0
6945540,0.0
6945570,0.0
6945600,0.0
6945630,0.0
6945660,0.0
6945690,0.0
6945720,0.0
6945750,0.0
6945780,0.0
6945810,0.0
6945840,0.0
6945870,0.0
6945900,0.0
6945930,0.0
6945960,0.0
6945990,0.0
6946020,0.0
6946050,0.0
6946080,0.0
6946110,0.0
6946140,0.0
6946170,0.0
6946200,0.0
6946230,0.0
6946260,0.0
6946290,0.0
6946320,0.0
6946350,0.0
6946380,0.0
6946410,0.0
6946440,0.0
6946470,0.0
6946500,0.0
6946530,0.0
6946560,0.0
6946590,0.0
6946620,0.0
6946650,0.0
6946680,0.0
6946710,0.0
6946740,0.0
6946770,0.0
6946800,0.0
6946830,0.0
6946860,0.0
6946890,0.0
6946920,0.0
6946950,0.0
6946980,0.0
6947010,0.0
6947040,0.0
6947070,0.0
6947100,0.0
6947130,0.0
6947160,0.0
6947190,0.0
6947220,0.0
6947250,0.0
6947280,0.0
6947310,0.0
6947340,0.0
6947370,0.0
6947400,0.0
6947430,0.0
6947460,0.0
6947490,0.0
6947520,0.0
6947550,0.0
6947580,0.0
6947610,0.0
6947640,0.0
6947670,0.0
6947700,0.0
6947730,0.0
6947760,0.0
6947790,0.0
6947820,0.0
6947850,0.0
6947880,0.0
6947910,0.0
6947940,0.0
6947970,0.0
6948000,0.0
6948030,0.0
6948060,0.0
6948090,0.0
6948120,0.0
6948150,0.0
6948180,0.0
6948210,0.0
6948240,0.0
6948270,0.0
6948300,0.0
6948330,0.0
6948360,0.0
6948390,0.0
6948420,0.0
6948450,0.0
6948480,0.0
6948510,0.0
6948540,0.0
6948570,0.0
6948600,0.0
6948630,0.0
6948660,0.0
6948690,0.0
6948720,0.0
6948750,0.0
6948780,0.0
6948810,0.0
6948840,0.0
6948870,0.0
6948900,0.0
6948930,0.0
6948960,0.0
6948990,0.0
6949020,0.0
6949050,0.0
6949080,0.0
6949110,0.0
6949140,0.0
6949170,0.0
6949200,0.0
6949230,0.0
6949260,0.0
6949290,0.0
6949320,0.0
6949350,0.0
6949380,0.0
6949410,0.0
6949440,0.0
6949470,0.0
6949500,0.0
6949530,0.0
6949560,0.0
6949590,0.0
6949620,0.0
6949650,0.0
6949680,0.0
6949710,0.0
6949740,0.0
6949770,0.0
6949800,0.0
6949830,0.0
6949860,0.0
6949890,0.0
6949920,0.0
6949950,0.0
6949980,0.0
6950010,0.0
6950040,0.0
6950070,0.0
6950100,0.0
6950130,0.0
6950160,0.0
6950190,0.0
6950220,0.0
6950250,0.0
6950280,0.0
6950310,0.0
6950340,0.0
6950370,0.0
6950400,0.0
6950430,0.0
6950460,0.0
6950490,0.0
6950520,0.0
6950550,0.0
6950580,0.0
6950610,0.0
6950640,0.0
6950670,0.0
6950700,0.0
6950730,0.0
6950760,0.0
6950790,0.0
6950820,0.0
6950850,0.0
6950880,0.0
6950910,0.0
6950940,0.0
6950970,0.0
6951000,0.0
6951030,0.0
6951060,0.0
6951090,0.0
6951120,0.0
6951150,0.0
6951180,0.0
6951210,0.0
6951240,0.0
6951270,0.0
6951300,0.0
6951330,0.0
6951360,0.0
6951390,0.0
6951420,0.0
6951450,0.0
6951480,0.0
6951510,0.0
6951540,0.0
6951570,0.0
6951600,0.0
6951630,0.0
6951660,0.0
6951690,0.0
6951720,0.0
6951750,0.0
6951780,0.0
6951810,0.0
6951840,0.0
6951870,0.0
6951900,0.0
6951930,0.0
6951960,0.0
6951990,0.0
6952020,0.0
6952050,0.0
6952080,0.0
6952110,0.0
6952140,0.0
6952170,0.0
6952200,0.0
6952230,0.0
6952260,0.0
6952290,0.0
6952320,0.0
6952350,0.0
6952380,0.0
6952410,0.0
6952440,0.0
6952470,0.0
6952500,0.0
6952530,0.0
6952560,0.0
6952590,0.0
6952620,0.0
6952650,0.0
6952680,0.0
6952710,0.0
6952740,0.0
6952770,0.0
6952800,0.0
6952830,0.0
6952860,0.0
6952890,0.0
6952920,0.0
6952950,0.0
6952980,0.0
6953010,0.0
6953040,0.0
6953070,0.0
6953100,0.0
6953130,0.0
6953160,0.0
6953190,0.0
6953220,0.0
6953250,0.0
6953280,0.0
6953310,0.0
6953340,0.0
6953370,0.0
6953400,0.0
6953430,0.0
6953460,0.0
6953490,0.0
6953520,0.0
6953550,0.0
6953580,0.0
6953610,0.0
6953640,0.0
6953670,0.0
6953700,0.0
6953730,0.0
6953760,0.0
6953790,0.0
6953820,0.0
6953850,0.0
6953880,0.0
6953910,0.0
6953940,0.0
6953970,0.0
6954000,0.0
6954030,0.0
6954060,0.0
6954090,0.0
6954120,0.0
6954150,0.0
6954180,0.0
6954210,0.0
6954240,0.0
6954270,0.0
6954300,0.0
6954330,0.0
6954360,0.0
6954390,0.0
6954420,0.0
6954450,0.0
6954480,0.0
6954510,0.0
6954540,0.0
6954570,0.0
6954600,0.0
6954630,0.0
6954660,0.0
6954690,0.0
6954720,0.0
6954750,0.0
6954780,0.0
6954810,0.0
6954840,0.0
6954870,0.0
6954900,0.0
6954930,0.0
6954960,0.0
6954990,0.0
6955020,0.0
6955050,0.0
6955080,0.0
6955110,0.0
6955140,0.0
6955170,0.0
6955200,0.0
6955230,0.0
6955260,0.0
6955290,0.0
6955320,0.0
6955350,0.0
6955380,0.0
6955410,0.0
6955440,0.0
6955470,0.0
6955500,0.0
6955530,0.0
6955560,0.0
6955590,0.0
6955620,0.0
6955650,0.0
6955680,0.0
6955710,0.0
6955740,0.0
6955770,0.0
6955800,0.0
6955830,0.0
6955860,0.0
6955890,0.0
6955920,0.0
6955950,0.0
6955980,0.0
6956010,0.0
6956040,0.0
6956070,0.0
6956100,0.0
6956130,0.0
6956160,0.0
6956190,0.0
6956220,0.0
6956250,0.0
6956280,0.0
6956310,0.0
6956340,0.0
6956370,0.0
6956400,0.0
6956430,0.0
6956460,0.0
6956490,0.0
6956520,0.0
6956550,0.0
6956580,0.0
6956610,0.0
6956640,0.0
6956670,0.0
6956700,0.0
6956730,0.0
6956760,0.0
6956790,0.0
6956820,0.0
6956850,0.0
6956880,0.0
6956910,0.0
6956940,0.0
6956970,0.0
6957000,0.0
6957030,0.0
6957060,0.0
6957090,0.0
6957120,0.0
6957150,0.0
6957180,0.0
6957210,0.0
6957240,0.0
6957270,0.0
6957300,0.0
6957330,0.0
6957360,0.0
6957390,0.0
6957420,0.0
6957450,0.0
6957480,0.0
6957510,0.0
6957540,0.0
6957570,0.0
6957600,0.0
6957630,0.0
6957660,0.0
6957690,0.0
6957720,0.0
6957750,0.0
6957780,0.0
6957810,0.0
6957840,0.0
6957870,0.0
6957900,0.0
6957930,0.0
6957960,0.0
6957990,0.0
6958020,0.0
6958050,0.0
6958080,0.0
6958110,0.0
6958140,0.0
6958170,0.0
6958200,0.0
6958230,0.0
6958260,0.0
6958290,0.0
6958320,0.0
6958350,0.0
6958380,0.0
6958410,0.0
6958440,0.0
6958470,0.0
6958500,0.0
6958530,0.0
6958560,0.0
6958590,0.0
6958620,0.0
6958650,0.0
6958680,0.0
6958710,0.0
6958740,0.0
6958770,0.0
6958800,0.0
6958830,0.0
6958860,0.0
6958890,0.0
6958920,0.0
6958950,0.0
6958980,0.0
6959010,0.0
6959040,0.0
6959070,0.0
6959100,0.0
6959130,0.0
6959160,0.0
6959190,0.0
6959220,0.0
6959250,0.0
6959280,0.0
6959310,0.0
6959340,0.0
6959370,0.0
6959400,0.0
6959430,0.0
6959460,0.0
6959490,0.0
6959520,0.0
6959550,0.0
6959580,0.0
6959610,0.0
6959640,0.0
6959670,0.0
6959700,0.0
6959730,0.0
6959760,0.0
6959790,0.0
6959820,0.0
6959850,0.0
6959880,0.0
6959910,0.0
6959940,0.0
6959970,0.0
6960000,0.0
6960030,0.0
6960060,0.0
6960090,0.0
6960120,0.0
6960150,0.0
6960180,0.0
6960210,0.0
6960240,0.0
6960270,0.0
6960300,0.0
6960330,0.0
6960360,0.0
6960390,0.0
6960420,0.0
6960450,0.0
6960480,0.0
6960510,0.0
6960540,0.0
6960570,0.0
6960600,0.0
6960630,0.0
6960660,0.0
6960690,0.0
6960720,0.0
6960750,0.0
6960780,0.0
6960810,0.0
6960840,0.0
6960870,0.0
6960900,0.0
6960930,0.0
6960960,0.0
6960990,0.0
6961020,0.0
6961050,0.0
6961080,0.0
6961110,0.0
6961140,0.0
6961170,0.0
6961200,0.0
6961230,0.0
6961260,0.0
6961290,0.0
6961320,0.0
6961350,0.0
6961380,0.0
6961410,0.0
6961440,0.0
6961470,0.0
6961500,0.0
6961530,0.0
6961560,0.0
6961590,0.0
6961620,0.0
6961650,0.0
6961680,0.0
6961710,0.0
6961740,0.0
6961770,0.0
6961800,0.0
6961830,0.0
6961860,0.0
6961890,0.0
6961920,0.0
6961950,0.0
6961980,0.0
6962010,0.0
6962040,0.0
6962070,0.0
6962100,0.0
6962130,0.0
6962160,0.0
6962190,0.0
6962220,0.0
6962250,0.0
6962280,0.0
6962310,0.0
6962340,0.0
6962370,0.0
6962400,0.0
6962430,0.0
6962460,0.0
6962490,0.0
6962520,0.0
6962550,0.0
6962580,0.0
6962610,0.0
6962640,0.0
6962670,0.0
6962700,0.0
6962730,0.0
6962760,0.0
6962790,0.0
6962820,0.0
6962850,0.0
6962880,0.0
6962910,0.0
6962940,0.0
6962970,0.0
6963000,0.0
6963030,0.0
6963060,0.0
6963090,0.0
6963120,0.0
6963150,0.0
6963180,0.0
6963210,0.0
6963240,0.0
6963270,0.0
6963300,0.0
6963330,0.0
6963360,0.0
6963390,0.0
6963420,0.0
6963450,0.0
6963480,0.0
6963510,0.0
6963540,0.0
6963570,0.0
6963600,0.0
6963630,0.0
6963660,0.0
6963690,0.0
6963720,0.0
6963750,0.0
6963780,0.0
6963810,0.0
6963840,0.0
6963870,0.0
6963900,0.0
6963930,0.0
6963960,0.0
6963990,0.0
6964020,0.0
6964050,0.0
6964080,0.0
6964110,0.0
6964140,0.0
6964170,0.0
6964200,0.0
6964230,0.0
6964260,0.0
6964290,0.0
6964320,0.0
6964350,0.0
6964380,0.0
6964410,0.0
6964440,0.0
6964470,0.0
6964500,0.0
6964530,0.0
6964560,0.0
6964590,0.0
6964620,0.0
6964650,0.0
6964680,0.0
6964710,0.0
6964740,0.0
6964770,0.0
6964800,0.0
6964830,0.0
6964860,0.0
6964890,0.0
6964920,0.0
6964950,0.0
6964980,0.0
6965010,0.0
6965040,0.0
6965070,0.0
6965100,0.0
6965130,0.0
6965160,0.0
6965190,0.0
6965220,0.0
6965250,0.0
6965280,0.0
6965310,0.0
6965340,0.0
6965370,0.0
6965400,0.0
6965430,0.0
6965460,0.0
6965490,0.0
6965520,0.0
6965550,0.0
6965580,0.0
6965610,0.0
6965640,0.0
6965670,0.0
6965700,0.0
6965730,0.0
6965760,0.0
6965790,0.0
6965820,0.0
6965850,0.0
6965880,0.0
6965910,0.0
6965940,0.0
6965970,0.0
6966000,0.0
6966030,0.0
6966060,0.0
6966090,0.0
6966120,0.0
6966150,0.0
6966180,0.0
6966210,0.0
6966240,0.0
6966270,0.0
6966300,0.0
6966330,0.0
6966360,0.0
6966390,0.0
6966420,0.0
6966450,0.0
6966480,0.0
6966510,0.0
6966540,0.0
6966570,0.0
6966600,0.0
6966630,0.0
6966660,0.0
6966690,0.0
6966720,0.0
6966750,0.0
6966780,0.0
6966810,0.0
6966840,0.0
6966870,0.0
6966900,0.0
6966930,0.0
6966960,0.0
6966990,0.0
6967020,0.0
6967050,0.0
6967080,0.0
6967110,0.0
6967140,0.0
6967170,0.0
6967200,0.0
6967230,0.0
6967260,0.0
6967290,0.0
6967320,0.0
6967350,0.0
6967380,0.0
6967410,0.0
6967440,0.0
6967470,0.0
6967500,0.0
6967530,0.0
6967560,0.0
6967590,0.0
6967620,0.0
6967650,0.0
6967680,0.0
6967710,0.0
6967740,0.0
6967770,0.0
6967800,0.0
6967830,0.0
6967860,0.0
6967890,0.0
6967920,0.0
6967950,0.0
6967980,0.0
6968010,0.0
6968040,0.0
6968070,0.0
6968100,0.0
6968130,0.0
6968160,0.0
6968190,0.0
6968220,0.0
6968250,0.0
6968280,0.0
6968310,0.0
6968340,0.0
6968370,0.0
6968400,0.0
6968430,0.0
6968460,0.0
6968490,0.0
6968520,0.0
6968550,0.0
6968580,0.0
6968610,0.0
6968640,0.0
6968670,0.0
6968700,0.0
6968730,0.0
6968760,0.0
6968790,0.0
6968820,0.0
6968850,0.0
6968880,0.0
6968910,0.0
6968940,0.0
6968970,0.0
6969000,0.0
6969030,0.0
6969060,0.0
6969090,0.0
6969120,0.0
6969150,0.0
6969180,0.0
6969210,0.0
6969240,0.0
6969270,0.0
6969300,0.0
6969330,0.0
6969360,0.0
6969390,0.0
6969420,0.0
6969450,0.0
6969480,0.0
6969510,0.0
6969540,0.0
6969570,0.0
6969600,0.0
6969630,0.0
6969660,0.0
6969690,0.0
6969720,0.0
6969750,0.0
6969780,0.0
6969810,0.0
6969840,0.0
6969870,0.0
6969900,0.0
6969930,0.0
6969960,0.0
6969990,0.0
6970020,0.0
6970050,0.0
6970080,0.0
6970110,0.0
6970140,0.0
6970170,0.0
6970200,0.0
6970230,0.0
6970260,0.0
6970290,0.0
6970320,0.0
6970350,0.0
6970380,0.0
6970410,0.0
6970440,0.0
6970470,0.0
6970500,0.0
6970530,0.0
6970560,0.0
6970590,0.0
6970620,0.0
6970650,0.0
6970680,0.0
6970710,0.0
6970740,0.0
6970770,0.0
6970800,0.0
6970830,0.0
6970860,0.0
6970890,0.0
6970920,0.0
6970950,0.0
6970980,0.0
6971010,0.0
6971040,0.0
6971070,0.0
6971100,0.0
6971130,0.0
6971160,0.0
6971190,0.0
6971220,0.0
6971250,0.0
6971280,0.0
6971310,0.0
6971340,0.0
6971370,0.0
6971400,0.0
6971430,0.0
6971460,0.0
6971490,0.0
6971520,0.0
6971550,0.0
6971580,0.0
6971610,0.0
6971640,0.0
6971670,0.0
6971700,0.0
6971730,0.0
6971760,0.0
6971790,0.0
6971820,0.0
6971850,0.0
6971880,0.0
6971910,0.0
6971940,0.0
6971970,0.0
6972000,0.0
6972030,0.0
6972060,0.0
6972090,0.0
6972120,0.0
6972150,0.0
6972180,0.0
6972210,0.0
6972240,0.0
6972270,0.0
6972300,0.0
6972330,0.0
6972360,0.0
6972390,0.0
6972420,0.0
6972450,0.0
6972480,0.0
6972510,0.0
6972540,0.0
6972570,0.0
6972600,0.0
6972630,0.0
6972660,0.0
6972690,0.0
6972720,0.0
6972750,0.0
6972780,0.0
6972810,0.0
6972840,0.0
6972870,0.0
6972900,0.0
6972930,0.0
6972960,0.0
6972990,0.0
6973020,0.0
6973050,0.0
6973080,0.0
6973110,0.0
6973140,0.0
6973170,0.0
6973200,0.0
6973230,0.0
6973260,0.0
6973290,0.0
6973320,0.0
6973350,0.0
6973380,0.0
6973410,0.0
6973440,0.0
6973470,0.0
6973500,0.0
6973530,0.0
6973560,0.0
6973590,0.0
6973620,0.0
6973650,0.0
6973680,0.0
6973710,0.0
6973740,0.0
6973770,0.0
6973800,0.0
6973830,0.0
6973860,0.0
6973890,0.0
6973920,0.0
6973950,0.0
6973980,0.0
6974010,0.0
6974040,0.0
6974070,0.0
6974100,0.0
6974130,0.0
6974160,0.0
6974190,0.0
6974220,0.0
6974250,0.0
6974280,0.0
6974310,0.0
6974340,0.0
6974370,0.0
6974400,0.0
6974430,0.0
6974460,0.0
6974490,0.0
6974520,0.0
6974550,0.0
6974580,0.0
6974610,0.0
6974640,0.0
6974670,0.0
6974700,0.0
6974730,0.0
6974760,0.0
6974790,0.0
6974820,0.0
6974850,0.0
6974880,0.0
6974910,0.0
6974940,0.0
6974970,0.0
6975000,0.0
6975030,0.0
6975060,0.0
6975090,0.0
6975120,0.0
6975150,0.0
6975180,0.0
6975210,0.0
6975240,0.0
6975270,0.0
6975300,0.0
6975330,0.0
6975360,0.0
6975390,0.0
6975420,0.0
6975450,0.0
6975480,0.0
6975510,0.0
6975540,0.0
6975570,0.0
6975600,0.0
6975630,0.0
6975660,0.0
6975690,0.0
6975720,0.0
6975750,0.0
6975780,0.0
6975810,0.0
6975840,0.0
6975870,0.0
6975900,0.0
6975930,0.0
6975960,0.0
6975990,0.0
6976020,0.0
6976050,0.0
6976080,0.0
6976110,0.0
6976140,0.0
6976170,0.0
6976200,0.0
6976230,0.0
6976260,0.0
6976290,0.0
6976320,0.0
6976350,0.0
6976380,0.0
6976410,0.0
6976440,0.0
6976470,0.0
6976500,0.0
6976530,0.0
6976560,0.0
6976590,0.0
6976620,0.0
6976650,0.0
6976680,0.0
6976710,0.0
6976740,0.0
6976770,0.0
6976800,0.0
6976830,0.0
6976860,0.0
6976890,0.0
6976920,0.0
6976950,0.0
6976980,0.0
6977010,0.0
6977040,0.0
6977070,0.0
6977100,0.0
6977130,0.0
6977160,0.0
6977190,0.0
6977220,0.0
6977250,0.0
6977280,0.0
6977310,0.0
6977340,0.0
6977370,0.0
6977400,0.0
6977430,0.0
6977460,0.0
6977490,0.0
6977520,0.0
6977550,0.0
6977580,0.0
6977610,0.0
6977640,0.0
6977670,0.0
6977700,0.0
6977730,0.0
6977760,0.0
6977790,0.0
6977820,0.0
6977850,0.0
6977880,0.0
6977910,0.0
6977940,0.0
6977970,0.0
6978000,0.0
6978030,0.0
6978060,0.0
6978090,0.0
6978120,0.0
6978150,0.0
6978180,0.0
6978210,0.0
6978240,0.0
6978270,0.0
6978300,0.0
6978330,0.0
6978360,0.0
6978390,0.0
6978420,0.0
6978450,0.0
6978480,0.0
6978510,0.0
6978540,0.0
6978570,0.0
6978600,0.0
6978630,0.0
6978660,0.0
6978690,0.0
6978720,0.0
6978750,0.0
6978780,0.0
6978810,0.0
6978840,0.0
6978870,0.0
6978900,0.0
6978930,0.0
6978960,0.0
6978990,0.0
6979020,0.0
6979050,0.0
6979080,0.0
6979110,0.0
6979140,0.0
6979170,0.0
6979200,0.0
6979230,0.0
6979260,0.0
6979290,0.0
6979320,0.0
6979350,0.0
6979380,0.0
6979410,0.0
6979440,0.0
6979470,0.0
6979500,0.0
6979530,0.0
6979560,0.0
6979590,0.0
6979620,0.0
6979650,0.0
6979680,0.0
6979710,0.0
6979740,0.0
6979770,0.0
6979800,0.0
6979830,0.0
6979860,0.0
6979890,0.0
6979920,0.0
6979950,0.0
6979980,0.0
6980010,0.0
6980040,0.0
6980070,0.0
6980100,0.0
6980130,0.0
6980160,0.0
6980190,0.0
6980220,0.0
6980250,0.0
6980280,0.0
6980310,0.0
6980340,0.0
6980370,0.0
6980400,0.0
6980430,0.0
6980460,0.0
6980490,0.0
6980520,0.0
6980550,0.0
6980580,0.0
6980610,0.0
6980640,0.0
6980670,0.0
6980700,0.0
6980730,0.0
6980760,0.0
6980790,0.0
6980820,0.0
6980850,0.0
6980880,0.0
6980910,0.0
6980940,0.0
6980970,0.0
6981000,0.0
6981030,0.0
6981060,0.0
6981090,0.0
6981120,0.0
6981150,0.0
6981180,0.0
6981210,0.0
6981240,0.0
6981270,0.0
6981300,0.0
6981330,0.0
6981360,0.0
6981390,0.0
6981420,0.0
6981450,0.0
6981480,0.0
6981510,0.0
6981540,0.0
6981570,0.0
6981600,0.0
6981630,0.0
6981660,0.0
6981690,0.0
6981720,0.0
6981750,0.0
6981780,0.0
6981810,0.0
6981840,0.0
6981870,0.0
6981900,0.0
6981930,0.0
6981960,0.0
6981990,0.0
6982020,0.0
6982050,0.0
6982080,0.0
6982110,0.0
6982140,0.0
6982170,0.0
6982200,0.0
6982230,0.0
6982260,0.0
6982290,0.0
6982320,0.0
6982350,0.0
6982380,0.0
6982410,0.0
6982440,0.0
6982470,0.0
6982500,0.0
6982530,0.0
6982560,0.0
6982590,0.0
6982620,0.0
6982650,0.0
6982680,0.0
6982710,0.0
6982740,0.0
6982770,0.0
6982800,0.0
6982830,0.0
6982860,0.0
6982890,0.0
6982920,0.0
6982950,0.0
6982980,0.0
6983010,0.0
6983040,0.0
