time,hvac_reaZonSou_V_flow_y
6947340,0.18361336511108217
6947370,0.1836139609797103
6947400,0.18361450765842502
6947430,0.18361502848442363
6947460,0.1836155019832084
6947490,0.18361594821862737
6947520,0.18361636191830877
6947550,0.18361674211381418
6947580,0.18361709055829595
6947610,0.18361740856277056
6947640,0.18361769667330857
6947670,0.1836179552349301
6947700,0.1836181847923357
6947730,0.183618385575444
6947760,0.18361855760720625
6947790,0.18361870091859583
6947820,0.18361881540163116
6947850,0.18361890076118778
6947880,0.18361895657283012
6947910,0.1836189822713698
6947940,0.1836189771246826
6947970,0.18361894022797726
6948000,0.18361887048947909
6948030,0.18361878096223483
6948060,0.18361869188974025
6948090,0.18361860665570764
6948120,0.18361852681712074
6948150,0.1836184531494475
6948180,0.1836183859860808
6948210,0.18361832543606474
6948240,0.1836182714613957
6948270,0.18361822393866717
6948300,0.18361818268886704
6948330,0.18361814747289512
6948360,0.18361811803851538
6948390,0.18361809407613605
6948420,0.18361807523029958
6948450,0.1836180611021873
6948480,0.18361805125060404
6948510,0.18361804519284944
6948540,0.18361804240919852
6948570,0.1836180423382057
6948600,0.18361804439554427
6948630,0.18361804796380435
6948660,0.18361805240281318
6948690,0.18361805704000347
6948720,0.1836180611674117
6948750,0.1836180640550558
6948780,0.18361806495665606
6948810,0.1836180631131016
6948840,0.18361805775551637
6948870,0.18361804810802806
6948900,0.18361803339011448
6948930,0.1836180128165688
6948960,0.18361798560745518
6948990,0.18361795097728023
6949020,0.18361790814379192
6949050,0.18361785632713468
6949080,0.1836177947498835
6949110,0.18361772263715398
6949140,0.18361763921604157
6949170,0.18361754371494912
6949200,0.18361743536227862
6949230,0.1836173133849904
6949260,0.18361717700667834
6949290,0.18361702544555486
6949320,0.18361685791186116
6949350,0.1836166736053468
6949380,0.1836164717121956
6949410,0.18361625140190982
6949440,0.18361601182382062
6949470,0.183615752103557
6949500,0.18361547133914086
6949530,0.1836151685954617
6949560,0.18361484290805283
6949590,0.1836144932632764
6949620,0.1836141186087376
6949650,0.18361371784202238
6949680,0.18361328980696673
6949710,0.18361283328901162
6949740,0.1836123470103907
6949770,0.18361182962515316
6949800,0.18361127971410907
6949830,0.1836106957797137
6949860,0.18361007624095085
6949890,0.1836094194280161
6949920,0.18360872357704816
6949950,0.1836079868248053
6949980,0.18360720720338292
6950010,0.18360638263504214
6950040,0.1836055109270248
6950070,0.1836045897921561
6950100,0.18360361672145878
6950130,0.18360258924654066
6950160,0.18360150455154559
6950190,0.1836003598938038
6950220,0.18359915227462276
6950250,0.18359787860345217
6950280,0.1835965356559323
6950310,0.1835951201029826
6950340,0.18359362851786923
6950370,0.18359205740257115
6950400,0.1835904032183266
6950430,0.1835886624312133
6950460,0.18358683157285532
6950490,0.18358490732201574
6950520,0.18358288661132405
6950550,0.18358076676433327
6950580,0.18357854566798712
6950610,0.18357622198462373
6950640,0.18357379540475857
6950670,0.18357126691702208
6950700,0.18356863913291138
6950730,0.18356591626206467
6950760,0.18356310571859
6950790,0.18356021683557805
6950820,0.1835572618093365
6950850,0.1835542555265303
6950880,0.18355121535139013
6950910,0.18354816062511867
6950940,0.183545111961685
6950970,0.18354209036832447
6951000,0.18353911629784908
6951030,0.18353620732756185
6951060,0.18353338278208753
6951090,0.18353065592006707
6951120,0.18352803745581986
6951150,0.18352553545200068
6951180,0.1835231550077384
6951210,0.18352089873025718
6951240,0.18351876714328036
6951270,0.1835167592269641
6951300,0.183514872785789
6951330,0.18351310479535715
6951360,0.18351145168768696
6951390,0.18350990958524807
6951420,0.18350847448965318
6951450,0.1835071424321357
6951480,0.18350590959349958
6951510,0.1835047723980595
6951540,0.18350372758673983
6951570,0.18350277227362613
6951600,0.1835019039904678
6951630,0.18350110006544237
6951660,0.1835003311143642
6951690,0.18349959094206728
6951720,0.18349887997102293
6951750,0.18349819535120662
6951780,0.1834975361410459
6951810,0.18349690272537267
6951840,0.18349629459532033
6951870,0.18349571118036498
6951900,0.18349515234847433
6951930,0.18349461790185564
6951960,0.1834941077502327
6951990,0.1834936218740198
6952020,0.18349316032515425
6952050,0.18349272323418936
6952080,0.18349231081263487
6952110,0.18349192335331085
6952140,0.18349156124089844
6952170,0.1834912249589686
6952200,0.18349091506867174
6952230,0.18349063222552695
6952260,0.18349037717911257
6952290,0.1834901507741618
6952320,0.18348995395484655
6952350,0.1834897877691307
6952380,0.18348965335631054
6952410,0.1834895519150756
6952440,0.18348948473250926
6952470,0.18348945320162385
6952500,0.183489458829721
6952530,0.18348950324509125
6952560,0.18348958820378444
6952590,0.18348971559631205
6952620,0.18348988745472272
6952650,0.18349010595954704
6952680,0.18349037344665764
6952710,0.1834906924135825
6952740,0.18349106552441907
6952770,0.18349149561303027
6952800,0.18349198568279235
6952830,0.1834925389018816
6952860,0.18349315859166368
6952890,0.18349384820520742
6952920,0.18349461129223846
6952950,0.18349545144511079
6952980,0.18349637221891268
6953010,0.18349737701716903
6953040,0.1834984689315607
6953070,0.18349965052287984
6953100,0.1835009235269895
6953130,0.18350228846980113
6953160,0.1835037442927937
6953190,0.18350528714123032
6953220,0.18350691095185237
6953250,0.18350860528428206
6953280,0.18351035418998227
6953310,0.18351213794698917
6953340,0.18351392820676254
6953370,0.1835156924865951
6953400,0.18351738759811517
6953430,0.18351896440426096
6953460,0.18352036820621634
6953490,0.18352153655879344
6953520,0.18352240290482957
6953550,0.18352289533111066
6953580,0.18352294505598177
6953610,0.1835224891848195
6953640,0.18462438096147946
6953670,0.1845458844306929
6953700,0.18417863839039794
6953730,0.18395567019556663
6953760,0.18385341600448868
6953790,0.1838126880709511
6953820,0.18379840895233082
6953850,0.18379412923181596
6953880,0.183794149813383
6953910,0.18379566187610596
6953940,0.1837977402605917
6953970,0.18380001747865482
6954000,0.18380234136002027
6954030,0.18380465114904998
6954060,0.18380693134038242
6954090,0.18380917255775592
6954120,0.1838113657943113
6954150,0.1838135032200254
6954180,0.18381558501745626
6954210,0.18381761811429487
6954240,0.18381960446145904
6954270,0.18382153997401784
6954300,0.18382342734002427
6954330,0.1838252733893023
6954360,0.18382707478621538
6954390,0.18382882719788662
6954420,0.18383054040321412
6954450,0.18383221974861552
6954480,0.18383385235287666
6954510,0.1838354380095055
6954540,0.18383699739204415
6954570,0.18383852561467529
6954600,0.1838399996993236
6954630,0.18384144104237826
6954660,0.18384284876970258
6954690,0.18384422021871796
6954720,0.1838455562451691
6954750,0.1838468572540507
6954780,0.18384812320451288
6954810,0.1838493542392633
6954840,0.18385055062733274
6954870,0.18385171253569058
6954900,0.18385284000153232
6954930,0.1838539330653481
6954960,0.18385499178446285
6954990,0.1838560161789132
6955020,0.18385700624108994
6955050,0.18385796195252216
6955080,0.18385888327708447
6955110,0.18385977016410185
6955140,0.18386062255486996
6955170,0.18386144038090207
6955200,0.18386222356427137
6955230,0.18386298306481724
6955260,0.18386373103270814
6955290,0.18386446208574966
6955320,0.1838651717461433
6955350,0.18386585887706172
6955380,0.18386652440043386
6955410,0.183867170453202
6955440,0.18386779964333616
6955470,0.18386841443456325
6955500,0.18386901684645032
6955530,0.18386960834980604
6955560,0.18387018987653997
6955590,0.1838707619371938
6955620,0.183871324716457
6955650,0.18387187823362156
6955680,0.1838724224182505
6955710,0.18387295702711445
6955740,0.18387348207017384
6955770,0.1838739976134971
6955800,0.1838745030238282
6955830,0.18387499917419212
6955860,0.18387548499558193
6955890,0.18387596137439144
6955920,0.18387642807046076
6955950,0.18387688510848518
6955980,0.1838773325396891
6956010,0.18387777041587544
6956040,0.18387819879510772
6956070,0.18387861774201372
6956100,0.1838790273278394
6956130,0.1838794276304766
6956160,0.1838798187343596
6956190,0.1838802007300225
6956220,0.18388057371373945
6956250,0.1838809377796874
6956280,0.1838812930115056
6956310,0.18388163949307407
6956340,0.18388197731243375
6956370,0.1838823065618444
6956400,0.1838826273375971
6956430,0.18388293973961228
6956460,0.18388324387098287
6956490,0.18388353983747568
6956520,0.1838838277470815
6956550,0.18388410770971023
6956580,0.18388437983671302
6956610,0.18388464424063317
6956640,0.18388490103474897
6956670,0.18388515033287298
6956700,0.1838853922489638
6956730,0.18388562689686383
6956760,0.18388585439006283
6956790,0.18388607484141462
6956820,0.18388628836290158
6956850,0.18388649506544044
6956880,0.183886695058661
6956910,0.18388688845074658
6956940,0.1838870753482541
6956970,0.18388725585588572
6957000,0.18388743007646075
6957030,0.18388759811071503
6957060,0.18388776005713486
6957090,0.1838879160119981
6957120,0.18388806606913216
6957150,0.18388821031999683
6957180,0.18388834885363547
6957210,0.1838884817566616
6957240,0.18388860911332047
6957270,0.1838887310055103
6957300,0.18388884751267146
6957330,0.18388895871183478
6957360,0.18388906467752492
6957390,0.18388916548163578
6957420,0.1838892611934373
6957450,0.18388935187944436
6957480,0.18388943760336762
6957510,0.18388951842605894
6957540,0.18388959440551758
6957570,0.18388966559681436
6957600,0.1838897320520431
6957630,0.18388979382040369
6957660,0.1838898509482296
6957690,0.1838899034785799
6957720,0.18388995145192372
6957750,0.18388999490563568
6957780,0.18389003387420305
6957810,0.18389006838919847
6957840,0.18389009847894094
6957870,0.1838901241678533
6957900,0.18389014547470614
6957930,0.18389016241180114
6957960,0.18389017498449248
6957990,0.18389018319300962
6958020,0.18389018703554705
6958050,0.1838901865113348
6958080,0.18389018162241788
6958110,0.18389017237389524
6958140,0.18389015877260184
6958170,0.18389014082533345
6958200,0.1838901185372839
6958230,0.1838900919109653
6958260,0.18389006094575022
6958290,0.18389002563791165
6958320,0.18388998598081582
6958350,0.1838899419651913
6958380,0.1838898935793984
6958410,0.18388984080963672
6958440,0.18388978364018052
6958470,0.183889722053434
6958500,0.1838896560301185
6958530,0.1838895855492792
6958560,0.18388951058847225
6958590,0.1838894311238342
6958620,0.18388934713019925
6958650,0.18388925858120347
6958680,0.1838891654494438
6958710,0.1838890677065544
6958740,0.18388896532340715
6958770,0.18388885827020873
6958800,0.18388874651668052
6958830,0.18388862701264003
6958860,0.18388850006326016
6958890,0.18388837450444367
6958920,0.18388825431126268
6958950,0.1838881379209057
6958980,0.18388802146391017
6959010,0.18388789980562228
6959040,0.18388776822962982
6959070,0.18388762281705562
6959100,0.18388746071555315
6959130,0.1838872801487449
6959160,0.1838870803023552
6959190,0.1838868609079394
6959220,0.18388662221850047
6959250,0.18388636461004432
6959280,0.1838860886304221
6959310,0.18388579468070268
6959340,0.18388548317218292
6959370,0.18388515449168724
6959400,0.18388480897441975
6959430,0.18388444689703193
6959460,0.1838840684995342
6959490,0.18388367400101124
6959520,0.18388326361161422
6959550,0.18388283753940496
6959580,0.18388239599324974
6959610,0.18388193918309764
6959640,0.18388146731891492
6959670,0.18388098060911065
6959700,0.18388047925900314
6959730,0.18387996346990598
6959760,0.1838794334385877
6959790,0.1838788893574431
6959820,0.18387833141481746
6959850,0.18387775979549673
6959880,0.18387717467992562
6959910,0.1838765762497692
6959940,0.18387596467991763
6959970,0.18387534014453685
6960000,0.1838747028091728
6960030,0.18387405277630472
6960060,0.18387339009507894
6960090,0.1838727147913666
6960120,0.18387202687480603
6960150,0.1838713263385775
6960180,0.18387061315947548
6960210,0.18386988729889528
6960240,0.183869148704754
6960270,0.18386839731375204
6960300,0.1838676330529928
6960330,0.18512213695865304
6960360,0.18503200830705344
6960390,0.184638549441935
6960420,0.18439702940748354
6960450,0.1842852801043404
6960480,0.1842380052251591
6960510,0.18421846995379423
6960540,0.18421026070847263
6960570,0.18420642125090353
6960600,0.18420428270502254
6960630,0.18420277572505883
6960660,0.1842014539331079
6960690,0.1842002175741042
6960720,0.1841989588022536
6960750,0.18419767433780437
6960780,0.18419636276548923
6960810,0.1841949931273311
6960840,0.18419358507649014
6960870,0.18419214924730257
6960900,0.18419064559400428
6960930,0.1841891396313289
6960960,0.18418754786017552
6960990,0.18418593760419885
6961020,0.18418426678798816
6961050,0.18418253383819508
6961080,0.1841804406169287
6961110,0.18417892982849157
6961140,0.18417703933452997
6961170,0.18417505442346535
6961200,0.18417308773795704
6961230,0.18417101107211428
6961260,0.18416881630881574
6961290,0.1841665912917371
6961320,0.18416431182447093
6961350,0.18416192296542355
6961380,0.1841594513082777
6961410,0.1841569211333432
6961440,0.1841543064407697
6961470,0.18415159892539165
6961500,0.18414881988059412
6961530,0.18414597362337665
6961560,0.18414305380637908
6961590,0.18414007224427198
6961620,0.18413704710920709
6961650,0.1841339880804597
6961680,0.18413090824796421
6961710,0.1841278307871157
6961740,0.18412477390924176
6961770,0.18412175894456922
6961800,0.18411880572432363
6961830,0.18411593414082011
6961860,0.18411316046440232
6961890,0.18411049857879555
6961920,0.18410795978186706
6961950,0.18410555164782244
6961980,0.18410327923984882
6962010,0.18410114425830765
6962040,0.1840991471349432
6962070,0.18409728554993762
6962100,0.1840955571958268
6962130,0.1840939574632254
6962160,0.18409248288647265
6962190,0.1840911281132041
6962220,0.18408988893212547
6962250,0.18408876046670702
6962280,0.18408773891144478
6962310,0.18408681980841105
6962340,0.18408599968967693
6962370,0.184085275267308
6962400,0.18408464368438102
6962430,0.1840840562675551
6962460,0.18408345514975735
6962490,0.18408282959620453
6962520,0.18408217974010527
6962550,0.18408150554196587
6962580,0.18408080849069886
6962610,0.1840800902928159
6962640,0.18407935209908913
6962670,0.18407859480699715
6962700,0.18407781924722708
6962730,0.1840770262331431
6962760,0.18407621660706866
6962790,0.18407539125470768
6962820,0.1840745511012046
6962850,0.18407369710897026
6962880,0.18407283027226168
6962910,0.18407195160722056
6962940,0.18407106214224805
6962970,0.1840701629091708
6963000,0.18406925493552384
6963030,0.18406833923849208
6963060,0.18406741682018105
6963090,0.1840664886640076
6963120,0.18406555573172903
6963150,0.18406461896101206
6963180,0.18406367926336256
6963210,0.1840627375222701
6963240,0.18406179459168523
6963270,0.18406085129436559
6963300,0.18405990842084438
6963330,0.18405896672807476
6963360,0.18405802693866788
6963390,0.18405708974007723
6963420,0.18405615578229165
6963450,0.18405522568539096
6963480,0.1840543000259443
6963510,0.1840533793440346
6963540,0.1840524641459088
6963570,0.1840515548984315
6963600,0.1840506520288051
6963630,0.18404975592777784
6963660,0.18404886695006156
6963690,0.18404798541500192
6963720,0.1840471116095488
6963750,0.18404624579072063
6963780,0.18404538818692612
6963810,0.18404453899909434
6963840,0.18404369840169452
6963870,0.18404286654295104
6963900,0.18404204354491416
6963930,0.18404122950373042
6963960,0.18404042449016197
6963990,0.18403962855007766
6964020,0.18403884170524884
6964050,0.1840380639543807
6964080,0.18403729527416415
6964110,0.18403653562468036
6964140,0.18403578497937453
6964170,0.18403504330236825
6964200,0.18403431054357636
6964230,0.18403358663689157
6964260,0.18403287150029649
6964290,0.1840321650364602
6964320,0.1840314671333755
6964350,0.1840307776653347
6964380,0.1840300964935668
6964410,0.18402942346708878
6964440,0.18402875842329455
6964470,0.1840281011888409
6964500,0.18402745158019462
6964530,0.1840268094044702
6964560,0.18402617446024655
6964590,0.18402554653821102
6964620,0.18402492542199705
6964650,0.1840243108889804
6964680,0.18402370271105448
6964710,0.18402310065544014
6964740,0.18402250448545468
6964770,0.18402191396136974
6964800,0.1840213288411389
6964830,0.18402074888124165
6964860,0.1840201738375216
6964890,0.18401960346596158
6964920,0.18401903752348028
6964950,0.18401847576880395
6964980,0.18401791796324937
6965010,0.1840173638715887
6965040,0.18401681326283234
6965070,0.18401626591110773
6965100,0.1840157215964767
6965130,0.1840151801058213
6965160,0.18401464123366104
6965190,0.18401410478299737
6965220,0.1840135705661861
6965250,0.18401303840588581
6965280,0.18401250813577097
6965310,0.18401197960154286
6965340,0.18401145266176713
6965370,0.1840109271887393
6965400,0.18401040306941258
6965430,0.18400988020628364
6965460,0.18400935851831407
6965490,0.18400883794180906
6965520,0.1840083184314146
6965550,0.18400779996092767
6965580,0.1840072825243966
6965610,0.18400676613692463
6965640,0.18400625083574282
6965670,0.18400573668114464
6965700,0.18400522375747616
6965730,0.18400471217416758
6965760,0.18400420206677867
6965790,0.18400369359797486
6965820,0.18400318695873205
6965850,0.18400268236931977
6965880,0.18400218008054028
6965910,0.18400168037595233
6965940,0.18400118356882644
6965970,0.18400069000926467
6966000,0.1840002000822128
6966030,0.18399972700452455
6966060,0.1839992860112151
6966090,0.1839988794440286
6966120,0.18399850694611908
6966150,0.18399816789173706
6966180,0.18399786152824638
6966210,0.1839975871298896
6966240,0.18399734409915078
6966270,0.1839971319613224
6966300,0.18399695031738436
6966330,0.18399679882038972
6966360,0.1839966771712131
6966390,0.1839965851159038
6966420,0.18399652244218664
6966450,0.18399648897656326
6966480,0.18399648458197732
6966510,0.1839965091560969
6966540,0.18399656263007474
6966570,0.18399664496750268
6966600,0.18399675616340777
6966630,0.18399689624337365
6966660,0.18399706526257167
6966690,0.18399726330497898
6966720,0.1839974904825485
6966750,0.18399774693473792
6966780,0.18399803282796365
6966810,0.1839983483554479
6966840,0.18399869373705324
6966870,0.1839990692193031
6966900,0.18399947507538217
6966930,0.18399991160535115
6966960,0.18400037913611259
6966990,0.1840008780216739
6967020,0.1840014086434386
6967050,0.18400197141051794
6967080,0.1840025667603192
6967110,0.1840031951676448
6967140,0.1840038572577136
6967170,0.18400455380835484
6967200,0.18400528567889823
6967230,0.18400605379356488
6967260,0.18400685913791823
6967290,0.18400770276214645
6967320,0.18400858578351406
6967350,0.1840095093901149
6967380,0.18401047484517752
6967410,0.1840114834916288
6967440,0.1840125367572045
6967470,0.18401363616034155
6967500,0.1840147833167362
6967530,0.18401597994700195
6967560,0.18401722788534547
6967590,0.18401852908948968
6967620,0.18401988565217486
6967650,0.1840212998142732
6967680,0.1840227739799673
6967710,0.1840243107295281
6967740,0.18402591285729328
6967770,0.1840275833713629
6967800,0.1840293255340951
6967830,0.18403114289143366
6967860,0.184033039309892
6967890,0.1840350190185009
6967920,0.18403708665786134
6967950,0.1840392473364181
6967980,0.18404150669433686
6968010,0.18404387097511377
6968040,0.18404634710381704
6968070,0.184048942768877
6968100,0.18405166650073984
6968130,0.18405452773433525
6968160,0.18405753683185652
6968190,0.1840607050239879
6968220,0.18406404419947966
6968250,0.1840675664283869
6968280,0.1840712830446333
6968310,0.18407520304740083
6968340,0.1840793305518108
6968370,0.18408366113358587
6968400,0.18408817734755634
6968430,0.1840928445853526
6968460,0.18409760949304133
6968490,0.18410240336201408
6968520,0.1841071515534442
6968550,0.1841117829675517
6968580,0.1841162459941901
6968610,0.184120503987622
6968640,0.18412454681505389
6968670,0.18412836847620054
6968700,0.184131986217998
6968730,0.1841354023824097
6968760,0.1841386469510754
6968790,0.1841417144915302
6968820,0.18414464514403786
6968850,0.18414741515836477
6968880,0.18415008158066043
6968910,0.18415258999249476
6968940,0.1841550300883928
6968970,0.1841572956227062
6969000,0.18415953897648346
6969030,0.18416156193208988
6969060,0.1841636367615641
6969090,0.18416539491985928
6969120,0.1841673398690217
6969150,0.18416895241358877
6969180,0.18417060570670196
6969210,0.18417184017039775
6969240,0.18417340820833147
6969270,0.18417428527606022
6969300,0.18417588141914895
6969330,0.18417670081449708
6969360,0.1841778312795197
6969390,0.1841779115594676
6969420,0.18417866139878228
6969450,0.1841788127453495
6969480,0.18417989215437156
6969510,0.18417985553212612
6969540,0.18417987618078205
6969570,0.1841798088662175
6969600,0.18417960500557476
6969630,0.1841792763419378
6969660,0.18417883625841278
6969690,0.18417829086420706
6969720,0.1841776448595497
6969750,0.18417690422127347
6969780,0.18417607555770274
6969810,0.18417516554431224
6969840,0.18417418093228285
6969870,0.1841731285630043
6969900,0.18417201528043967
6969930,0.18417084782771037
6969960,0.18416963276872067
6969990,0.18416837643032585
6970020,0.1841670848556217
6970050,0.18416576376995542
6970080,0.1841644185597562
6970110,0.18416305425967816
6970140,0.18416167554617782
6970170,0.1841602867375126
6970200,0.18415889179907924
6970230,0.18415749435303566
6970260,0.1841560976909493
6970290,0.18415470478933055
6970320,0.1841533183268623
6970350,0.18415194070301166
6970380,0.18415057405716093
6970410,0.18414922028811825
6970440,0.18414788107337127
6970470,0.18414655788784878
6970500,0.18414525202202434
6970530,0.18414396459909885
6970560,0.18414269659108215
6970590,0.1841414488339675
6970620,0.1841402220416809
6970650,0.18413901681893613
6970680,0.18413783367307213
6970710,0.1841366730250183
6970740,0.18413553521931067
6970770,0.18413442053356166
6970800,0.18413332918698772
6970830,0.18413226134803826
6970860,0.18413121714111721
6970890,0.18413019665226005
6970920,0.18412919993408383
6970950,0.18412822700994788
6970980,0.1841272778776503
6971010,0.18412635251275075
6971040,0.18412545087163668
6971070,0.18412457289418072
6971100,0.18412371850621198
6971130,0.18412288762175139
6971160,0.18412208014491468
6971190,0.18412129597144952
6971220,0.18412053499018846
6971250,0.18411979708412218
6971280,0.18411908213125044
6971310,0.1841183900048308
6971340,0.18411772057536757
6971370,0.18411707370874533
6971400,0.18411644926755438
6971430,0.18411584711094414
6971460,0.18411526709440837
6971490,0.18411470911342473
6971520,0.18411417325717766
6971550,0.1841136596985368
6971580,0.1841131686105749
6971610,0.18411270015317868
6971640,0.18411225446889862
6971670,0.18411183167954556
6971700,0.18411143188505172
6971730,0.18411105516311613
6971760,0.18411070156831766
6971790,0.18411037113102896
6971820,0.18411006385625395
6971850,0.18410977972267956
6971880,0.18410951868157535
6971910,0.18410928065593532
6971940,0.18410906553975062
6971970,0.18410887319728328
6972000,0.1841087034624705
6972030,0.18410855613857213
6972060,0.18410843099786578
6972090,0.18410832778145353
6972120,0.18410824619935165
6972150,0.18410818593061595
6972180,0.18410814662365987
6972210,0.1841081278967258
6972240,0.18410812933856358
6972270,0.18410815050912324
6972300,0.18410819094055866
6972330,0.18410825013821813
6972360,0.18410832758189044
6972390,0.1841084227271069
6972420,0.18410853500653962
6972450,0.18410866383160818
6972480,0.1841088085940649
6972510,0.18410896866766366
6972540,0.18410914341005685
6972570,0.18410933216452627
6972600,0.18410953426195642
6972630,0.18410974902264846
6972660,0.18410997575845225
6972690,0.1841102137745463
6972720,0.18411046237150736
6972750,0.1841107208472906
6972780,0.18411098849914054
6972810,0.18411126462565405
6972840,0.18411154852862877
6972870,0.18411183951509882
6972900,0.18411213689916198
6972930,0.18411244000383584
6972960,0.18411274816294726
6972990,0.18411306072290495
6973020,0.1841133770444995
6973050,0.18411369650470327
6973080,0.1841140184983738
6973110,0.18411434244064953
6973140,0.18411466776651075
6973170,0.1841149939353959
6973200,0.18411532043144663
6973230,0.18411562215697005
6973260,0.18411587016415046
6973290,0.1841160595661174
6973320,0.18411619033383
6973350,0.18411626295579064
6973380,0.18411627833693583
6973410,0.1841162377742127
6973440,0.18411614275229662
6973470,0.18411599486472946
6973500,0.18411579580305193
6973530,0.18411554730106441
6973560,0.18411525106415716
6973590,0.18411490872385886
6973620,0.18411452181738772
6973650,0.18411409178235338
6973680,0.18411361995967945
6973710,0.18411310759995664
6973740,0.1841125558707118
6973770,0.1841119658625306
6973800,0.18411133859389037
6973830,0.18411067501414177
6973860,0.1841099760046442
6973890,0.18410924237852389
6973920,0.1841084748791243
6973950,0.18410767417747964
6973980,0.18410684086917173
6974010,0.18410597547024488
6974040,0.1841050784127395
6974070,0.18410415003915906
6974100,0.18410319059642508
6974130,0.18410220022848814
6974160,0.18410117896825384
6974190,0.18410012672792986
6974220,0.18409904328804377
6974250,0.18409792828475793
6974280,0.18409678119544554
6974310,0.184095601322128
6974340,0.184094387772558
6974370,0.18409313943886493
6974400,0.1840918549733271
6974430,0.18409053276119472
6974460,0.1840891708903483
6974490,0.1840877671178691
6974520,0.18408631883362692
6974550,0.184084823021804
6974580,0.1840832762214668
6974610,0.18408167448897322
6974640,0.1840800133662853
6974670,0.1840782878628372
6974700,0.18407649246201577
6974730,0.18407462117100026
6974760,0.18407266764161148
6974790,0.18407062540366134
6974820,0.18406848827016428
6974850,0.1840662511411597
6974880,0.18406391116366502
6974910,0.18406146872065693
6974940,0.1840589299699696
6974970,0.1840563073272673
6975000,0.1840536236449761
6975030,0.1840509137143961
6975060,0.18404821931999893
6975090,0.18404558843140775
6975120,0.18404307024922684
6975150,0.18404071264255306
6975180,0.18403855336534172
6975210,0.1840366187060133
6975240,0.1840349251766648
6975270,0.1840334797536949
6975300,0.18403228254496323
6975330,0.18403132913872275
6975360,0.18403061257101705
6975390,0.18403012476743622
6975420,0.18402985751570294
6975450,0.1840298030693645
6975480,0.18402995448996365
6975510,0.18403030581626925
6975540,0.18403085212744366
6975570,0.18403158954464677
6975600,0.1840325151992034
6975630,0.18403362718302407
6975660,0.18403492444107217
6975690,0.1840364069446456
6975720,0.18403807511802747
6975750,0.18403993023930296
6975780,0.184041974056159
6975810,0.18404420865797821
6975840,0.18404663623615486
6975870,0.18404925874739955
6975900,0.18405207745167812
6975930,0.1840550922870157
6975960,0.18405830104791274
6975990,0.18406169834839167
6976020,0.18406527439016346
6976050,0.18406901362753725
6976080,0.18407289352564377
6976110,0.18407688372889475
6976140,0.18408094603529274
6976170,0.18408503552805766
6976200,0.18408910298632647
6976230,0.18409309831291257
6976260,0.18409697780577083
6976290,0.18410069175971125
6976320,0.1841042181121884
6976350,0.18410752507910572
6976380,0.1841106017339508
6976410,0.18411344153714423
6976440,0.18411604935875958
6976470,0.1841184248346589
6976500,0.18412057487259736
6976530,0.1841225081090279
6976560,0.18412423235387448
6976590,0.18412575846174906
6976620,0.1841270929321716
6976650,0.1841282421162459
6976680,0.18412921336724328
6976710,0.18413001162588843
6976740,0.1841306401772207
6976770,0.18413110153387824
6976800,0.18413139681573648
6976830,0.18413156999835983
6976860,0.1841316808120782
6976890,0.1841317412203251
6976920,0.18413174991932094
6976950,0.18413171134980033
6976980,0.1841316267224813
6977010,0.18413149516589986
6977040,0.18413131734811353
6977070,0.18413109409612738
6977100,0.18413082576388373
6977130,0.1841305127082655
6977160,0.18413015521976353
6977190,0.18412975342612486
6977220,0.1841293073733881
6977250,0.18412881705122328
6977280,0.18412828239554652
6977310,0.18412770331042666
6977340,0.184127079686091
6977370,0.18412641141374703
6977400,0.1841256984022483
6977430,0.1841249405955613
6977460,0.18412413799176225
6977490,0.18412329066465163
6977520,0.18412239878788778
6977550,0.18412146266216503
6977580,0.18412048274515394
6977610,0.18411945968399482
6977640,0.1841183943498262
6977670,0.18411728787350276
6977700,0.18411614168154822
6977730,0.18411495753083873
6977760,0.1841137375404263
6977790,0.18411248421231066
6977820,0.18411120047510157
6977850,0.18410988966250705
6977880,0.18410855553177424
6977910,0.18410720224716318
6977940,0.18410583435180614
6977970,0.18410445673335715
6978000,0.18410307455353037
6978030,0.18410169319347539
6978060,0.18410031817055905
6978090,0.18409895505851015
6978120,0.18409760940655828
6978150,0.18409628666399522
6978180,0.18409499211144884
6978210,0.18409373080069488
6978240,0.18409250750339573
6978270,0.1840913266696709
6978300,0.18409019239671742
6978330,0.1840891084077669
6978360,0.18408807804102845
6978390,0.18408710424734914
6978420,0.18408618959473017
6978450,0.18408533627765608
6978480,0.1840845461287535
6978510,0.18408382063091155
6978540,0.18408316092787094
6978570,0.1840825678322846
6978600,0.18408204183009533
6978630,0.18408158308111935
6978660,0.1840811914156699
6978690,0.18408086632792797
6978720,0.1840806069669805
6978750,0.1840804121270301
6978780,0.18408028023851303
6978810,0.18408020936245334
6978840,0.1840801971903099
6978870,0.18408024105175286
6978900,0.18408033793231576
6978930,0.18408048450261125
6978960,0.18408067715957308
6978990,0.184080912079378
6979020,0.18408118528028705
6979050,0.1840814926922771
6979080,0.18408183022955033
6979110,0.18408219386180832
6979140,0.18408257968186292
6979170,0.1840829839675044
6979200,0.18408340323562578
6979230,0.18408383428629624
6979260,0.18408427423388327
6979290,0.18408472052323618
6979320,0.18408517093151378
6979350,0.1840856235580899
6979380,0.18408607680546857
6979410,0.1840865293554342
6979440,0.18408698014264524
6979470,0.18408742832764372
6979500,0.1840878732705429
6979530,0.18408831450603086
6979560,0.18408875171975292
6979590,0.1840891847361907
6979620,0.18408961346197966
